step,element,point,temperature,ivol
DEFORM_A,10,2,332,0.086492977864582904
DEFORM_A,10,3,370,0.08649297786458289
DEFORM_A,10,4,350,0.086492977864582946
DEFORM_A,10,5,390,0.086492977864583001
DEFORM_A,10,6,410,0.086492977864582904
DEFORM_A,10,7,450,0.086492977864582848
DEFORM_A,10,8,430,0.086492977864582918
DEFORM_A,11,1,310,0.086492977864583681
DEFORM_A,11,2,330,0.086492977864583001
DEFORM_A,11,3,370,0.086492977864583626
DEFORM_A,11,4,352,0.086492977864583681
DEFORM_A,11,5,390,0.086492977864583667
DEFORM_A,11,6,410,0.086492977864583001
DEFORM_A,11,7,450,0.086492977864583584
DEFORM_A,11,8,430,0.086492977864583667
DEFORM_A,12,1,310,0.086492977864583848
DEFORM_A,12,2,330,0.08649297786458314
DEFORM_A,12,3,372,0.086492977864583792
DEFORM_A,12,4,350,0.086492977864583848
DEFORM_A,12,5,390,0.086492977864583834
DEFORM_A,12,6,410,0.08649297786458314
DEFORM_A,12,7,450,0.08649297786458375
DEFORM_A,12,8,430,0.086492977864583834
DEFORM_A,13,1,310,0.086492977864583695
DEFORM_A,13,2,330,0.086492977864583348
DEFORM_A,13,3,370,0.086492977864583487
DEFORM_A,13,4,350,0.086492977864583778
DEFORM_A,13,5,392,0.086492977864583681
DEFORM_A,13,6,410,0.086492977864583348
DEFORM_A,13,7,450,0.086492977864583445
DEFORM_A,13,8,430,0.08649297786458375
DEFORM_A,14,1,310,0.086492977864583001
DEFORM_A,14,2,330,0.086492977864583639
DEFORM_A,14,3,370,0.086492977864583792
DEFORM_A,14,4,350,0.086492977864583154
DEFORM_A,14,5,390,0.086492977864582987
DEFORM_A,14,6,412,0.086492977864583639
DEFORM_A,14,7,450,0.08649297786458375
DEFORM_A,14,8,430,0.08649297786458314
DEFORM_A,15,1,310,0.086492977864584236
DEFORM_A,15,2,330,0.086492977864583903
DEFORM_A,15,3,370,0.086492977864584097
DEFORM_A,15,4,350,0.086492977864583459
DEFORM_A,15,5,390,0.086492977864584208
DEFORM_A,15,6,410,0.086492977864583903
DEFORM_A,15,7,450,0.086492977864584056
DEFORM_A,15,8,432,0.086492977864583445
DEFORM_A,16,1,310,0.086492977864583612
DEFORM_A,16,2,330,0.086492977864583598
DEFORM_A,16,3,370,0.086492977864583792
DEFORM_A,16,4,350,0.086492977864583778
DEFORM_A,16,5,390,0.086492977864583598
DEFORM_A,16,6,410,0.086492977864583598
DEFORM_A,16,7,452,0.08649297786458375
DEFORM_A,16,8,430,0.08649297786458375
DEFORM_A,17,1,312,0.086492977864583931
DEFORM_A,17,2,330,0.086492977864583556
DEFORM_A,17,3,370,0.086492977864583792
DEFORM_A,17,4,350,0.086492977864584389
DEFORM_A,17,5,390,0.086492977864583903
DEFORM_A,17,6,410,0.086492977864583556
DEFORM_A,17,7,450,0.08649297786458375
DEFORM_A,17,8,430,0.086492977864584361
DEFORM_A,18,1,310,0.086492977864583931
DEFORM_A,18,2,332,0.086492977864583862
DEFORM_A,18,3,370,0.086492977864584097
DEFORM_A,18,4,350,0.086492977864584084
DEFORM_A,18,5,390,0.086492977864583903
DEFORM_A,18,6,410,0.086492977864583862
DEFORM_A,18,7,450,0.086492977864584056
DEFORM_A,18,8,430,0.086492977864584056
DEFORM_A,19,1,310,0.086492977864584389
DEFORM_A,19,2,330,0.086492977864584139
DEFORM_A,19,3,370,0.086492977864584097
DEFORM_A,19,4,352,0.086492977864583778
DEFORM_A,19,5,390,0.086492977864584361
DEFORM_A,19,6,410,0.086492977864584139
DEFORM_A,19,7,450,0.086492977864584056
DEFORM_A,19,8,430,0.08649297786458375
DEFORM_A,20,1,310,0.086492977864583154
DEFORM_A,20,2,330,0.086492977864583209
DEFORM_A,20,3,372,0.086492977864583487
DEFORM_A,20,4,350,0.086492977864583459
DEFORM_A,20,5,390,0.08649297786458314
DEFORM_A,20,6,410,0.086492977864583209
DEFORM_A,20,7,450,0.086492977864583445
DEFORM_A,20,8,430,0.086492977864583445
DEFORM_A,21,1,310,0.086492977864583792
DEFORM_A,21,2,330,0.086492977864583501
DEFORM_A,21,3,370,0.086492977864584111
DEFORM_A,21,4,350,0.086492977864583168
DEFORM_A,21,5,392,0.086492977864583764
DEFORM_A,21,6,410,0.086492977864583501
DEFORM_A,21,7,450,0.08649297786458407
DEFORM_A,21,8,430,0.086492977864583154
DEFORM_A,22,1,310,0.086492977864582335
DEFORM_A,22,2,330,0.086492977864581086
DEFORM_A,22,3,370,0.086492977864582654
DEFORM_A,22,4,350,0.08649297786458264
DEFORM_A,22,5,390,0.086492977864582307
DEFORM_A,22,6,412,0.086492977864581086
DEFORM_A,22,7,450,0.086492977864582613
DEFORM_A,22,8,430,0.086492977864582613
DEFORM_A,23,1,310,0.086492977864582335
DEFORM_A,23,2,330,0.086492977864582613
DEFORM_A,23,3,370,0.086492977864582654
DEFORM_A,23,4,350,0.086492977864582335
DEFORM_A,23,5,390,0.086492977864582307
DEFORM_A,23,6,410,0.086492977864582613
DEFORM_A,23,7,450,0.086492977864582613
DEFORM_A,23,8,432,0.086492977864582307
DEFORM_A,24,1,310,0.086492977864582335
DEFORM_A,24,2,330,0.086492977864581044
DEFORM_A,24,3,370,0.086492977864582044
DEFORM_A,24,4,350,0.08649297786458264
DEFORM_A,24,5,390,0.086492977864582307
DEFORM_A,24,6,410,0.086492977864581044
DEFORM_A,24,7,452,0.086492977864582002
DEFORM_A,24,8,430,0.086492977864582613
DEFORM_A,25,1,302,0.18864893529100149
DEFORM_A,25,2,300,0.194800212221066
DEFORM_A,25,3,300,0.19539472837019092
DEFORM_A,25,4,300,0.16747108788621684
DEFORM_A,25,5,300,0.22017845529702648
DEFORM_A,25,6,300,0.23231297342534843
DEFORM_A,25,7,300,0.22403243167668696
DEFORM_A,25,8,300,0.20217395708243821
DEFORM_A,26,1,300,0.18864893529100149
DEFORM_A,26,2,302,0.19480021222106658
DEFORM_A,26,3,300,0.19539472837019217
DEFORM_A,26,4,300,0.1674710878862227
DEFORM_A,26,5,300,0.22017845529702657
DEFORM_A,26,6,300,0.23231297342534929
DEFORM_A,26,7,300,0.2240324316766884
DEFORM_A,26,8,300,0.20217395708244493
DEFORM_A,27,1,300,0.18864893529100113
DEFORM_A,27,2,300,0.19480021222106719
DEFORM_A,27,3,300,0.19539472837019353
DEFORM_A,27,4,302,0.16747108788622195
DEFORM_A,27,5,300,0.22017845529702623
DEFORM_A,27,6,300,0.23231297342535007
DEFORM_A,27,7,300,0.22403243167668971
DEFORM_A,27,8,300,0.20217395708244407
DEFORM_A,28,1,300,0.18864893529100246
DEFORM_A,28,2,300,0.19480021222107047
DEFORM_A,28,3,302,0.19539472837019212
DEFORM_A,28,4,300,0.16747108788622384
DEFORM_A,28,5,300,0.2201784552970277
DEFORM_A,28,6,300,0.2323129734253539
DEFORM_A,28,7,300,0.2240324316766884
DEFORM_A,28,8,300,0.20217395708244648
DEFORM_A,29,1,300,0.18864893529099985
DEFORM_A,29,2,300,0.19480021222106583
DEFORM_A,29,3,300,0.19539472837019223
DEFORM_A,29,4,300,0.1674710878862207
DEFORM_A,29,5,302,0.22017845529702471
DEFORM_A,29,6,300,0.23231297342534835
DEFORM_A,29,7,300,0.22403243167668832
DEFORM_A,29,8,300,0.20217395708244265
DEFORM_A,30,1,300,0.18864893529100241
DEFORM_A,30,2,300,0.19480021222107027
DEFORM_A,30,3,300,0.19539472837019223
DEFORM_A,30,4,300,0.1674710878862227
DEFORM_A,30,5,300,0.22017845529702768
DEFORM_A,30,6,302,0.23231297342535367
DEFORM_A,30,7,300,0.22403243167668832
DEFORM_A,30,8,300,0.20217395708244507
DEFORM_A,31,1,300,0.1886489352909998
DEFORM_A,31,2,300,0.19480021222106819
DEFORM_A,31,3,300,0.19539472837019486
DEFORM_A,31,4,300,0.16747108788622209
DEFORM_A,31,5,300,0.22017845529702471
DEFORM_A,31,6,300,0.23231297342535115
DEFORM_A,31,7,300,0.22403243167669126
DEFORM_A,31,8,302,0.20217395708244437
DEFORM_A,32,1,300,0.18864893529100213
DEFORM_A,32,2,300,0.19480021222106889
DEFORM_A,32,3,300,0.19539472837019087
DEFORM_A,32,4,300,0.16747108788622095
DEFORM_A,32,5,300,0.2201784552970272
DEFORM_A,32,6,300,0.23231297342535201
DEFORM_A,32,7,302,0.22403243167668696
DEFORM_A,32,8,300,0.20217395708244304
DEFORM_A,33,1,312,0.18864893529099694
DEFORM_A,33,2,330,0.19480021222106961
DEFORM_A,33,3,370,0.19539472837019231
DEFORM_A,33,4,350,0.16747108788621781
DEFORM_A,33,5,390,0.22017845529702135
DEFORM_A,33,6,410,0.23231297342535268
DEFORM_A,33,7,450,0.22403243167668832
DEFORM_A,33,8,430,0.20217395708243921
DEFORM_A,34,1,310,0.18864893529100213
DEFORM_A,34,2,332,0.19480021222106891
DEFORM_A,34,3,370,0.19539472837019084
DEFORM_A,34,4,350,0.16747108788622361
DEFORM_A,34,5,390,0.22017845529702723
DEFORM_A,34,6,410,0.23231297342535204
DEFORM_A,34,7,450,0.22403243167668718
DEFORM_A,34,8,430,0.2021739570824462
DEFORM_A,35,1,310,0.18864893529100196
DEFORM_A,35,2,330,0.19480021222106675
DEFORM_A,35,3,370,0.19539472837019617
DEFORM_A,35,4,352,0.167471087886223
DEFORM_A,35,5,390,0.22017845529702737
DEFORM_A,35,6,410,0.23231297342534954
DEFORM_A,35,7,450,0.22403243167669259
DEFORM_A,35,8,430,0.20217395708244543
DEFORM_A,36,1,310,0.18864893529100216
DEFORM_A,36,2,330,0.19480021222106733
DEFORM_A,36,3,372,0.19539472837019339
DEFORM_A,36,4,350,0.16747108788621984
DEFORM_A,36,5,390,0.22017845529702729
DEFORM_A,36,6,410,0.23231297342535015
DEFORM_A,36,7,450,0.22403243167668971
DEFORM_A,36,8,430,0.20217395708244165
DEFORM_A,37,1,310,0.18864893529100135
DEFORM_A,37,2,330,0.19480021222106539
DEFORM_A,37,3,370,0.19539472837019362
DEFORM_A,37,4,350,0.16747108788621926
DEFORM_A,37,5,392,0.22017845529702657
DEFORM_A,37,6,410,0.23231297342534782
DEFORM_A,37,7,450,0.22403243167668971
DEFORM_A,37,8,430,0.20217395708244101
DEFORM_A,38,1,310,0.18864893529100199
DEFORM_A,38,2,330,0.19480021222107116
DEFORM_A,38,3,370,0.19539472837019359
DEFORM_A,38,4,350,0.16747108788622356
DEFORM_A,38,5,390,0.22017845529702729
DEFORM_A,38,6,412,0.23231297342535454
DEFORM_A,38,7,450,0.22403243167668971
DEFORM_A,38,8,430,0.20217395708244643
DEFORM_A,39,1,310,0.18864893529099883
DEFORM_A,39,2,330,0.19480021222106927
DEFORM_A,39,3,370,0.19539472837019606
DEFORM_A,39,4,350,0.16747108788622289
DEFORM_A,39,5,390,0.22017845529702362
DEFORM_A,39,6,410,0.23231297342535229
DEFORM_A,39,7,450,0.22403243167669259
DEFORM_A,39,8,432,0.20217395708244543
DEFORM_A,40,1,310,0.18864893529099896
DEFORM_A,40,2,330,0.19480021222106988
DEFORM_A,40,3,370,0.19539472837019331
DEFORM_A,40,4,350,0.1674710878862172
DEFORM_A,40,5,390,0.22017845529702362
DEFORM_A,40,6,410,0.23231297342535304
DEFORM_A,40,7,452,0.22403243167668971
DEFORM_A,40,8,430,0.20217395708243863
DEFORM_A,41,1,312,0.18864893529100152
DEFORM_A,41,2,330,0.19480021222107061
DEFORM_A,41,3,370,0.19539472837019078
DEFORM_A,41,4,350,0.16747108788621887
DEFORM_A,41,5,390,0.22017845529702657
DEFORM_A,41,6,410,0.23231297342535379
DEFORM_A,41,7,450,0.22403243167668679
DEFORM_A,41,8,430,0.20217395708244101
DEFORM_A,42,1,310,0.18864893529099883
DEFORM_A,42,2,332,0.19480021222107108
DEFORM_A,42,3,370,0.19539472837019353
DEFORM_A,42,4,350,0.16747108788622084
DEFORM_A,42,5,390,0.22017845529702362
DEFORM_A,42,6,410,0.23231297342535448
DEFORM_A,42,7,450,0.22403243167668971
DEFORM_A,42,8,430,0.20217395708244307
DEFORM_A,43,1,310,0.18864893529100157
DEFORM_A,43,2,330,0.19480021222107174
DEFORM_A,43,3,370,0.19539472837019339
DEFORM_A,43,4,352,0.16747108788622517
DEFORM_A,43,5,390,0.22017845529702648
DEFORM_A,43,6,410,0.23231297342535506
DEFORM_A,43,7,450,0.22403243167669012
DEFORM_A,43,8,430,0.20217395708244859
DEFORM_A,44,1,310,0.1886489352910003
DEFORM_A,44,2,330,0.19480021222107108
DEFORM_A,44,3,372,0.19539472837018948
DEFORM_A,44,4,350,0.16747108788622347
DEFORM_A,44,5,390,0.22017845529702498
DEFORM_A,44,6,410,0.2323129734253542
DEFORM_A,44,7,450,0.22403243167668568
DEFORM_A,44,8,430,0.20217395708244656
DEFORM_A,45,1,310,0.1886489352910003
DEFORM_A,45,2,330,0.19480021222106925
DEFORM_A,45,3,370,0.19539472837018693
DEFORM_A,45,4,350,0.16747108788621737
DEFORM_A,45,5,392,0.22017845529702498
DEFORM_A,45,6,410,0.23231297342535187
DEFORM_A,45,7,450,0.22403243167668274
DEFORM_A,45,8,430,0.20217395708243974
DEFORM_A,46,1,310,0.18864893529099502
DEFORM_A,46,2,330,0.19480021222106966
DEFORM_A,46,3,370,0.19539472837018967
DEFORM_A,46,4,350,0.16747108788621687
DEFORM_A,46,5,390,0.2201784552970191
DEFORM_A,46,6,412,0.2323129734253524
DEFORM_A,46,7,450,0.22403243167668568
DEFORM_A,46,8,430,0.20217395708243904
DEFORM_A,47,1,310,0.18864893529099758
DEFORM_A,47,2,330,0.19480021222107013
DEFORM_A,47,3,370,0.19539472837018973
DEFORM_A,47,4,350,0.16747108788622178
DEFORM_A,47,5,390,0.22017845529702199
DEFORM_A,47,6,410,0.23231297342535337
DEFORM_A,47,7,450,0.22403243167668591
DEFORM_A,47,8,432,0.20217395708244418
DEFORM_A,48,1,310,0.1886489352910028
DEFORM_A,48,2,330,0.19480021222106295
DEFORM_A,48,3,370,0.19539472837018948
DEFORM_A,48,4,350,0.1674710878862212
DEFORM_A,48,5,390,0.22017845529702801
DEFORM_A,48,6,410,0.23231297342534482
DEFORM_A,48,7,452,0.22403243167668568
DEFORM_A,48,8,430,0.20217395708244348
DEFORM_A,49,1,300.24688840840207,0.69194382291667456
DEFORM_A,50,1,300.2458548265825,0.69194382291667456
DEFORM_A,51,1,300.25154425110276,0.69194382291667456
DEFORM_A,52,1,300.24570458139868,0.69194382291667456
DEFORM_A,53,1,300.25248569698391,0.69194382291667456
DEFORM_A,54,1,300.24771619166268,0.69194382291667456
DEFORM_A,55,1,300.25595365975369,0.69194382291667456
DEFORM_A,56,1,300.25385238411405,0.69194382291667456
DEFORM_A,57,1,380.71958307392629,0.69194382291667456
DEFORM_A,58,1,380.71854949210672,0.69194382291667456
DEFORM_A,59,1,380.72423891662697,0.69194382291667456
DEFORM_A,60,1,380.7183992469229,0.69194382291667456
DEFORM_A,61,1,380.72518036250813,0.69194382291667456
DEFORM_A,62,1,380.72041085718695,0.69194382291667456
DEFORM_A,63,1,380.7286483252779,0.69194382291667456
DEFORM_A,64,1,380.72654704963833,0.69194382291667456
DEFORM_A,65,1,380.71958307392629,0.69194382291667456
DEFORM_A,66,1,380.71854949210672,0.69194382291667456
DEFORM_A,67,1,380.72423891662697,0.69194382291667456
DEFORM_A,68,1,380.7183992469229,0.69194382291667456
DEFORM_A,69,1,380.72518036250813,0.69194382291667456
DEFORM_A,70,1,380.72041085718695,0.69194382291667456
DEFORM_A,71,1,380.7286483252779,0.69194382291667456
DEFORM_A,72,1,380.72654704963833,0.69194382291667456
DEFORM_A,73,1,300.23947852488891,1.6250127812499995
DEFORM_A,74,1,300.23890969318063,1.6250127812499995
DEFORM_A,75,1,300.23239244921336,1.6250127812499995
DEFORM_A,76,1,300.23935737662526,1.6250127812499995
DEFORM_A,77,1,300.26531712507716,1.6250127812499995
DEFORM_A,78,1,300.26314064041543,1.6250127812499995
DEFORM_A,79,1,300.25642342366206,1.6250127812499995
DEFORM_A,80,1,300.26498076696777,1.6250127812499995
DEFORM_A,81,1,382.16092186997616,1.6250127812499995
DEFORM_A,82,1,382.160353038268,1.6250127812499995
DEFORM_A,83,1,382.15383579430068,1.6250127812499995
DEFORM_A,84,1,382.16080072171258,1.6250127812499995
DEFORM_A,85,1,382.18676047017186,1.6250127812499471
DEFORM_A,86,1,382.18458398550763,1.6250127812499262
DEFORM_A,87,1,382.1778667687542,1.6250127812499262
DEFORM_A,88,1,382.18642411205997,1.6250127812499262
DEFORM_A,89,1,382.16092186998111,1.6250127812499262
DEFORM_A,90,1,382.16035303827283,1.6250127812499262
DEFORM_A,91,1,382.15383579430556,1.6250127812499262
DEFORM_A,92,1,382.16080072171746,1.6250127812499262
DEFORM_A,93,1,382.18676047016936,1.6250127812499262
DEFORM_A,94,1,382.18458398550763,1.6250127812499262
DEFORM_A,95,1,382.1778667687542,1.6250127812499262
DEFORM_A,96,1,382.18642411205997,1.6250127812499262
DEFORM_A,97,1,302,2.5951204460462711
DEFORM_A,97,2,300,3.8320252028913182
DEFORM_A,97,3,300,2.5951204460462707
DEFORM_A,97,4,300,3.8320252028913182
DEFORM_A,98,1,300,2.5951204460463448
DEFORM_A,98,2,302,3.8320252028913453
DEFORM_A,98,3,300,2.5951204460463444
DEFORM_A,98,4,300,3.8320252028913453
DEFORM_A,99,1,300,2.5951204460461974
DEFORM_A,99,2,300,3.8320252028912365
DEFORM_A,99,3,300,2.595120446046197
DEFORM_A,99,4,302,3.8320252028912365
DEFORM_A,100,1,300,2.5951204460462711
DEFORM_A,100,2,300,3.8320252028912636
DEFORM_A,100,3,302,2.5951204460462707
DEFORM_A,100,4,300,3.8320252028912636
DEFORM_A,101,1,312,2.5951204460462711
DEFORM_A,101,2,330,3.8320252028912907
DEFORM_A,101,3,450,2.5951204460462707
DEFORM_A,101,4,390,3.8320252028912907
DEFORM_A,102,1,310,2.5951204460462711
DEFORM_A,102,2,332,3.8320252028912907
DEFORM_A,102,3,450,2.5951204460462707
DEFORM_A,102,4,390,3.8320252028912907
DEFORM_A,103,1,310,2.5951204460462711
DEFORM_A,103,2,330,3.8320252028912907
DEFORM_A,103,3,450,2.5951204460462707
DEFORM_A,103,4,392,3.8320252028912907
DEFORM_A,104,1,310,2.5951204460462711
DEFORM_A,104,2,330,3.8320252028912907
DEFORM_A,104,3,452,2.5951204460462707
DEFORM_A,104,4,390,3.8320252028912907
DEFORM_A,105,1,312,2.5951204460463448
DEFORM_A,105,2,330,3.8320252028913453
DEFORM_A,105,3,450,2.5951204460463444
DEFORM_A,105,4,390,3.8320252028913453
DEFORM_A,106,1,310,2.5951204460462711
DEFORM_A,106,2,332,3.8320252028913453
DEFORM_A,106,3,450,2.5951204460462707
DEFORM_A,106,4,390,3.8320252028913453
DEFORM_A,107,1,310,2.5951204460463448
DEFORM_A,107,2,330,3.8320252028913453
DEFORM_A,107,3,450,2.5951204460463444
DEFORM_A,107,4,392,3.8320252028913453
DEFORM_A,108,1,310,2.5951204460462711
DEFORM_A,108,2,330,3.8320252028913453
DEFORM_A,108,3,452,2.5951204460462707
DEFORM_A,108,4,390,3.8320252028913453
DEFORM_A,109,1,302,2.9324887813166178
DEFORM_A,109,2,300,5.1561103436586846
DEFORM_A,109,3,300,2.5351749782188153
DEFORM_A,109,4,300,4.508203284459614
DEFORM_A,110,1,300,2.9324887813166112
DEFORM_A,110,2,302,5.1561103436588711
DEFORM_A,110,3,300,2.5351749782188153
DEFORM_A,110,4,300,4.5082032844597855
DEFORM_A,111,1,300,2.9324887813166112
DEFORM_A,111,2,300,5.156110343658737
DEFORM_A,111,3,300,2.5351749782188153
DEFORM_A,111,4,302,4.5082032844596718
DEFORM_A,112,1,300,2.932488781316438
DEFORM_A,112,2,300,5.1561103436588711
DEFORM_A,112,3,302,2.5351749782186932
DEFORM_A,112,4,300,4.5082032844598423
DEFORM_A,113,1,312,2.9324887813166178
DEFORM_A,113,2,330,5.1561103436587521
DEFORM_A,113,3,450,2.5351749782188153
DEFORM_A,113,4,390,4.5082032844596718
DEFORM_A,114,1,310,2.932488781316438
DEFORM_A,114,2,332,5.1561103436589377
DEFORM_A,114,3,450,2.5351749782186932
DEFORM_A,114,4,390,4.5082032844599
DEFORM_A,115,1,310,2.9324887813166112
DEFORM_A,115,2,330,5.1561103436588045
DEFORM_A,115,3,450,2.5351749782188153
DEFORM_A,115,4,392,4.5082032844597286
DEFORM_A,116,1,310,2.9324887813166112
DEFORM_A,116,2,330,5.1561103436586695
DEFORM_A,116,3,452,2.5351749782188153
DEFORM_A,116,4,390,4.508203284459614
DEFORM_A,117,1,312,2.9324887813166112
DEFORM_A,117,2,330,5.1561103436588045
DEFORM_A,117,3,450,2.5351749782188153
DEFORM_A,117,4,390,4.5082032844597286
DEFORM_A,118,1,310,2.9324887813166178
DEFORM_A,118,2,332,5.1561103436586846
DEFORM_A,118,3,450,2.5351749782188153
DEFORM_A,118,4,390,4.508203284459614
DEFORM_A,119,1,310,2.9324887813166112
DEFORM_A,119,2,330,5.1561103436588711
DEFORM_A,119,3,450,2.5351749782188153
DEFORM_A,119,4,392,4.5082032844597855
DEFORM_A,120,1,310,2.9324887813166112
DEFORM_A,120,2,330,5.156110343658737
DEFORM_A,120,3,452,2.5351749782188153
DEFORM_A,120,4,390,4.5082032844596718
DEFORM_A,121,1,300.43822410377868,12.854291297875125
DEFORM_A,122,1,300.57408098969745,12.854291297875125
DEFORM_A,123,1,300.56037662303527,12.854291297875125
DEFORM_A,124,1,300.42731828348872,12.854291297875125
DEFORM_A,125,1,368.5063787663716,12.854291297875125
DEFORM_A,126,1,368.64223565229031,12.854291297875125
DEFORM_A,127,1,368.62853128562818,12.854291297875125
DEFORM_A,128,1,368.49547294608163,12.854291297875125
DEFORM_A,129,1,368.5063787663716,12.854291297875125
DEFORM_A,130,1,368.64223565229031,12.854291297875125
DEFORM_A,131,1,368.62853128562818,12.854291297875125
DEFORM_A,132,1,368.49547294608163,12.854291297875125
DEFORM_A,133,1,300.42966343745672,15.13197738765394
DEFORM_A,134,1,300.61524103780397,15.13197738765394
DEFORM_A,135,1,300.56373717350641,15.13197738765394
DEFORM_A,136,1,300.39135835123307,15.13197738765394
DEFORM_A,137,1,366.52664534206087,15.13197738765394
DEFORM_A,138,1,366.71222294240812,15.13197738765394
DEFORM_A,139,1,366.6607190781105,15.13197738765394
DEFORM_A,140,1,366.48834025583722,15.13197738765394
DEFORM_A,141,1,366.52664534206087,15.13197738765394
DEFORM_A,142,1,366.71222294240812,15.13197738765394
DEFORM_A,143,1,366.6607190781105,15.13197738765394
DEFORM_A,144,1,366.48834025583722,15.13197738765394
HOLD_A,1,1,303,0.086492977864583417
HOLD_A,1,2,300,0.086492977864583376
HOLD_A,1,3,300,0.086492977864583431
HOLD_A,1,4,300,0.086492977864583459
HOLD_A,1,5,300,0.08649297786458339
HOLD_A,1,6,300,0.086492977864583376
HOLD_A,1,7,300,0.08649297786458339
HOLD_A,1,8,300,0.086492977864583431
HOLD_A,2,1,300,0.086492977864583362
HOLD_A,2,2,303,0.08649297786458332
HOLD_A,2,3,300,0.086492977864583348
HOLD_A,2,4,300,0.086492977864583348
HOLD_A,2,5,300,0.086492977864583348
HOLD_A,2,6,300,0.08649297786458332
HOLD_A,2,7,300,0.086492977864583306
HOLD_A,2,8,300,0.08649297786458332
HOLD_A,3,1,300,0.08649297786458339
HOLD_A,3,2,300,0.086492977864583209
HOLD_A,3,3,300,0.086492977864583417
HOLD_A,3,4,303,0.086492977864583404
HOLD_A,3,5,300,0.086492977864583362
HOLD_A,3,6,300,0.086492977864583209
HOLD_A,3,7,300,0.08649297786458339
HOLD_A,3,8,300,0.08649297786458339
HOLD_A,4,1,300,0.086492977864583584
HOLD_A,4,2,300,0.086492977864583487
HOLD_A,4,3,303,0.086492977864583556
HOLD_A,4,4,300,0.086492977864583695
HOLD_A,4,5,300,0.086492977864583556
HOLD_A,4,6,300,0.086492977864583487
HOLD_A,4,7,300,0.086492977864583528
HOLD_A,4,8,300,0.086492977864583681
HOLD_A,5,1,300,0.08649297786458332
HOLD_A,5,2,300,0.086492977864583376
HOLD_A,5,3,300,0.08649297786458357
HOLD_A,5,4,300,0.08649297786458332
HOLD_A,5,5,303,0.086492977864583293
HOLD_A,5,6,300,0.086492977864583376
HOLD_A,5,7,300,0.086492977864583528
HOLD_A,5,8,300,0.086492977864583293
HOLD_A,6,1,300,0.086492977864583251
HOLD_A,6,2,300,0.086492977864582835
HOLD_A,6,3,300,0.086492977864583043
HOLD_A,6,4,300,0.086492977864583098
HOLD_A,6,5,300,0.086492977864583237
HOLD_A,6,6,303,0.086492977864582835
HOLD_A,6,7,300,0.086492977864583001
HOLD_A,6,8,300,0.08649297786458307
HOLD_A,7,1,300,0.086492977864583057
HOLD_A,7,2,300,0.086492977864583265
HOLD_A,7,3,300,0.086492977864583195
HOLD_A,7,4,300,0.086492977864582946
HOLD_A,7,5,300,0.086492977864583043
HOLD_A,7,6,300,0.086492977864583265
HOLD_A,7,7,300,0.086492977864583154
HOLD_A,7,8,303,0.086492977864582918
HOLD_A,8,1,300,0.08649297786458332
HOLD_A,8,2,300,0.086492977864583251
HOLD_A,8,3,300,0.086492977864583195
HOLD_A,8,4,300,0.086492977864583251
HOLD_A,8,5,300,0.086492977864583306
HOLD_A,8,6,300,0.086492977864583251
HOLD_A,8,7,303,0.086492977864583154
HOLD_A,8,8,300,0.086492977864583237
HOLD_A,9,1,313,0.08649297786458332
HOLD_A,9,2,330,0.086492977864583237
HOLD_A,9,3,370,0.086492977864583195
HOLD_A,9,4,350,0.086492977864583251
HOLD_A,9,5,390,0.086492977864583306
HOLD_A,9,6,410,0.086492977864583237
HOLD_A,9,7,450,0.086492977864583154
HOLD_A,9,8,430,0.086492977864583237
HOLD_A,10,1,310,0.086492977864583015
HOLD_A,10,2,333,0.086492977864582904
HOLD_A,10,3,370,0.08649297786458289
HOLD_A,10,4,350,0.086492977864582946
HOLD_A,10,5,390,0.086492977864583001
HOLD_A,10,6,410,0.086492977864582904
HOLD_A,10,7,450,0.086492977864582848
HOLD_A,10,8,430,0.086492977864582918
HOLD_A,11,1,310,0.086492977864583681
HOLD_A,11,2,330,0.086492977864583001
HOLD_A,11,3,370,0.086492977864583626
HOLD_A,11,4,353,0.086492977864583681
HOLD_A,11,5,390,0.086492977864583667
HOLD_A,11,6,410,0.086492977864583001
HOLD_A,11,7,450,0.086492977864583584
HOLD_A,11,8,430,0.086492977864583667
HOLD_A,12,1,310,0.086492977864583848
HOLD_A,12,2,330,0.08649297786458314
HOLD_A,12,3,373,0.086492977864583792
HOLD_A,12,4,350,0.086492977864583848
HOLD_A,12,5,390,0.086492977864583834
HOLD_A,12,6,410,0.08649297786458314
HOLD_A,12,7,450,0.08649297786458375
HOLD_A,12,8,430,0.086492977864583834
HOLD_A,13,1,310,0.086492977864583695
HOLD_A,13,2,330,0.086492977864583348
HOLD_A,13,3,370,0.086492977864583487
HOLD_A,13,4,350,0.086492977864583778
HOLD_A,13,5,393,0.086492977864583681
HOLD_A,13,6,410,0.086492977864583348
HOLD_A,13,7,450,0.086492977864583445
HOLD_A,13,8,430,0.08649297786458375
HOLD_A,14,1,310,0.086492977864583001
HOLD_A,14,2,330,0.086492977864583639
HOLD_A,14,3,370,0.086492977864583792
HOLD_A,14,4,350,0.086492977864583154
HOLD_A,14,5,390,0.086492977864582987
HOLD_A,14,6,413,0.086492977864583639
HOLD_A,14,7,450,0.08649297786458375
HOLD_A,14,8,430,0.08649297786458314
HOLD_A,15,1,310,0.086492977864584236
HOLD_A,15,2,330,0.086492977864583903
HOLD_A,15,3,370,0.086492977864584097
HOLD_A,15,4,350,0.086492977864583459
