step,element,point,temperature,ivol
DEFORM_B,22,7,450,0.075617354166667539
DEFORM_B,22,8,430,0.075617354166667539
DEFORM_B,23,1,310,0.075617354166667289
DEFORM_B,23,2,330,0.075617354166667539
DEFORM_B,23,3,370,0.075617354166667566
DEFORM_B,23,4,350,0.075617354166667289
DEFORM_B,23,5,390,0.075617354166667261
DEFORM_B,23,6,410,0.075617354166667539
DEFORM_B,23,7,450,0.075617354166667539
DEFORM_B,23,8,434,0.075617354166667261
DEFORM_B,24,1,310,0.075617354166667289
DEFORM_B,24,2,330,0.075617354166666165
DEFORM_B,24,3,370,0.075617354166667025
DEFORM_B,24,4,350,0.075617354166667552
DEFORM_B,24,5,390,0.075617354166667261
DEFORM_B,24,6,410,0.075617354166666165
DEFORM_B,24,7,454,0.075617354166666997
DEFORM_B,24,8,430,0.075617354166667539
DEFORM_B,25,1,304,0.17214463049384143
DEFORM_B,25,2,300,0.17775775146140915
DEFORM_B,25,3,300,0.17830025525373569
DEFORM_B,25,4,300,0.15281956666282651
DEFORM_B,25,5,300,0.20091573149535474
DEFORM_B,25,6,300,0.21198863861883557
DEFORM_B,25,7,300,0.20443253554614491
DEFORM_B,25,8,300,0.18448639046781934
DEFORM_B,26,1,300,0.17214463049384143
DEFORM_B,26,2,304,0.17775775146140968
DEFORM_B,26,3,300,0.17830025525373683
DEFORM_B,26,4,300,0.15281956666283183
DEFORM_B,26,5,300,0.20091573149535483
DEFORM_B,26,6,300,0.21198863861883635
DEFORM_B,26,7,300,0.20443253554614624
DEFORM_B,26,8,300,0.18448639046782545
DEFORM_B,27,1,300,0.1721446304938411
DEFORM_B,27,2,300,0.17775775146141023
DEFORM_B,27,3,300,0.17830025525373805
DEFORM_B,27,4,304,0.15281956666283114
DEFORM_B,27,5,300,0.20091573149535452
DEFORM_B,27,6,300,0.21198863861883707
DEFORM_B,27,7,300,0.20443253554614743
DEFORM_B,27,8,300,0.18448639046782467
DEFORM_B,28,1,300,0.17214463049384232
DEFORM_B,28,2,300,0.17775775146141323
DEFORM_B,28,3,304,0.17830025525373677
DEFORM_B,28,4,300,0.15281956666283286
DEFORM_B,28,5,300,0.20091573149535585
DEFORM_B,28,6,300,0.21198863861884054
DEFORM_B,28,7,300,0.20443253554614624
DEFORM_B,28,8,300,0.18448639046782686
DEFORM_B,29,1,300,0.17214463049383993
DEFORM_B,29,2,300,0.17775775146140899
DEFORM_B,29,3,300,0.17830025525373686
DEFORM_B,29,4,300,0.15281956666283
DEFORM_B,29,5,304,0.20091573149535313
DEFORM_B,29,6,300,0.21198863861883549
DEFORM_B,29,7,300,0.20443253554614615
DEFORM_B,29,8,300,0.18448639046782339
DEFORM_B,30,1,300,0.17214463049384227
DEFORM_B,30,2,300,0.17775775146141304
DEFORM_B,30,3,300,0.17830025525373686
DEFORM_B,30,4,300,0.15281956666283183
DEFORM_B,30,5,300,0.20091573149535583
DEFORM_B,30,6,304,0.21198863861884035
DEFORM_B,30,7,300,0.20443253554614615
DEFORM_B,30,8,300,0.18448639046782558
DEFORM_B,31,1,300,0.17214463049383988
DEFORM_B,31,2,300,0.17775775146141115
DEFORM_B,31,3,300,0.17830025525373927
DEFORM_B,31,4,300,0.15281956666283125
DEFORM_B,31,5,300,0.20091573149535313
DEFORM_B,31,6,300,0.21198863861883804
DEFORM_B,31,7,300,0.20443253554614885
DEFORM_B,31,8,304,0.18448639046782495
DEFORM_B,32,1,300,0.17214463049384202
DEFORM_B,32,2,300,0.17775775146141179
DEFORM_B,32,3,300,0.17830025525373563
DEFORM_B,32,4,300,0.15281956666283023
DEFORM_B,32,5,300,0.20091573149535538
DEFORM_B,32,6,300,0.21198863861883882
DEFORM_B,32,7,304,0.20443253554614491
DEFORM_B,32,8,300,0.18448639046782372
DEFORM_B,33,1,314,0.17214463049383727
DEFORM_B,33,2,330,0.17775775146141246
DEFORM_B,33,3,370,0.17830025525373697
DEFORM_B,33,4,350,0.15281956666282737
DEFORM_B,33,5,390,0.20091573149535005
DEFORM_B,33,6,410,0.21198863861883946
DEFORM_B,33,7,450,0.20443253554614615
DEFORM_B,33,8,430,0.18448639046782025
DEFORM_B,34,1,310,0.17214463049384202
DEFORM_B,34,2,334,0.17775775146141182
DEFORM_B,34,3,370,0.17830025525373561
DEFORM_B,34,4,350,0.15281956666283267
DEFORM_B,34,5,390,0.20091573149535544
DEFORM_B,34,6,410,0.21198863861883885
DEFORM_B,34,7,450,0.2044325355461451
DEFORM_B,34,8,430,0.18448639046782661
DEFORM_B,35,1,310,0.17214463049384185
DEFORM_B,35,2,330,0.17775775146140985
DEFORM_B,35,3,370,0.17830025525374046
DEFORM_B,35,4,354,0.15281956666283211
DEFORM_B,35,5,390,0.20091573149535555
DEFORM_B,35,6,410,0.21198863861883657
DEFORM_B,35,7,450,0.20443253554615007
DEFORM_B,35,8,430,0.18448639046782592
DEFORM_B,36,1,310,0.17214463049384204
DEFORM_B,36,2,330,0.17775775146141037
DEFORM_B,36,3,374,0.17830025525373794
DEFORM_B,36,4,350,0.15281956666282923
DEFORM_B,36,5,390,0.20091573149535549
DEFORM_B,36,6,410,0.21198863861883713
DEFORM_B,36,7,450,0.20443253554614743
DEFORM_B,36,8,430,0.18448639046782248
DEFORM_B,37,1,310,0.17214463049384129
DEFORM_B,37,2,330,0.1777577514614086
DEFORM_B,37,3,370,0.17830025525373816
DEFORM_B,37,4,350,0.1528195666628287
DEFORM_B,37,5,394,0.20091573149535483
DEFORM_B,37,6,410,0.21198863861883499
DEFORM_B,37,7,450,0.20443253554614743
DEFORM_B,37,8,430,0.18448639046782186
DEFORM_B,38,1,310,0.1721446304938419
DEFORM_B,38,2,330,0.17775775146141384
DEFORM_B,38,3,370,0.17830025525373813
DEFORM_B,38,4,350,0.15281956666283261
DEFORM_B,38,5,390,0.20091573149535549
DEFORM_B,38,6,414,0.21198863861884115
DEFORM_B,38,7,450,0.20443253554614743
DEFORM_B,38,8,430,0.18448639046782683
DEFORM_B,39,1,310,0.17214463049383902
DEFORM_B,39,2,330,0.17775775146141212
DEFORM_B,39,3,370,0.17830025525374038
DEFORM_B,39,4,350,0.15281956666283203
DEFORM_B,39,5,390,0.20091573149535213
DEFORM_B,39,6,410,0.21198863861883907
DEFORM_B,39,7,450,0.20443253554615007
DEFORM_B,39,8,434,0.18448639046782592
DEFORM_B,40,1,310,0.17214463049383913
DEFORM_B,40,2,330,0.17775775146141271
DEFORM_B,40,3,370,0.17830025525373788
DEFORM_B,40,4,350,0.15281956666282681
DEFORM_B,40,5,390,0.20091573149535213
DEFORM_B,40,6,410,0.21198863861883976
DEFORM_B,40,7,454,0.20443253554614743
DEFORM_B,40,8,430,0.1844863904678197
DEFORM_B,41,1,314,0.17214463049384146
DEFORM_B,41,2,330,0.17775775146141334
DEFORM_B,41,3,370,0.17830025525373555
DEFORM_B,41,4,350,0.15281956666282834
DEFORM_B,41,5,390,0.20091573149535483
DEFORM_B,41,6,410,0.21198863861884046
DEFORM_B,41,7,450,0.20443253554614477
DEFORM_B,41,8,430,0.18448639046782186
DEFORM_B,42,1,310,0.17214463049383902
DEFORM_B,42,2,334,0.17775775146141379
DEFORM_B,42,3,370,0.17830025525373805
DEFORM_B,42,4,350,0.15281956666283014
DEFORM_B,42,5,390,0.20091573149535213
DEFORM_B,42,6,410,0.21198863861884107
DEFORM_B,42,7,450,0.20443253554614743
DEFORM_B,42,8,430,0.18448639046782375
DEFORM_B,43,1,310,0.17214463049384029
DEFORM_B,43,2,330,0.17775775146141312
DEFORM_B,43,3,370,0.17830025525373669
DEFORM_B,43,4,354,0.152819566662833
DEFORM_B,43,5,390,0.20091573149535333
DEFORM_B,43,6,410,0.21198863861884013
DEFORM_B,43,7,450,0.20443253554614638
DEFORM_B,43,8,430,0.1844863904678275
DEFORM_B,44,1,310,0.17214463049384027
DEFORM_B,44,2,330,0.1777577514614137
DEFORM_B,44,3,374,0.1783002552537343
DEFORM_B,44,4,350,0.15281956666283247
DEFORM_B,44,5,390,0.20091573149535327
DEFORM_B,44,6,410,0.21198863861884074
DEFORM_B,44,7,450,0.20443253554614366
DEFORM_B,44,8,430,0.18448639046782686
DEFORM_B,45,1,310,0.17214463049384027
DEFORM_B,45,2,330,0.17775775146141204
DEFORM_B,45,3,370,0.17830025525373197
DEFORM_B,45,4,350,0.15281956666282689
DEFORM_B,45,5,394,0.20091573149535327
DEFORM_B,45,6,410,0.2119886386188386
DEFORM_B,45,7,450,0.20443253554614096
DEFORM_B,45,8,430,0.18448639046782064
DEFORM_B,46,1,310,0.17214463049383547
DEFORM_B,46,2,330,0.1777577514614124
DEFORM_B,46,3,370,0.17830025525373447
DEFORM_B,46,4,350,0.15281956666282645
DEFORM_B,46,5,390,0.20091573149534792
DEFORM_B,46,6,414,0.21198863861883907
DEFORM_B,46,7,450,0.20443253554614366
DEFORM_B,46,8,430,0.18448639046782001
DEFORM_B,47,1,310,0.1721446304938378
DEFORM_B,47,2,330,0.17775775146141284
DEFORM_B,47,3,370,0.1783002552537345
DEFORM_B,47,4,350,0.15281956666283095
DEFORM_B,47,5,390,0.20091573149535055
DEFORM_B,47,6,410,0.21198863861883999
DEFORM_B,47,7,450,0.20443253554614385
DEFORM_B,47,8,434,0.18448639046782467
DEFORM_B,48,1,310,0.17214463049384254
DEFORM_B,48,2,330,0.17775775146140629
DEFORM_B,48,3,370,0.1783002552537343
DEFORM_B,48,4,350,0.15281956666283039
DEFORM_B,48,5,390,0.20091573149535605
DEFORM_B,48,6,410,0.21198863861883219
DEFORM_B,48,7,454,0.20443253554614366
DEFORM_B,48,8,430,0.18448639046782406
DEFORM_B,49,1,300.4732394585285,0.60493883333331955
DEFORM_B,50,1,300.46322376884916,0.60493883333331955
DEFORM_B,51,1,300.48405829031913,0.60493883333331955
DEFORM_B,52,1,300.50578393341061,0.60493883333331955
DEFORM_B,53,1,300.503282088795,0.60493883333331955
DEFORM_B,54,1,300.51097890307653,0.60493883333331955
DEFORM_B,55,1,300.52771213753851,0.60493883333331955
DEFORM_B,56,1,300.5317214195299,0.60493883333331955
DEFORM_B,57,1,382.49842836881385,0.60493883333331955
DEFORM_B,58,1,382.48841267913457,0.60493883333331955
DEFORM_B,59,1,382.50924720060453,0.60493883333331955
DEFORM_B,60,1,382.53097284369602,0.60493883333331955
DEFORM_B,61,1,382.52847099908035,0.60493883333331955
DEFORM_B,62,1,382.53616781336194,0.60493883333331955
DEFORM_B,63,1,382.55290104782392,0.60493883333331955
DEFORM_B,64,1,382.55691032981531,0.60493883333331955
DEFORM_B,65,1,382.49842836881385,0.60493883333331955
DEFORM_B,66,1,382.48841267913457,0.60493883333331955
DEFORM_B,67,1,382.50924720060453,0.60493883333331955
DEFORM_B,68,1,382.53097284369602,0.60493883333331955
DEFORM_B,69,1,382.52847099908035,0.60493883333331955
DEFORM_B,70,1,382.53616781336194,0.60493883333331955
DEFORM_B,71,1,382.55290104782392,0.60493883333331955
DEFORM_B,72,1,382.55691032981531,0.60493883333331955
DEFORM_B,73,1,300.47394507035142,1.4828454999999887
DEFORM_B,74,1,300.46410407482904,1.4828454999999887
DEFORM_B,75,1,300.44352698915901,1.4828454999999887
DEFORM_B,76,1,300.49104995292225,1.4828454999999887
DEFORM_B,77,1,300.52729358920328,1.4828454999999887
DEFORM_B,78,1,300.53938900904905,1.4828454999999887
DEFORM_B,79,1,300.51760218719824,1.4828454999999887
DEFORM_B,80,1,300.54308912730392,1.4828454999999887
DEFORM_B,81,1,383.16226671151293,1.4828454999999887
DEFORM_B,82,1,383.15242571599049,1.4828454999999887
DEFORM_B,83,1,383.13184863032046,1.4828454999999887
DEFORM_B,84,1,383.1793715940837,1.4828454999999887
DEFORM_B,85,1,383.21561523036991,1.4828454999999983
DEFORM_B,86,1,383.22771065021777,1.4828454999999894
DEFORM_B,87,1,383.20592382836696,1.4828454999999894
DEFORM_B,88,1,383.23141076847264,1.4828454999999894
DEFORM_B,89,1,383.1622667115202,1.4828454999999894
DEFORM_B,90,1,383.15242571599777,1.4828454999999894
DEFORM_B,91,1,383.13184863032774,1.4828454999999894
DEFORM_B,92,1,383.17937159409098,1.4828454999999894
DEFORM_B,93,1,383.21561523037201,1.4828454999999894
DEFORM_B,94,1,383.22771065021777,1.4828454999999894
DEFORM_B,95,1,383.20592382836696,1.4828454999999894
DEFORM_B,96,1,383.23141076847264,1.4828454999999894
DEFORM_B,97,1,304,2.5586649156493388
DEFORM_B,97,2,300,3.7781939784182312
DEFORM_B,97,3,300,2.5586649156493388
DEFORM_B,97,4,300,3.7781939784182312
DEFORM_B,98,1,300,2.5586649156494117
DEFORM_B,98,2,304,3.7781939784182579
DEFORM_B,98,3,300,2.5586649156494112
DEFORM_B,98,4,300,3.7781939784182579
DEFORM_B,99,1,300,2.558664915649266
DEFORM_B,99,2,300,3.7781939784181504
DEFORM_B,99,3,300,2.558664915649266
DEFORM_B,99,4,304,3.7781939784181504
DEFORM_B,100,1,300,2.5586649156493388
DEFORM_B,100,2,300,3.7781939784181775
DEFORM_B,100,3,304,2.5586649156493388
DEFORM_B,100,4,300,3.7781939784181775
DEFORM_B,101,1,314,2.5586649156493388
DEFORM_B,101,2,330,3.7781939784182041
DEFORM_B,101,3,450,2.5586649156493388
DEFORM_B,101,4,390,3.7781939784182041
DEFORM_B,102,1,310,2.5586649156493388
DEFORM_B,102,2,334,3.7781939784182041
DEFORM_B,102,3,450,2.5586649156493388
DEFORM_B,102,4,390,3.7781939784182041
DEFORM_B,103,1,310,2.5586649156493388
DEFORM_B,103,2,330,3.7781939784182041
DEFORM_B,103,3,450,2.5586649156493388
DEFORM_B,103,4,394,3.7781939784182041
DEFORM_B,104,1,310,2.5586649156493388
DEFORM_B,104,2,330,3.7781939784182041
DEFORM_B,104,3,454,2.5586649156493388
DEFORM_B,104,4,390,3.7781939784182041
DEFORM_B,105,1,314,2.5586649156494117
DEFORM_B,105,2,330,3.7781939784182579
DEFORM_B,105,3,450,2.5586649156494112
DEFORM_B,105,4,390,3.7781939784182579
DEFORM_B,106,1,310,2.5586649156493388
DEFORM_B,106,2,334,3.7781939784182579
DEFORM_B,106,3,450,2.5586649156493388
DEFORM_B,106,4,390,3.7781939784182579
DEFORM_B,107,1,310,2.5586649156494117
DEFORM_B,107,2,330,3.7781939784182579
DEFORM_B,107,3,450,2.5586649156494112
DEFORM_B,107,4,394,3.7781939784182579
DEFORM_B,108,1,310,2.5586649156493388
DEFORM_B,108,2,330,3.7781939784182579
DEFORM_B,108,3,454,2.5586649156493388
DEFORM_B,108,4,390,3.7781939784182579
DEFORM_B,109,1,304,2.7556502572983623
DEFORM_B,109,2,300,4.845180273386263
DEFORM_B,109,3,300,2.3822957569469287
DEFORM_B,109,4,300,4.2363440978610711
DEFORM_B,110,1,300,2.7556502572983561
DEFORM_B,110,2,304,4.8451802733864389
DEFORM_B,110,3,300,2.3822957569469287
DEFORM_B,110,4,300,4.2363440978612319
DEFORM_B,111,1,300,2.7556502572983561
DEFORM_B,111,2,300,4.8451802733863127
DEFORM_B,111,3,300,2.3822957569469287
DEFORM_B,111,4,304,4.2363440978611244
DEFORM_B,112,1,300,2.7556502572981931
DEFORM_B,112,2,300,4.8451802733864389
DEFORM_B,112,3,304,2.3822957569468142
DEFORM_B,112,4,300,4.2363440978612852
DEFORM_B,113,1,314,2.7556502572983623
DEFORM_B,113,2,330,4.845180273386327
DEFORM_B,113,3,450,2.3822957569469287
DEFORM_B,113,4,390,4.2363440978611244
DEFORM_B,114,1,310,2.7556502572981931
DEFORM_B,114,2,334,4.8451802733865019
DEFORM_B,114,3,450,2.3822957569468142
DEFORM_B,114,4,390,4.2363440978613394
DEFORM_B,115,1,310,2.7556502572983561
DEFORM_B,115,2,330,4.8451802733863758
DEFORM_B,115,3,450,2.3822957569469287
DEFORM_B,115,4,394,4.2363440978611777
DEFORM_B,116,1,310,2.7556502572983561
DEFORM_B,116,2,330,4.8451802733862488
DEFORM_B,116,3,454,2.3822957569469287
DEFORM_B,116,4,390,4.2363440978610711
DEFORM_B,117,1,314,2.7556502572983561
DEFORM_B,117,2,330,4.8451802733863758
DEFORM_B,117,3,450,2.3822957569469287
DEFORM_B,117,4,390,4.2363440978611777
DEFORM_B,118,1,310,2.7556502572983623
DEFORM_B,118,2,334,4.845180273386263
DEFORM_B,118,3,450,2.3822957569469287
DEFORM_B,118,4,390,4.2363440978610711
DEFORM_B,119,1,310,2.7556502572983561
DEFORM_B,119,2,330,4.8451802733864389
DEFORM_B,119,3,450,2.3822957569469287
DEFORM_B,119,4,394,4.2363440978612319
DEFORM_B,120,1,310,2.7556502572983561
DEFORM_B,120,2,330,4.8451802733863127
DEFORM_B,120,3,454,2.3822957569469287
DEFORM_B,120,4,390,4.2363440978611244
DEFORM_B,121,1,300.84107515777652,12.673717788135086
DEFORM_B,122,1,301.05927040968669,12.673717788135086
DEFORM_B,123,1,301.17704874253758,12.673717788135086
DEFORM_B,124,1,300.92260568999922,12.673717788135086
DEFORM_B,125,1,371.96960120693433,12.673717788135086
DEFORM_B,126,1,372.18779645884445,12.673717788135086
DEFORM_B,127,1,372.30557479169545,12.673717788135086
DEFORM_B,128,1,372.05113173915703,12.673717788135086
DEFORM_B,129,1,371.96960120693433,12.673717788135086
DEFORM_B,130,1,372.18779645884445,12.673717788135086
DEFORM_B,131,1,372.30557479169545,12.673717788135086
DEFORM_B,132,1,372.05113173915703,12.673717788135086
DEFORM_B,133,1,300.84383832376164,14.219470385492819
DEFORM_B,134,1,301.14636559573103,14.219470385492819
DEFORM_B,135,1,301.16383168979058,14.219470385492819
DEFORM_B,136,1,300.84596439071674,14.219470385492819
DEFORM_B,137,1,369.46105377331412,14.219470385492819
DEFORM_B,138,1,369.7635810452835,14.219470385492819
DEFORM_B,139,1,369.78104713934306,14.219470385492819
DEFORM_B,140,1,369.46317984026922,14.219470385492819
DEFORM_B,141,1,369.46105377331412,14.219470385492819
DEFORM_B,142,1,369.7635810452835,14.219470385492819
DEFORM_B,143,1,369.78104713934306,14.219470385492819
DEFORM_B,144,1,369.46317984026922,14.219470385492819
RETURN,1,1,305,0.062500000000000028
RETURN,1,2,300,0.0625
RETURN,1,3,300,0.062500000000000042
RETURN,1,4,300,0.062500000000000056
RETURN,1,5,300,0.062500000000000014
RETURN,1,6,300,0.0625
RETURN,1,7,300,0.062500000000000014
RETURN,1,8,300,0.062500000000000042
RETURN,2,1,300,0.062500000000000042
RETURN,2,2,305,0.062500000000000014
RETURN,2,3,300,0.062500000000000028
RETURN,2,4,300,0.062500000000000028
RETURN,2,5,300,0.062500000000000028
RETURN,2,6,300,0.062500000000000014
RETURN,2,7,300,0.0625
RETURN,2,8,300,0.062500000000000014
RETURN,3,1,300,0.062500000000000056
RETURN,3,2,300,0.062499999999999931
RETURN,3,3,300,0.062500000000000083
RETURN,3,4,305,0.062500000000000069
RETURN,3,5,300,0.062500000000000042
RETURN,3,6,300,0.062499999999999931
RETURN,3,7,300,0.062500000000000056
RETURN,3,8,300,0.062500000000000056
RETURN,4,1,300,0.062500000000000097
RETURN,4,2,300,0.062500000000000028
RETURN,4,3,305,0.062500000000000083
RETURN,4,4,300,0.06250000000000018
RETURN,4,5,300,0.062500000000000083
RETURN,4,6,300,0.062500000000000028
RETURN,4,7,300,0.062500000000000056
RETURN,4,8,300,0.062500000000000167
RETURN,5,1,300,0.062499999999999958
RETURN,5,2,300,0.0625
RETURN,5,3,300,0.062500000000000139
RETURN,5,4,300,0.062499999999999958
RETURN,5,5,305,0.062499999999999944
RETURN,5,6,300,0.0625
RETURN,5,7,300,0.062500000000000111
RETURN,5,8,300,0.062499999999999944
RETURN,6,1,300,0.062500000000000069
RETURN,6,2,300,0.062499999999999771
RETURN,6,3,300,0.062499999999999917
RETURN,6,4,300,0.062499999999999958
RETURN,6,5,300,0.062500000000000056
RETURN,6,6,305,0.062499999999999771
RETURN,6,7,300,0.062499999999999889
RETURN,6,8,300,0.062499999999999944
RETURN,7,1,300,0.062499999999999931
RETURN,7,2,300,0.062500000000000083
RETURN,7,3,300,0.062500000000000028
RETURN,7,4,300,0.062499999999999847
RETURN,7,5,300,0.062499999999999917
RETURN,7,6,300,0.062500000000000083
RETURN,7,7,300,0.0625
RETURN,7,8,305,0.062499999999999833
RETURN,8,1,300,0.062500000000000125
RETURN,8,2,300,0.062500000000000069
RETURN,8,3,300,0.062500000000000028
RETURN,8,4,300,0.062500000000000069
RETURN,8,5,300,0.062500000000000111
RETURN,8,6,300,0.062500000000000069
RETURN,8,7,305,0.0625
RETURN,8,8,300,0.062500000000000056
RETURN,9,1,315,0.062500000000000125
RETURN,9,2,330,0.062500000000000056
RETURN,9,3,370,0.062500000000000028
RETURN,9,4,350,0.062500000000000069
RETURN,9,5,390,0.062500000000000111
RETURN,9,6,410,0.062500000000000056
RETURN,9,7,450,0.0625
RETURN,9,8,430,0.062500000000000056
RETURN,10,1,310,0.062499999999999903
RETURN,10,2,335,0.06249999999999982
RETURN,10,3,370,0.062499999999999806
RETURN,10,4,350,0.062499999999999847
RETURN,10,5,390,0.062499999999999889
RETURN,10,6,410,0.06249999999999982
RETURN,10,7,450,0.062499999999999778
RETURN,10,8,430,0.062499999999999833
RETURN,11,1,310,0.062500000000000069
RETURN,11,2,330,0.062499999999999584
RETURN,11,3,370,0.062500000000000028
RETURN,11,4,355,0.062500000000000069
RETURN,11,5,390,0.062500000000000056
RETURN,11,6,410,0.062499999999999584
RETURN,11,7,450,0.0625
RETURN,11,8,430,0.062500000000000056
RETURN,12,1,310,0.062500000000000291
RETURN,12,2,330,0.062499999999999778
RETURN,12,3,375,0.06250000000000025
RETURN,12,4,350,0.062500000000000291
RETURN,12,5,390,0.062500000000000278
RETURN,12,6,410,0.062499999999999778
RETURN,12,7,450,0.062500000000000222
RETURN,12,8,430,0.062500000000000278
RETURN,13,1,310,0.06250000000000018
RETURN,13,2,330,0.062499999999999931
RETURN,13,3,370,0.062500000000000028
RETURN,13,4,350,0.062500000000000236
RETURN,13,5,395,0.062500000000000167
RETURN,13,6,410,0.062499999999999931
RETURN,13,7,450,0.0625
RETURN,13,8,430,0.062500000000000222
RETURN,14,1,310,0.062499999999999681
RETURN,14,2,330,0.062500000000000139
RETURN,14,3,370,0.06250000000000025
RETURN,14,4,350,0.062499999999999792
RETURN,14,5,390,0.062499999999999667
RETURN,14,6,415,0.062500000000000139
RETURN,14,7,450,0.062500000000000222
RETURN,14,8,430,0.062499999999999778
RETURN,15,1,310,0.062500000000000569
RETURN,15,2,330,0.062500000000000333
RETURN,15,3,370,0.062500000000000472
RETURN,15,4,350,0.062500000000000014
RETURN,15,5,390,0.062500000000000555
RETURN,15,6,410,0.062500000000000333
RETURN,15,7,450,0.062500000000000444
RETURN,15,8,435,0.0625
RETURN,16,1,310,0.062500000000000125
RETURN,16,2,330,0.062500000000000111
RETURN,16,3,370,0.06250000000000025
RETURN,16,4,350,0.062500000000000236
RETURN,16,5,390,0.062500000000000111
RETURN,16,6,410,0.062500000000000111
RETURN,16,7,455,0.062500000000000222
RETURN,16,8,430,0.062500000000000222
RETURN,17,1,315,0.062500000000000347
RETURN,17,2,330,0.062500000000000083
RETURN,17,3,370,0.06250000000000025
RETURN,17,4,350,0.06250000000000068
RETURN,17,5,390,0.062500000000000333
RETURN,17,6,410,0.062500000000000083
RETURN,17,7,450,0.062500000000000222
RETURN,17,8,430,0.062500000000000666
RETURN,18,1,310,0.062500000000000347
RETURN,18,2,335,0.062500000000000305
RETURN,18,3,370,0.062500000000000472
RETURN,18,4,350,0.062500000000000458
RETURN,18,5,390,0.062500000000000333
RETURN,18,6,410,0.062500000000000305
RETURN,18,7,450,0.062500000000000444
RETURN,18,8,430,0.062500000000000444
RETURN,19,1,310,0.06250000000000068
RETURN,19,2,330,0.0625000000000005
RETURN,19,3,370,0.062500000000000472
RETURN,19,4,355,0.062500000000000236
RETURN,19,5,390,0.062500000000000666
RETURN,19,6,410,0.0625000000000005
RETURN,19,7,450,0.062500000000000444
RETURN,19,8,430,0.062500000000000222
RETURN,20,1,310,0.062499999999999792
RETURN,20,2,330,0.062499999999999833
RETURN,20,3,375,0.062500000000000028
RETURN,20,4,350,0.062500000000000014
RETURN,20,5,390,0.062499999999999778
RETURN,20,6,410,0.062499999999999833
RETURN,20,7,450,0.0625
RETURN,20,8,430,0.0625
RETURN,21,1,310,0.062500000000000236
RETURN,21,2,330,0.062500000000000028
RETURN,21,3,370,0.062500000000000472
RETURN,21,4,350,0.062499999999999792
RETURN,21,5,395,0.062500000000000222
RETURN,21,6,410,0.062500000000000028
RETURN,21,7,450,0.062500000000000444
RETURN,21,8,430,0.062499999999999778
RETURN,22,1,310,0.062500000000000236
RETURN,22,2,330,0.062499999999999334
RETURN,22,3,370,0.062500000000000472
RETURN,22,4,350,0.062500000000000458
RETURN,22,5,390,0.062500000000000222
RETURN,22,6,415,0.062499999999999334
RETURN,22,7,450,0.062500000000000444
RETURN,22,8,430,0.062500000000000444
RETURN,23,1,310,0.062500000000000236
RETURN,23,2,330,0.062500000000000444
RETURN,23,3,370,0.062500000000000472
RETURN,23,4,350,0.062500000000000236
RETURN,23,5,390,0.062500000000000222
RETURN,23,6,410,0.062500000000000444
RETURN,23,7,450,0.062500000000000444
RETURN,23,8,435,0.062500000000000222
RETURN,24,1,310,0.062500000000000236
RETURN,24,2,330,0.062499999999999306
RETURN,24,3,370,0.062500000000000028
RETURN,24,4,350,0.062500000000000458
RETURN,24,5,390,0.062500000000000222
RETURN,24,6,410,0.062499999999999306
RETURN,24,7,455,0.0625
RETURN,24,8,430,0.062500000000000444
RETURN,25,1,305,0.15233523564835968
RETURN,25,2,300,0.15730243156300525
RETURN,25,3,300,0.157782507199446
RETURN,25,4,300,0.13523398686603086
RETURN,25,5,300,0.17779552702285648
RETURN,25,6,300,0.18759422891166269
RETURN,25,7,300,0.18090763788143707
RETURN,25,8,300,0.16325677824052715
RETURN,26,1,300,0.15233523564835968
RETURN,26,2,305,0.15730243156300572
RETURN,26,3,300,0.15778250719944703
RETURN,26,4,300,0.13523398686603558
RETURN,26,5,300,0.17779552702285656
RETURN,26,6,300,0.18759422891166339
RETURN,26,7,300,0.18090763788143824
RETURN,26,8,300,0.16325677824053256
RETURN,27,1,300,0.15233523564835941
RETURN,27,2,300,0.15730243156300622
RETURN,27,3,300,0.15778250719944811
RETURN,27,4,305,0.13523398686603497
RETURN,27,5,300,0.17779552702285628
RETURN,27,6,300,0.18759422891166402
RETURN,27,7,300,0.18090763788143929
RETURN,27,8,300,0.16325677824053186
RETURN,28,1,300,0.15233523564836049
RETURN,28,2,300,0.15730243156300885
RETURN,28,3,305,0.15778250719944698
RETURN,28,4,300,0.13523398686603649
RETURN,28,5,300,0.17779552702285747
RETURN,28,6,300,0.1875942289116671
RETURN,28,7,300,0.18090763788143824
RETURN,28,8,300,0.16325677824053381
RETURN,29,1,300,0.15233523564835838
RETURN,29,2,300,0.15730243156300511
RETURN,29,3,300,0.15778250719944706
RETURN,29,4,300,0.13523398686603397
RETURN,29,5,305,0.17779552702285506
RETURN,29,6,300,0.18759422891166264
RETURN,29,7,300,0.18090763788143815
RETURN,29,8,300,0.16325677824053073
RETURN,30,1,300,0.15233523564836043
RETURN,30,2,300,0.15730243156300869
RETURN,30,3,300,0.15778250719944706
RETURN,30,4,300,0.13523398686603558
RETURN,30,5,300,0.17779552702285745
RETURN,30,6,305,0.18759422891166694
RETURN,30,7,300,0.18090763788143815
RETURN,30,8,300,0.16325677824053267
RETURN,31,1,300,0.15233523564835832
RETURN,31,2,300,0.15730243156300702
RETURN,31,3,300,0.1577825071994492
RETURN,31,4,300,0.13523398686603508
RETURN,31,5,300,0.17779552702285506
RETURN,31,6,300,0.18759422891166488
RETURN,31,7,300,0.18090763788144054
