step,id,x,y,z,ux,uy,uz,rf_x,rf_y,rf_z
16,5,1,0,1.25,-0.012,-0.03999999999999999,0.04799999999999999,1831560.32669956,-304159.1441193832,167495.3454547982
16,6,1,1,1.25,0.012,0.03999999999999999,0.04799999999999999,1917178.314593739,309185.3249536377,167495.3454547982
16,7,0,1,1.25,0.012,0.03999999999999999,0.04799999999999999,48312.48346805869,262384.1927823247,167495.3454547982
16,8,1,0,0,-0.07600000000000001,-0.03999999999999999,-0.016,-1869500.194679092,-192981.7428961303,-167495.3454547982
16,9,2,0,0,-0.07600000000000001,-0.03999999999999999,-0.016,-32208.32231203912,-174922.7951882164,-167495.3454547982
16,10,2,1,0,-0.052,0.03999999999999999,-0.016,31416.92090467353,233828.0378688954,-167495.3454547982
16,11,1,1,0,-0.052,0.03999999999999999,-0.016,-1805925.533196923,215770.214199527,-167495.3454547982
16,12,1,0,1,-0.07600000000000001,-0.03999999999999999,0.04799999999999999,-1869500.19467909,-192981.7428961303,167495.3454547982
16,13,2,0,1,-0.07600000000000001,-0.03999999999999999,0.04799999999999999,-32208.32231203911,-174922.7951882164,167495.3454547982
16,14,2,1,1,-0.052,0.03999999999999999,0.04799999999999999,31416.92090467352,233828.0378688954,167495.3454547982
16,15,1,1,1,-0.052,0.03999999999999999,0.04799999999999999,-1805925.533196921,215770.214199527,167495.3454547981
17,0,0,0,-0.25,-0.01275,-0.0425,-0.051,-50216.87309459016,-373042.4272091181,-178449.0232666894
17,1,1,0,-0.25,-0.01275,-0.0425,-0.051,1881606.874783135,-324687.2192847518,-178449.0232666894
17,2,1,1,-0.25,0.01275,0.0425,-0.051,1972118.947917609,327873.3001049826,-178449.0232666894
17,3,0,1,-0.25,0.01275,0.0425,-0.051,51555.02740983905,279253.4602931196,-178449.0232666895
17,4,0,0,1.25,-0.01275,-0.0425,0.051,-50216.87309459018,-373042.4272091181,178449.0232666894
17,5,1,0,1.25,-0.01275,-0.0425,0.051,1965442.977684361,-326657.5608736746,178449.0232666894
17,6,1,1,1.25,0.01275,0.0425,0.051,2055466.741978811,325914.4348989358,178449.0232666894
17,7,0,1,1.25,0.01275,0.0425,0.051,51555.02740983903,279253.4602931196,178449.0232666894
17,8,1,0,0,-0.08075000000000002,-0.0425,-0.017,-2002759.606978857,-202412.2942051389,-178449.0232666894
17,9,2,0,0,-0.08075000000000002,-0.0425,-0.017,-34370.018273226,-186168.9735287463,-178449.0232666894
17,10,2,1,0,-0.05525000000000001,0.0425,-0.017,33477.91539639347,248694.9514727453,-178449.0232666894
17,11,1,1,0,-0.05525000000000001,0.0425,-0.017,-1935004.215641518,232453.8057543924,-178449.0232666894
17,12,1,0,1,-0.08075000000000002,-0.0425,0.051,-2002759.606978856,-202412.294205139,178449.0232666894
17,13,2,0,1,-0.08075000000000002,-0.0425,0.051,-34370.01827322597,-186168.9735287463,178449.0232666894
17,14,2,1,1,-0.05525000000000001,0.0425,0.051,33477.91539639347,248694.9514727453,178449.0232666894
17,15,1,1,1,-0.05525000000000001,0.0425,0.051,-1935004.215641517,232453.8057543924,178449.0232666894
18,0,0,0,-0.25,-0.0135,-0.045,-0.05399999999999999,-53325.00131657506,-395386.4754558482,-189458.2848838794
18,1,1,0,-0.25,-0.0135,-0.045,-0.05399999999999999,2007284.138946383,-347256.5049452399,-189458.2848838794
18,2,1,1,-0.25,0.0135,0.045,-0.05399999999999999,2102135.560134356,344636.1221640316,-189458.2848838794
18,3,0,1,-0.25,0.0135,0.045,-0.05399999999999999,54823.53971178614,296176.773455542,-189458.2848838794
18,4,0,0,1.25,-0.0135,-0.045,0.05399999999999999,-53325.00131657506,-395386.4754558481,189458.2848838794
18,5,1,0,1.25,-0.0135,-0.045,0.05399999999999999,2101731.818884924,-349596.0346317908,189458.2848838794
18,6,1,1,1.25,0.0135,0.045,0.05399999999999999,2195974.211683261,342311.6785018109,189458.2848838794
18,7,0,1,1.25,0.0135,0.045,0.05399999999999999,54823.53971178611,296176.7734555419,189458.2848838794
18,8,1,0,0,-0.08550000000000002,-0.045,-0.018,-2138005.308235193,-211511.8154733311,-189458.2848838794
18,9,2,0,0,-0.08550000000000002,-0.045,-0.018,-36549.02647452402,-197451.1823036945,-189458.2848838794
18,10,2,1,0,-0.0585,0.045,-0.018,35550.00087771677,263590.9836372319,-189458.2848838794
18,11,1,1,0,-0.0585,0.045,-0.018,-2066057.069387673,249534.0855956939,-189458.2848838794
18,12,1,0,1,-0.08550000000000002,-0.045,0.05399999999999999,-2138005.308235193,-211511.8154733311,189458.2848838794
18,13,2,0,1,-0.08550000000000002,-0.045,0.05399999999999999,-36549.02647452402,-197451.1823036945,189458.2848838793
18,14,2,1,1,-0.0585,0.045,0.05399999999999999,35550.0008777168,263590.9836372319,189458.2848838794
18,15,1,1,1,-0.0585,0.045,0.05399999999999999,-2066057.069387673,249534.0855956939,189458.2848838794
19,0,0,0,-0.25,-0.01425,-0.0475,-0.057,-56449.67751331524,-417774.0563155735,-200522.8903114386
19,1,1,0,-0.25,-0.01425,-0.0475,-0.057,2134701.17906731,-370227.2979778421,-200522.8903114386
19,2,1,1,-0.25,0.01425,0.0475,-0.057,2233713.47592,361105.5464940295,-200522.8903114386
19,3,0,1,-0.25,0.01425,0.0475,-0.057,58117.97638489343,313153.9226989488,-200522.8903114387
19,4,0,0,1.25,-0.01425,-0.0475,0.057,-56449.67751331525,-417774.0563155734,200522.8903114386
19,5,1,0,1.25,-0.01425,-0.0475,0.057,2240446.265243939,-372979.567344083,200522.8903114386
19,6,1,1,1.25,0.01425,0.0475,0.057,2338708.4306655,358372.8010965441,200522.8903114386
19,7,0,1,1.25,0.01425,0.0475,0.057,58117.97638489342,313153.9226989489,200522.8903114386
19,8,1,0,0,-0.09025000000000001,-0.0475,-0.019,-2275245.528510595,-220276.8104297439,-200522.8903114387
19,9,2,0,0,-0.09025000000000001,-0.0475,-0.019,-38745.31758992899,-208769.2817992992,-200522.8903114387
19,10,2,1,0,-0.06175,0.0475,-0.019,37633.11834221017,278516.0375437156,-200522.8903114387
19,11,1,1,0,-0.06175,0.0475,-0.019,-2199095.246561639,267014.4471676277,-200522.8903114387
19,12,1,0,1,-0.09025000000000001,-0.0475,0.057,-2275245.528510594,-220276.8104297439,200522.8903114386
19,13,2,0,1,-0.09025000000000001,-0.0475,0.057,-38745.31758992894,-208769.2817992992,200522.8903114387
19,14,2,1,1,-0.06175,0.0475,0.057,37633.11834221017,278516.0375437156,200522.8903114387
19,15,1,1,1,-0.06175,0.0475,0.057,-2199095.246561639,267014.4471676278,200522.8903114387
20,0,0,0,-0.25,-0.015,-0.05,-0.06,-59590.81407842424,-440205.0258656972,-211642.6015802169
20,1,1,0,-0.25,-0.015,-0.05,-0.06,2263868.418695637,-393602.1549730452,-211642.6015802169
20,2,1,1,-0.25,0.015,0.05,-0.06,2366853.653698797,377279.6756942323,-211642.6015802169
20,3,0,1,-0.25,0.015,0.05,-0.06,61438.29358857292,330184.6991834758,-211642.6015802169
20,4,0,0,1.25,-0.015,-0.05,0.06,-59590.81407842426,-440205.0258656972,211642.6015802169
20,5,1,0,1.25,-0.015,-0.05,0.06,2381605.467418888,-396813.1653927703,211642.6015802169
20,6,1,1,1.25,0.015,0.05,0.06,2483677.088616284,374093.5820146644,211642.6015802169
20,7,0,1,1.25,0.015,0.05,0.06,61438.29358857288,330184.6991834757,211642.6015802169
20,8,1,0,0,-0.095,-0.05,-0.02,-2414488.258646085,-228703.8068094216,-211642.601580217
20,9,2,0,0,-0.095,-0.05,-0.02,-40958.86239238198,-220123.1327889838,-211642.601580217
20,10,2,1,0,-0.065,0.05,-0.02,39727.20938561612,293470.0172437982,-211642.6015802169
20,11,1,1,0,-0.065,0.05,-0.02,-2334129.882072101,284898.2803652883,-211642.6015802169
20,12,1,0,1,-0.095,-0.05,0.06,-2414488.258646085,-228703.8068094215,211642.601580217
20,13,2,0,1,-0.095,-0.05,0.06,-40958.86239238198,-220123.1327889839,211642.601580217
20,14,2,1,1,-0.065,0.05,0.06,39727.20938561614,293470.0172437983,211642.6015802169
20,15,1,1,1,-0.065,0.05,0.06,-2334129.8820721,284898.2803652882,211642.601580217
