stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ivol_m3
2,0.002,1,3,0.2138607637900472,0.7886751345948151,0.2113248654051851,600,3211528789.40369,1376369481.17301,1376369481.17301,5.146819707686696e-18,1.92081926464838e-17,-2.652698415037957e-33,0.01192853550349942,8.673617376401789e-19,8.673617376401789e-19,6.690865619992706e-29,2.497065044042895e-28,-3.448507939549345e-44,0.01192853550349942,8.673617376401789e-19,8.673617376401789e-19,6.690865619992706e-29,2.497065044042895e-28,-3.448507939549345e-44,0.01192857086527381,0,0,0,0,0,0.1265000000000001
2,0.002,1,4,0.7981392362099529,0.7886751345948151,0.211324865405185,600,3211528789.40369,1376369481.17301,1376369481.17301,1.379086184263219e-18,1.995617159316144e-07,-2.269585864660396e-33,0.01192853550349942,8.673617376401789e-19,8.673617376401789e-19,1.792812039542184e-29,2.594302307110987e-18,-2.950461624058516e-44,0.01192853550349942,8.673617376401789e-19,8.673617376401789e-19,1.792812039542184e-29,2.594302307110987e-18,-2.950461624058516e-44,0.01192857086527381,0,0,0,0,0,0.1265
2,0.002,1,5,0.2138607637900473,0.211324865405185,0.7886751345948151,600,3211528789.40369,1376369481.17301,1376369481.17301,1.92081926464838e-17,-8.315071491789327e-09,1.958939826886774e-34,0.01192853550349942,-2.891205796776924e-19,-2.891205796776924e-19,2.497065044042895e-28,-1.080959293932613e-19,2.546621774952804e-45,0.01192853550349942,-2.891205796776924e-19,-2.891205796776924e-19,2.497065044042895e-28,-1.080959293932613e-19,2.546621774952804e-45,0.01192857086527381,0,0,0,0,0,0.1265
2,0.002,1,6,0.7981392362099529,0.211324865405185,0.788675134594815,600,3211528789.40369,1376369481.17301,1376369481.17301,5.146819707686701e-18,3.326028598912368e-08,8.946224299543469e-34,0.01192853550349942,-2.891205796776924e-19,-2.891205796776924e-19,6.690865619992712e-29,4.323837178586078e-19,1.163009158940651e-44,0.01192853550349942,-2.891205796776924e-19,-2.891205796776924e-19,6.690865619992712e-29,4.323837178586078e-19,1.163009158940651e-44,0.01192857086527381,0,0,0,0,0,0.1265
2,0.002,1,7,0.2138607637900473,0.7886751345948151,0.7886751345948151,600,3211528789.403691,1376369481.17301,1376369481.17301,-3.326028596853641e-08,-3.326028596853641e-08,-3.606094994039379e-27,0.01192853550349942,-5.782411590071603e-19,-5.782411590071603e-19,-4.323837175909733e-19,-4.323837175909733e-19,-4.687923492251193e-38,0.01192853550349942,-5.782411590071603e-19,-5.782411590071603e-19,-4.323837175909733e-19,-4.323837175909733e-19,-4.687923492251193e-38,0.01192857086527381,0,0,0,0,0,0.1265
2,0.002,1,8,0.7981392362099529,0.7886751345948151,0.7886751345948151,600,3211528789.403691,1376369481.17301,1376369481.17301,-3.336006684056101e-08,6.652057198063601e-08,7.233811521608865e-27,0.01192853550349942,-5.782411590071603e-19,-5.782411590071603e-19,-4.336808689272931e-19,8.647674357482681e-19,9.403954978091524e-38,0.01192853550349942,-5.782411590071603e-19,-5.782411590071603e-19,-4.336808689272931e-19,8.647674357482681e-19,9.403954978091524e-38,0.01192857086527381,0,0,0,0,0,0.1265
3,0.003,1,1,0.2151287129824783,0.211324865405185,0.211324865405185,600,4803040725.743215,2058446025.31852,2058446025.31852,5.116670044653794e-18,-1.243533775481194e-08,5.135564651241853e-33,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,6.651671058049933e-29,-1.616593908125552e-19,6.676234046614409e-44,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,6.651671058049933e-29,-1.616593908125552e-19,6.676234046614409e-44,0.01783991812833102,0,0,0,0,0,0.1272500000000001
3,0.003,1,2,0.8028712870175216,0.2113248654051851,0.2113248654051851,600,4803040725.743215,2058446025.31852,2058446025.31852,1.371007606401484e-18,4.974135104108544e-08,6.510182539722253e-33,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,1.782309888321929e-29,6.466375635341108e-19,8.463237301638929e-44,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,1.782309888321929e-29,6.466375635341108e-19,8.463237301638929e-44,0.01783991812833102,0,0,0,0,0,0.12725
3,0.003,1,3,0.2151287129824783,0.7886751345948151,0.2113248654051851,600,4803040725.743214,2058446025.318521,2058446025.318521,5.116670044653793e-18,1.909567257221392e-17,1.488879618345134e-33,0.01783986555276051,8.673617376381205e-19,8.673617376381205e-19,6.651671058049931e-29,2.48243743438781e-28,1.935543503848673e-44,0.01783986555276051,8.673617376381205e-19,8.673617376381205e-19,6.651671058049931e-29,2.48243743438781e-28,1.935543503848673e-44,0.01783991812833102,0,0,0,0,0,0.1272500000000001
3,0.003,1,4,0.8028712870175216,0.7886751345948151,0.211324865405185,600,4803040725.743214,2058446025.318521,2058446025.318521,1.371007606401482e-18,2.984481062434033e-07,1.712785807560902e-33,0.01783986555276051,8.673617376381205e-19,8.673617376381205e-19,1.782309888321927e-29,3.879825381164244e-18,2.226621549829173e-44,0.01783986555276051,8.673617376381205e-19,8.673617376381205e-19,1.782309888321927e-29,3.879825381164244e-18,2.226621549829173e-44,0.01783991812833102,0,0,0,0,0,0.12725
3,0.003,1,5,0.2151287129824783,0.211324865405185,0.7886751345948151,600,4803040725.743214,2058446025.31852,2058446025.31852,1.909567257221392e-17,-1.243533775481194e-08,1.309699711548238e-33,0.01783986555276051,-2.891205796797508e-19,-2.891205796797508e-19,2.48243743438781e-28,-1.616593908125552e-19,1.70260962501271e-44,0.01783986555276051,-2.891205796797508e-19,-2.891205796797508e-19,2.48243743438781e-28,-1.616593908125552e-19,1.70260962501271e-44,0.01783991812833102,0,0,0,0,0,0.12725
3,0.003,1,6,0.8028712870175218,0.211324865405185,0.788675134594815,600,4803040725.743214,2058446025.31852,2058446025.31852,5.116670044653799e-18,4.974135104108544e-08,7.105174828335433e-33,0.01783986555276051,-2.891205796797508e-19,-2.891205796797508e-19,6.651671058049938e-29,6.466375635341108e-19,9.236727276836062e-44,0.01783986555276051,-2.891205796797508e-19,-2.891205796797508e-19,6.651671058049938e-29,6.466375635341108e-19,9.236727276836062e-44,0.01783991812833102,0,0,0,0,0,0.12725
3,0.003,1,7,0.2151287129824783,0.7886751345948151,0.7886751345948151,600,4803040725.743215,2058446025.31852,2058446025.31852,-4.974135102061877e-08,-4.974135102061877e-08,-1.079669589590964e-26,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,-6.46637563268044e-19,-6.46637563268044e-19,-1.403570466468253e-37,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,-6.46637563268044e-19,-6.46637563268044e-19,-1.403570466468253e-37,0.01783991812833102,0,0,0,0,0,0.12725
3,0.003,1,8,0.8028712870175216,0.7886751345948151,0.7886751345948151,600,4803040725.743215,2058446025.31852,2058446025.31852,-3.336006684059116e-08,9.948270208454554e-08,1.446762713764987e-26,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,-4.336808689276851e-19,1.293275127099092e-18,1.880791527894484e-37,0.01783986555276051,-8.673617383386865e-19,-8.673617383386865e-19,-4.336808689276851e-19,1.293275127099092e-18,1.880791527894484e-37,0.01783991812833102,0,0,0,0,0,0.12725
4,0.004,1,1,0.2163966621749094,0.211324865405185,0.211324865405185,600,6385199996.443134,2736514284.189914,2736514284.189914,5.087054030390201e-18,-1.653095372213522e-08,9.452795468281102e-34,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,6.613170239507262e-29,-2.149023983877578e-19,1.228863410876543e-44,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,6.613170239507262e-29,-2.149023983877578e-19,1.228863410876543e-44,0.02371652661731606,0,0,0,0,0,0.1280000000000001
4,0.004,1,2,0.8076033378250905,0.2113248654051851,0.2113248654051851,600,6385199996.443134,2736514284.189914,2736514284.189914,1.363072019296525e-18,6.612381491025216e-08,2.463618750445722e-33,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,1.771993625085482e-29,8.59609593833278e-19,3.202704375579439e-44,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,1.771993625085482e-29,8.59609593833278e-19,3.202704375579439e-44,0.02371652661731606,0,0,0,0,0,0.128
4,0.004,1,3,0.2163966621749094,0.7886751345948151,0.2113248654051851,600,6385199996.443132,2736514284.189914,2736514284.189914,5.087054030390201e-18,1.898514410226451e-17,-8.606532635456282e-34,0.02371645712964592,1.156482316965542e-18,1.156482316965542e-18,6.613170239507262e-29,2.468068733294386e-28,-1.118849242609317e-44,0.02371645712964592,1.156482316965542e-18,1.156482316965542e-18,6.613170239507262e-29,2.468068733294386e-28,-1.118849242609317e-44,0.02371652661731606,0,0,0,0,0,0.1280000000000001
4,0.004,1,4,0.8076033378250905,0.7886751345948151,0.211324865405185,600,6385199996.443132,2736514284.189914,2736514284.189914,1.363072019296525e-18,3.967428894584216e-07,-8.418390354183131e-34,0.02371645712964592,1.156482316965542e-18,1.156482316965542e-18,1.771993625085482e-29,5.157657562959481e-18,-1.094390746043807e-44,0.02371645712964592,1.156482316965542e-18,1.156482316965542e-18,1.771993625085482e-29,5.157657562959481e-18,-1.094390746043807e-44,0.02371652661731606,0,0,0,0,0,0.128
4,0.004,1,5,0.2163966621749094,0.211324865405185,0.7886751345948151,600,6385199996.443132,2736514284.189914,2736514284.189914,1.898514410226451e-17,-1.653095372213522e-08,-1.870926242060241e-34,0.02371645712964592,-3.523291906919634e-28,-3.523291906919634e-28,2.468068733294386e-28,-2.149023983877578e-19,-2.432204114678312e-45,0.02371645712964592,-3.523291906919634e-28,-3.523291906919634e-28,2.468068733294386e-28,-2.149023983877578e-19,-2.432204114678312e-45,0.02371652661731606,0,0,0,0,0,0.128
4,0.004,1,6,0.8076033378250906,0.211324865405185,0.788675134594815,600,6385199996.443132,2736514284.189914,2736514284.189914,5.087054030390206e-18,6.612381491025216e-08,4.839309535080008e-33,0.02371645712964592,-3.523291906919634e-28,-3.523291906919634e-28,6.613170239507268e-29,8.59609593833278e-19,6.29110239560401e-44,0.02371645712964592,-3.523291906919634e-28,-3.523291906919634e-28,6.613170239507268e-29,8.59609593833278e-19,6.29110239560401e-44,0.02371652661731606,0,0,0,0,0,0.128
4,0.004,1,7,0.2163966621749095,0.7886751345948151,0.7886751345948151,600,6385199996.443134,2736514284.189914,2736514284.189914,-6.612381488990394e-08,-6.612381488990394e-08,-2.155036917125871e-26,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,-8.596095935687512e-19,-8.596095935687512e-19,-2.801547992263632e-37,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,-8.596095935687512e-19,-8.596095935687512e-19,-2.801547992263632e-37,0.02371652661731606,0,0,0,0,0,0.128
4,0.004,1,8,0.8076033378250906,0.7886751345948151,0.7886751345948151,600,6385199996.443134,2736514284.189914,2736514284.189914,-3.336006684062078e-08,1.322476298228652e-07,2.170143776999925e-26,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,-4.336808689280702e-19,1.719219187697248e-18,2.821186910099903e-37,0.02371645712964593,-1.156482317670201e-18,-1.156482317670201e-18,-4.336808689280702e-19,1.719219187697248e-18,2.821186910099903e-37,0.02371652661731606,0,0,0,0,0,0.128
5,0.005,1,1,0.2176646113673406,0.211324865405185,0.211324865405185,600,7958115882.893588,3410621092.66868,3410621092.66868,5.057960204690638e-18,-2.060206425347925e-08,7.640319772418881e-33,0.0295587161364619,-1.156482317672235e-18,-1.156482317672235e-18,6.57534826609783e-29,-2.678268352952302e-19,9.932415704144546e-44,0.0295587161364619,-1.156482317672235e-18,-1.156482317672235e-18,6.57534826609783e-29,-2.678268352952302e-19,9.932415704144546e-44,0.02955880224154443,0,0,0,0,0,0.1287500000000001
5,0.005,1,2,0.8123353886326594,0.2113248654051851,0.2113248654051851,600,7958115882.893588,3410621092.66868,3410621092.66868,1.355276352195598e-18,8.24082570355041e-08,3.219282894024792e-33,0.0295587161364619,-1.156482317672235e-18,-1.156482317672235e-18,1.761859257854278e-29,1.071307341461553e-18,4.18506776223223e-44,0.0295587161364619,-1.156482317672235e-18,-1.156482317672235e-18,1.761859257854278e-29,1.071307341461553e-18,4.18506776223223e-44,0.02955880224154443,0,0,0,0,0,0.12875
5,0.005,1,3,0.2176646113673406,0.7886751345948151,0.2113248654051851,600,7958115882.893586,3410621092.66868,3410621092.66868,5.057960204690635e-18,1.887656446656717e-17,4.744540593753647e-33,0.0295587161364619,5.782411583045723e-19,5.782411583045723e-19,6.575348266097826e-29,2.453953380653733e-28,6.167902771879741e-44,0.0295587161364619,5.782411583045723e-19,5.782411583045723e-19,6.575348266097826e-29,2.453953380653733e-28,6.167902771879741e-44,0.02955880224154443,0,0,0,0,0,0.1287500000000001
5,0.005,1,4,0.8123353886326594,0.7886751345948151,0.211324865405185,600,7958115882.893586,3410621092.66868,3410621092.66868,1.355276352195594e-18,4.944495422099509e-07,5.733304038043259e-34,0.0295587161364619,5.782411583045723e-19,5.782411583045723e-19,1.761859257854273e-29,6.427844048729362e-18,7.453295249456237e-45,0.0295587161364619,5.782411583045723e-19,5.782411583045723e-19,1.761859257854273e-29,6.427844048729362e-18,7.453295249456237e-45,0.02955880224154443,0,0,0,0,0,0.12875
5,0.005,1,5,0.2176646113673406,0.211324865405185,0.7886751345948151,600,7958115882.893586,3410621092.66868,3410621092.66868,1.887656446656717e-17,-2.060206425347925e-08,4.669111379457377e-33,0.0295587161364619,-2.891205796838312e-19,-2.891205796838312e-19,2.453953380653733e-28,-2.678268352952302e-19,6.06984479329459e-44,0.0295587161364619,-2.891205796838312e-19,-2.891205796838312e-19,2.453953380653733e-28,-2.678268352952302e-19,6.06984479329459e-44,0.02955880224154443,0,0,0,0,0,0.12875
5,0.005,1,6,0.8123353886326594,0.211324865405185,0.788675134594815,600,7958115882.893586,3410621092.66868,3410621092.66868,5.05796020469064e-18,8.24082570355041e-08,2.424394106460879e-33,0.0295587161364619,-2.891205796838312e-19,-2.891205796838312e-19,6.575348266097833e-29,1.071307341461553e-18,3.151712338399143e-44,0.0295587161364619,-2.891205796838312e-19,-2.891205796838312e-19,6.575348266097833e-29,1.071307341461553e-18,3.151712338399143e-44,0.02955880224154443,0,0,0,0,0,0.12875
5,0.005,1,7,0.2176646113673406,0.7886751345948151,0.7886751345948151,600,7958115882.893588,3410621092.66868,3410621092.66868,-8.240825701527225e-08,-8.240825701527225e-08,-3.584579204879593e-26,0.0295587161364619,-1.445602897001703e-18,-1.445602897001703e-18,-1.071307341198539e-18,-1.071307341198539e-18,-4.659952966343471e-37,0.0295587161364619,-1.445602897001703e-18,-1.445602897001703e-18,-1.071307341198539e-18,-1.071307341198539e-18,-4.659952966343471e-37,0.02955880224154443,0,0,0,0,0,0.12875
5,0.005,1,8,0.8123353886326594,0.7886751345948151,0.7886751345948151,600,7958115882.893588,3410621092.66868,3410621092.66868,-3.336006684064987e-08,1.648165140733556e-07,2.893524740696772e-26,0.0295587161364619,-1.445602897001703e-18,-1.445602897001703e-18,-4.336808689284484e-19,2.142614682953623e-18,3.761582162905803e-37,0.0295587161364619,-1.445602897001703e-18,-1.445602897001703e-18,-4.336808689284484e-19,2.142614682953623e-18,3.761582162905803e-37,0.02955880224154443,0,0,0,0,0,0.12875
6,0.006,1,1,0.2193552102905821,0.211324865405185,0.211324865405185,600,7958043123.559025,3410693852.00325,3410621092.668682,597194854.5020105,-2.060189943762449e-08,8.240792738220748e-11,0.02955824320078723,4.729356746898299e-07,-5.963111948670274e-19,0.007763533108526136,-2.678246926891183e-19,1.071303055968697e-21,0.02955824320078723,4.729356746898299e-07,-5.963111948670274e-19,0.007763533108526136,-2.678246926891183e-19,1.071303055968697e-21,0.02957418077729401,-1.53785357487362e-05,-7.771561172376099e-16,0.007765778968057923,2.10491860705272e-19,-8.336720934257163e-22,0.1287500000000001
6,0.006,1,2,0.8140259875559008,0.2113248654051851,0.2113248654051851,600,7958043123.559025,3410693852.00325,3410621092.668682,597194854.5020108,7.431409828898183e-08,-3.306177824727653e-10,0.02955824320078723,4.729356746898305e-07,-5.963111948670274e-19,0.007763533108526142,9.660832777567638e-19,-4.298031172145949e-21,0.02955824320078723,4.729356746898305e-07,-5.963111948670274e-19,0.007763533108526142,9.660832777567638e-19,-4.298031172145949e-21,0.02957418077729401,-1.537853574873533e-05,-7.771561172376099e-16,0.007765778968057928,2.210164537405355e-18,-8.753556980969997e-21,0.12875
6,0.006,1,3,0.2239740124440991,0.7886751345948151,0.2113248654051851,600,7958043123.559023,3410693852.00325,3410621092.668682,597194854.5020106,6.474799588370086e-08,7.888582785190316e-12,0.02955824320078722,4.729356746902092e-07,-2.168404344971008e-19,0.007763533108526136,8.417239464881113e-19,1.025515762074741e-22,0.02955824320078722,4.729356746902092e-07,-2.168404344971008e-19,0.007763533108526136,8.417239464881113e-19,1.025515762074741e-22,0.02957418077729401,-1.53785357487362e-05,-7.771561172376099e-16,0.007765778968057923,8.419674428210878e-19,-3.334688373702865e-21,0.1287500000000001
6,0.006,1,4,0.8186447897094179,0.7886751345948151,0.211324865405185,600,7958043123.559023,3410693852.00325,3410621092.668682,597194854.5020108,4.944455866294356e-07,-1.977790257678775e-09,0.02955824320078722,4.729356746902098e-07,-2.168404344971008e-19,0.007763533108526142,6.427792626182664e-18,-2.571127334982407e-20,0.02955824320078722,4.729356746902098e-07,-2.168404344971008e-19,0.007763533108526142,6.427792626182664e-18,-2.571127334982407e-20,0.02957418077729401,-1.537853574873533e-05,-7.771561172376099e-16,0.007765778968057928,-1.683934885642176e-18,6.669376747405682e-21,0.12875
6,0.006,1,5,0.2193552102905821,0.211324865405185,0.7886751345948151,600,7958043123.559023,3410693852.00325,3410621092.668682,597194854.5020106,-2.060189943762449e-08,8.240792738220749e-11,0.02955824320078722,4.729356746907154e-07,2.891205793294678e-19,0.007763533108526138,-2.678246926891183e-19,1.071303055968697e-21,0.02955824320078722,4.729356746907154e-07,2.891205793294678e-19,0.007763533108526138,-2.678246926891183e-19,1.071303055968697e-21,0.02957418077729401,-1.537853574873598e-05,-7.771561172376099e-16,0.007765778968057925,2.10491860705272e-19,-8.336720934257163e-22,0.12875
6,0.006,1,6,0.8140259875559008,0.211324865405185,0.788675134594815,600,7958043123.559023,3410693852.00325,3410621092.668682,597194854.5020108,8.64543475136364e-08,-3.291386731863847e-10,0.02955824320078722,4.729356746907159e-07,2.891205793294678e-19,0.007763533108526142,1.123906517677273e-18,-4.278802751423002e-21,0.02955824320078722,4.729356746907159e-07,2.891205793294678e-19,0.007763533108526142,1.123906517677273e-18,-4.278802751423002e-21,0.02957418077729401,-1.537853574873533e-05,-7.771561172376099e-16,0.007765778968057928,2.157541572229038e-18,-8.54513895761358e-21,0.12875
6,0.006,1,7,0.2239740124440991,0.7886751345948151,0.7886751345948151,600,7958043123.559025,3410693852.003249,3410621092.668682,597194854.5020106,1.118363898426201e-07,3.532974581163399e-10,0.02955824320078723,4.729356746882623e-07,-2.168404344971008e-18,0.007763533108526137,1.453873067954062e-18,4.592866955512419e-21,0.02955824320078723,4.729356746882623e-07,-2.168404344971008e-18,0.007763533108526137,1.453873067954062e-18,4.592866955512419e-21,0.02957418077729401,-1.537853574873577e-05,-7.771561172376099e-16,0.007765778968057926,1.683934885642176e-18,-6.66937674740573e-21,0.12875
6,0.006,1,8,0.818644789709418,0.7886751345948151,0.7886751345948151,600,7958043123.559025,3410693852.003249,3410621092.668682,597194854.5020108,2.133761924451355e-07,-6.533469820942238e-10,0.02955824320078723,4.729356746882602e-07,-2.168404344971008e-18,0.007763533108526141,2.773890501786761e-18,-8.49351076722491e-21,0.02955824320078723,4.729356746882602e-07,-2.168404344971008e-18,0.007763533108526141,2.773890501786761e-18,-8.49351076722491e-21,0.02957418077729401,-1.537853574873533e-05,-7.771561172376099e-16,0.007765778968057928,1.473443024936904e-18,-5.835704653980038e-21,0.12875
7,0.007,1,1,0.2210458092138235,0.211324865405185,0.211324865405185,600,7962747868.058433,3405989107.503847,3410621092.668684,1194371180.98925,-2.060140499269724e-08,1.64814536242851e-10,0.02958882404003337,-3.010790357143937e-05,-3.614007241618355e-20,0.01552682535286025,-2.678182649050641e-19,2.142588971157062e-21,0.02958882404003337,-3.010790357143937e-05,-3.614007241618355e-20,0.01552682535286025,-2.678182649050641e-19,2.142588971157062e-21,0.02962031447771404,-6.151223616979802e-05,-1.80768215308834e-37,0.01553107552561129,-8.419412912952046e-19,6.669170008950116e-21,0.1287500000000001
7,0.007,1,2,0.8157165864791425,0.2113248654051851,0.2113248654051851,600,7962747868.058433,3405989107.503847,3410621092.668684,1194371180.98925,6.62188721275926e-08,-5.964830404111402e-10,0.02958882404003337,-3.010790357143941e-05,-3.614007241618355e-20,0.01552682535286026,8.608453376587039e-19,-7.754279525344823e-21,0.02958882404003337,-3.010790357143941e-05,-3.614007241618355e-20,0.01552682535286026,8.608453376587039e-19,-7.754279525344823e-21,0.02962031447771404,-6.151223616979607e-05,-1.909364274199128e-36,0.0155310755256113,2.736309196709414e-18,-2.167480252908504e-20,0.12875
7,0.007,1,3,0.2302834135208576,0.7886751345948151,0.2113248654051851,600,7962747868.058432,3405989107.503847,3410621092.668683,1194371180.98925,1.294939829371382e-07,-5.022008380146814e-10,0.02958882404003337,-3.010790357144035e-05,-1.011922027653137e-18,0.01552682535286025,1.683421778182796e-18,-6.528610894190859e-21,0.02958882404003337,-3.010790357144035e-05,-1.011922027653137e-18,0.01552682535286025,1.683421778182796e-18,-6.528610894190859e-21,0.02962031447771404,-6.151223616979802e-05,-2.892291444941344e-36,0.01553107552561129,3.367765165180818e-18,-2.667668003580046e-20,0.1287500000000001
