step,id,x,y,z,ux,uy,uz
6,79,2.0087890625,0,1,-0.013671875,0.375,0.375
6,80,2.0087890625,0.375,1,-0.013671875,0.375,0.375
6,81,1.0087890625,0.375,1,-0.013671875,0.375,0.375
6,82,1.0048828125,0.375,0.375,-0.013671875,0.375,0.375
6,83,2.0048828125,0.375,0.375,-0.013671875,0.375,0.375
6,84,2.0048828125,0.625,0.375,-0.013671875,0.375,0.375
6,85,1.0048828125,0.625,0.375,-0.013671875,0.375,0.375
6,86,1.0048828125,0.375,1,-0.013671875,0.375,0.375
6,87,2.0048828125,0.375,1,-0.013671875,0.375,0.375
6,88,2.0048828125,0.625,1,-0.013671875,0.375,0.375
6,89,1.0048828125,0.625,1,-0.013671875,0.375,0.375
6,90,1.0107421875,0.625,0.375,-0.013671875,0.375,0.375
6,91,2.0107421875,0.625,0.375,-0.013671875,0.375,0.375
6,92,2.0107421875,1,0.375,-0.013671875,0.375,0.375
6,93,1.0107421875,1,0.375,-0.013671875,0.375,0.375
6,94,1.0107421875,0.625,1,-0.013671875,0.375,0.375
6,95,2.0107421875,0.625,1,-0.013671875,0.375,0.375
6,96,2.0107421875,1,1,-0.013671875,0.375,0.375
6,97,1.0107421875,1,1,-0.013671875,0.375,0.375
