elem_id,qp_id,thermal_conductivity,x,y,z
88,1,16,0.0043461667509268,0.0040528312163513,0
88,2,16,0.0041813332490732,0.0041971687836487,0
88,3,16,0.0043461667509268,0.0041971687836487,0
89,0,16,0.0044668332490732,0.0040528312163513,0
89,1,16,0.0046316667509268,0.0040528312163513,0
89,2,16,0.0044668332490732,0.0041971687836487,0
89,3,16,0.0046316667509268,0.0041971687836487,0
90,0,16,0.0041813332490732,0.0043028312163513,0
90,1,16,0.0043461667509268,0.0043028312163513,0
90,2,16,0.0041813332490732,0.0044471687836487,0
90,3,16,0.0043461667509268,0.0044471687836487,0
91,0,16,0.0044668332490732,0.0043028312163513,0
91,1,16,0.0046316667509268,0.0043028312163513,0
91,2,16,0.0044668332490732,0.0044471687836487,0
91,3,16,0.0046316667509268,0.0044471687836487,0
92,0,16,0.0041813332490732,0.0045528312163513,0
92,1,16,0.0043461667509268,0.0045528312163513,0
92,2,16,0.0041813332490732,0.0046971687836487,0
92,3,16,0.0043461667509268,0.0046971687836487,0
93,0,16,0.0044668332490732,0.0045528312163513,0
93,1,16,0.0046316667509268,0.0045528312163513,0
93,2,16,0.0044668332490732,0.0046971687836487,0
93,3,16,0.0046316667509268,0.0046971687836487,0
94,0,16,0.0041813332490732,0.0048028312163513,0
94,1,16,0.0043461667509268,0.0048028312163513,0
94,2,16,0.0041813332490732,0.0049471687836487,0
94,3,16,0.0043461667509268,0.0049471687836487,0
95,0,16,0.0044668332490732,0.0048028312163513,0
95,1,16,0.0046316667509268,0.0048028312163513,0
95,2,16,0.0044668332490732,0.0049471687836487,0
95,3,16,0.0046316667509268,0.0049471687836487,0
96,0,16,0.0041813332490732,0.0050528312163513,0
96,1,16,0.0043461667509268,0.0050528312163513,0
96,2,16,0.0041813332490732,0.0051971687836487,0
96,3,16,0.0043461667509268,0.0051971687836487,0
97,0,16,0.0044668332490732,0.0050528312163513,0
97,1,16,0.0046316667509268,0.0050528312163513,0
97,2,16,0.0044668332490732,0.0051971687836487,0
97,3,16,0.0046316667509268,0.0051971687836487,0
98,0,16,0.0041813332490732,0.0053028312163513,0
98,1,16,0.0043461667509268,0.0053028312163513,0
98,2,16,0.0041813332490732,0.0054471687836487,0
98,3,16,0.0043461667509268,0.0054471687836487,0
99,0,16,0.0044668332490732,0.0053028312163513,0
99,1,16,0.0046316667509268,0.0053028312163513,0
99,2,16,0.0044668332490732,0.0054471687836487,0
99,3,16,0.0046316667509268,0.0054471687836487,0
100,0,16,0.0041813332490732,0.0055528312163513,0
100,1,16,0.0043461667509268,0.0055528312163513,0
100,2,16,0.0041813332490732,0.0056971687836487,0
100,3,16,0.0043461667509268,0.0056971687836487,0
101,0,16,0.0044668332490732,0.0055528312163513,0
101,1,16,0.0046316667509268,0.0055528312163513,0
101,2,16,0.0044668332490732,0.0056971687836487,0
101,3,16,0.0046316667509268,0.0056971687836487,0
102,0,16,0.0041813332490732,0.0058028312163513,0
102,1,16,0.0043461667509268,0.0058028312163513,0
102,2,16,0.0041813332490732,0.0059471687836487,0
102,3,16,0.0043461667509268,0.0059471687836487,0
103,0,16,0.0044668332490732,0.0058028312163513,0
103,1,16,0.0046316667509268,0.0058028312163513,0
103,2,16,0.0044668332490732,0.0059471687836487,0
103,3,16,0.0046316667509268,0.0059471687836487,0
