increment	time_s	element	reference_volume_m3	current_volume_m3	native_ivol_sum_m3	current_reference_ratio	determinant_average_f	maximum_ivol_weight_difference_m3
8	0.16	2	0.4999999999999999	0.4997583114928231	0.49975831149282324	0.9995166229856465	0.9995165425497151	4.85722573273506e-17
8	0.16	3	0.4999999999999999	0.499808043125891	0.4998080431258911	0.9996160862517822	0.9996160294865245	4.85722573273506e-17
8	0.16	4	0.4999999999999999	0.5000964135456465	0.5000964135456465	1.0001928270912932	1.0001927642444788	2.7755575615628914e-17
9	0.18	1	0.4999999999999999	0.4996226629299695	0.4996226629299696	0.9992453258599392	0.9992452393990796	3.469446951953614e-17
9	0.18	2	0.4999999999999999	0.4997282961280972	0.4997282961280975	0.9994565922561947	0.9994564862718811	6.245004513516506e-17
9	0.18	3	0.4999999999999999	0.499777624807928	0.49977762480792803	0.9995552496158562	0.9995551561275067	4.163336342344337e-17
9	0.18	4	0.4999999999999999	0.5001227177083635	0.5001227177083637	1.0002454354167272	1.0002453490773133	5.551115123125783e-17
10	0.2	1	0.4999999999999999	0.49958075324529055	0.4995807532452908	0.9991615064905813	0.9991614001118614	5.551115123125783e-17
10	0.2	2	0.4999999999999999	0.49969839297892144	0.49969839297892166	0.9993967859578431	0.999396654054049	5.551115123125783e-17
10	0.2	3	0.4999999999999999	0.49973237200290593	0.4997323720029061	0.9994647440058121	0.9994645767996854	4.85722573273506e-17
10	0.2	4	0.4999999999999999	0.5001718296648167	0.5001718296648169	1.0003436593296335	1.0003435304677182	5.551115123125783e-17
11	0.22	1	0.4999999999999999	0.4995388280350319	0.49953882803503225	0.999077656070064	0.9990775299337933	6.938893903907228e-17
11	0.22	2	0.4999999999999999	0.4996686374804914	0.4996686374804916	0.999337274960983	0.9993371188124804	6.245004513516506e-17
11	0.22	3	0.4999999999999999	0.49968087694130653	0.49968087694130653	0.9993617538826133	0.9993614842928248	2.7755575615628914e-17
11	0.22	4	0.4999999999999999	0.5002313689232589	0.5002313689232591	1.000462737846518	1.000462548539402	5.551115123125783e-17
12	0.24	1	0.4999999999999999	0.49949689375538464	0.4994968937553847	0.9989937875107695	0.998993644909736	3.469446951953614e-17
12	0.24	2	0.4999999999999999	0.499638995532152	0.4996389955321521	0.9992779910643043	0.9992778161692689	4.163336342344337e-17
12	0.24	3	0.4999999999999999	0.4996376431148716	0.49963764311487163	0.9992752862297434	0.9992748561896077	4.163336342344337e-17
12	0.24	4	0.4999999999999999	0.5002887102562797	0.5002887102562801	1.0005774205125597	1.0005771094619424	6.938893903907228e-17
13	0.26	1	0.4999999999999999	0.4994548873390028	0.499454887339003	0.9989097746780058	0.9989096182583853	4.85722573273506e-17
13	0.26	2	0.4999999999999999	0.49960973631968797	0.49960973631968825	0.9992194726393762	0.9992192830659259	6.938893903907228e-17
13	0.26	3	0.4999999999999999	0.4996066437907294	0.49960664379072933	0.999213287581459	0.9992125253212251	2.0816681711721685e-17
13	0.26	4	0.4999999999999999	0.5003326224191549	0.5003326224191548	1.00066524483831	1.000664616252448	1.3877787807814457e-17
14	0.28	1	0.4999999999999999	0.4994128482504782	0.49941284825047827	0.9988256965009567	0.9988255289594651	2.7755575615628914e-17
14	0.28	2	0.4999999999999999	0.4995807041572328	0.4995807041572329	0.9991614083144659	0.9991612084309862	4.163336342344337e-17
14	0.28	3	0.4999999999999999	0.49959020942730703	0.49959020942730714	0.9991804188546143	0.9991790665349614	4.85722573273506e-17
14	0.28	4	0.4999999999999999	0.500355076091949	0.5003550760919492	1.0007101521838981	1.0007088947340903	5.551115123125783e-17
15	0.3	1	0.4999999999999999	0.4993707838593448	0.499370783859345	0.9987415677186898	0.9987413868418026	5.551115123125783e-17
15	0.3	2	0.4999999999999999	0.49955189721405785	0.4995518972140581	0.9991037944281159	0.9991035811409298	6.245004513516506e-17
15	0.3	3	0.4999999999999999	0.49957376850663276	0.4995737685066328	0.9991475370132658	0.9991454104897173	4.163336342344337e-17
15	0.3	4	0.4999999999999999	0.5003759963029798	0.5003759963029798	1.0007519926059598	1.00074985301472	2.7755575615628914e-17
16	0.32	1	0.4999999999999999	0.4993286984391208	0.499328698439121	0.9986573968782418	0.998657200447424	4.85722573273506e-17
16	0.32	2	0.4999999999999999	0.4995233040639126	0.4995233040639129	0.9990466081278254	0.9990463782546023	6.938893903907228e-17
16	0.32	3	0.4999999999999999	0.49955742719931306	0.4995574271993133	0.9991148543986264	0.9991117682468563	6.245004513516506e-17
16	0.32	4	0.4999999999999999	0.5003961386310906	0.500396138631091	1.0007922772621813	1.0007889883341232	8.326672684688674e-17
17	0.34	1	0.4999999999999999	0.4992865959338445	0.4992865959338448	0.9985731918676892	0.9985729777819473	6.245004513516506e-17
17	0.34	2	0.4999999999999999	0.4994949140037358	0.49949491400373613	0.9989898280074718	0.9989895785159565	6.938893903907228e-17
17	0.34	3	0.4999999999999999	0.4995413046548708	0.49954130465487095	0.9990826093097418	0.9990783766101922	5.551115123125783e-17
17	0.34	4	0.4999999999999999	0.5004159594155296	0.50041595941553	1.0008319188310595	1.0008272038261077	6.938893903907228e-17
18	0.36	1	0.4999999999999999	0.49924447968313834	0.4992444796831385	0.9984889593662769	0.9984887256853532	4.163336342344337e-17
18	0.36	2	0.4999999999999999	0.4994667185771378	0.49946671857713804	0.9989334371542758	0.998933165237575	6.245004513516506e-17
18	0.36	3	0.4999999999999999	0.4995255027549591	0.4995255027549592	0.9990510055099184	0.9990454362655576	4.85722573273506e-17
18	0.36	4	0.4999999999999999	0.5004357289773351	0.5004357289773353	1.0008714579546705	1.0008650333449296	5.551115123125783e-17
19	0.38	1	0.4999999999999999	0.49920235244594524	0.4992023524459455	0.9984047048918907	0.9984044498383114	4.85722573273506e-17
19	0.38	2	0.4999999999999999	0.49943871168341564	0.49943871168341575	0.9988774233668315	0.9988771264420375	5.551115123125783e-17
19	0.38	3	0.4999999999999999	0.4995100999486087	0.4995100999486086	0.9990201998972176	0.9990130992993346	3.469446951953614e-17
19	0.38	4	0.4999999999999999	0.5004556058537895	0.5004556058537898	1.0009112117075791	1.0009027887942472	6.938893903907228e-17
20	0.4	1	0.4999999999999999	0.4991602165267313	0.4991602165267316	0.9983204330534629	0.9983201549973679	5.551115123125783e-17
20	0.4	2	0.4999999999999999	0.499410889148031	0.4994108891480311	0.9988217782960622	0.9988214539748516	4.85722573273506e-17
20	0.4	3	0.4999999999999999	0.49949515434033764	0.49949515434033753	0.9989903086806755	0.9989814757057235	2.7755575615628914e-17
20	0.4	4	0.4999999999999999	0.5004756812387166	0.5004756812387167	1.0009513624774333	1.0009406482956826	4.163336342344337e-17
