increment	time_s	node	actual_rfl_w	native_rfl_w	full_difference_w	native_ivol_capacity_w	current_gauss_capacity_w	current_physical_conduction_w	current_volume_ratio_conduction_w	candidate_minus_native_w	capacity_measure_difference_w	remaining_difference_w
3	0.06	7	-0.00013464796221041782	-0.0001346329654057717	-1.4996804646125747e-08	0.0	0.0	-0.0001346378185616359	-0.00013463296503127959	3.744921039938731e-13	0.0	-1.4996804646125747e-08
3	0.06	10	-0.00013488079747135087	-0.0001348396825791106	-4.111489224027502e-08	0.0	0.0	-0.0001348249538855591	-0.00013483968226818876	3.109218340690417e-13	0.0	-4.111489224027502e-08
3	0.06	15	3368.467883151126	3368.933997079026	-0.4661139279000963	3218.969529410273	3218.500176323337	149.9674126215237	149.96446766875303	0.0	-0.46935308693582556	0.0032391590357292444
3	0.06	18	3368.321007065217	3368.936994141242	-0.6159870760247941	3218.969529410274	3218.3547839824632	149.96595428211342	149.96746473096772	-1.3642420526593924e-12	-0.6147454278107034	-0.0012416482140906737
3	0.06	21	3368.393829849585	3368.935502020757	-0.5416721711721948	3218.969529410274	3218.4268632580465	149.96668028471404	149.9659726104832	-9.094947017729282e-13	-0.5426661522274117	0.0009939810552168638
3	0.06	24	3368.249418145966	3368.938473516124	-0.6890553701578028	3218.969529410273	3218.2839345808975	149.96523458270318	149.96894410585114	4.547473508864641e-13	-0.6855948293755318	-0.003460540782270982
4	0.08	1	-0.0003840344676067703	-0.0003840548996082622	2.043200149191458e-08	0.0	0.0	-0.0003841236682984156	-0.000384054899960861	-3.525987553147647e-13	0.0	2.043200149191458e-08
4	0.08	4	-0.00038495350120477164	-0.000384888650200819	-6.485100395261416e-08	0.0	0.0	-0.0003848653622622817	-0.000384888650405286	-2.0446697720361007e-13	0.0	-6.485100395261416e-08
4	0.08	7	-0.00038449387848621993	-0.000384472298542355	-2.1579943864909277e-08	0.0	0.0	-0.00038449513163816293	-0.0003844722988248268	-2.8247179985688153e-13	0.0	-2.1579943864909277e-08
4	0.08	10	-0.0003854133739158336	-0.0003853067620119677	-1.0661190386589007e-07	0.0	0.0	-0.00038523716266660016	-0.00038530676228139266	-2.6942494459405997e-13	0.0	-1.0661190386589007e-07
4	0.08	15	3449.9143167669736	3450.50458854493	-0.5902717779563318	3250.2986251902444	3249.7012378303466	200.21244311882117	200.20596335468633	0.0	-0.5973873598977661	0.007115581941434357
4	0.08	18	3449.666557336023	3450.511267190382	-0.8447098543592801	3250.298625190245	3249.456750181172	200.20923289916817	200.2126420001374	-1.3642420526593924e-12	-0.8418750090727372	-0.0028348452865429863
4	0.08	21	3449.7891810267547	3450.507945371371	-0.7187643446163747	3250.298625190245	3249.577735027614	200.21082968733683	200.2093201811266	-9.094947017729282e-13	-0.7208901626308943	0.0021258180145196093
4	0.08	24	3449.5464559657407	3450.514554255347	-0.9680982896061323	3250.2986251902444	3249.338275316567	200.20765273803812	200.21592906510205	-1.3642420526593924e-12	-0.9603498736773872	-0.007748415928745089
5	0.1	1	-0.0009099365163489639	-0.0009100811458499542	1.4462950099027906e-07	0.0	0.0	-0.0009103186523844801	-0.0009100811456994079	1.5054624213917123e-13	0.0	1.4462950099027906e-07
5	0.1	4	-0.0009127057863634505	-0.0009126456161151524	-6.017024829806702e-08	0.0	0.0	-0.0009125648319449275	-0.00091264561593875	1.7640240396882279e-13	0.0	-6.017024829806702e-08
5	0.1	7	-0.0009113207015859759	-0.0009113644528711454	4.3751285169518934e-08	0.0	0.0	-0.000911443208285217	-0.0009113644525689483	3.0219717787188793e-13	0.0	4.3751285169518934e-08
5	0.1	10	-0.0009140920078608175	-0.0009139320213640841	-1.5998649673337837e-07	0.0	0.0	-0.0009136908874558005	-0.0009139320212837534	8.0330707363796e-14	0.0	-1.5998649673337837e-07
5	0.1	15	3531.505366707262	3532.208039011317	-0.7026723040548859	3281.6308124627826	3280.9151585277714	250.58903419716404	250.57722654853455	-1.8189894035458565e-12	-0.7156539350112325	0.012981630956346635
5	0.1	18	3531.136386299272	3532.220362534188	-1.0839762349160083	3281.630812462783	3280.5521522984027	250.58318415684755	250.589550071405	-2.7284841053187847e-12	-1.0786601643803806	-0.005316070535627659
5	0.1	21	3531.3187427722123	3532.214238077285	-0.8954953050724725	3281.630812462783	3280.731517342792	250.5860921559928	250.58342561450158	-2.7284841053187847e-12	-0.8992951199911658	0.0037998149186933006
5	0.1	24	3530.9583211450963	3532.226413052844	-1.2680919077474755	3281.6308124627826	3280.3770505210696	250.5803103701137	250.59560059006134	-2.2737367544323206e-12	-1.2537619417130372	-0.014329966034438257
6	0.12	1	-0.001890872810123252	-0.001891441166323827	5.683562005751649e-07	0.0	0.0	-0.0018921071096746306	-0.0018914411663195898	4.2372789305078484e-15	0.0	5.683562005751649e-07
6	0.12	4	-0.0018978111812405303	-0.00189799355681997	1.8237557943977419e-07	0.0	0.0	-0.0018977660844087224	-0.0018979935566820986	1.3787148506194669e-13	0.0	1.8237557943977419e-07
6	0.12	7	-0.0018943405470941686	-0.001894718882276266	3.783351820974522e-07	0.0	0.0	-0.0018949394217174054	-0.0018947188823308964	-5.4630345386330603e-14	0.0	3.783351820974522e-07
6	0.12	10	-0.001901285796278663	-0.001901281662882968	-4.1333956949437395e-09	0.0	0.0	-0.0019006035019079825	-0.0019012816627635336	1.1943441027839619e-13	0.0	-4.1333956949437395e-09
6	0.12	15	3613.241562886106	3614.046313367901	-0.8047504817950539	3312.9661653865146	3312.140339210094	301.09926966720224	301.08014798138555	-4.092726157978177e-12	-0.825826176420378	0.021075694625324104
6	0.12	18	3612.7331394813114	3614.066519500854	-1.3333800195428012	3312.9661653865155	3311.6416071181275	301.0897997299539	301.10035411433745	-5.4569682106375694e-12	-1.3245582683880457	-0.008821751154755475
6	0.12	21	3612.9841162252187	3614.056484574069	-1.072368348850432	3312.9661653865155	3311.8877325604403	301.0945049235143	301.09031918755335	-4.547473508864641e-12	-1.0784328260751863	0.006064477224754228
6	0.12	24	3612.488679368747	3614.076419673745	-1.5877403049980785	3312.9661653865146	3311.4019452187063	301.0851548685595	301.1102542872293	-4.092726157978177e-12	-1.5642201678083438	-0.02352013718973467
7	0.14	1	-0.0035618364098722924	-0.003563529319819241	1.6929099469487063e-06	0.0	0.0	-0.0035651354638366398	-0.003563529319868563	-4.932165786897258e-14	0.0	1.6929099469487063e-06
7	0.14	4	-0.003577029222819269	-0.003578149939195692	1.1207163764228797e-06	0.0	0.0	-0.003577599084056351	-0.0035781499393451877	-1.4949586707446727e-13	0.0	1.1207163764228797e-06
7	0.14	7	-0.003569429007057429	-0.003570840552341443	1.411545284013896e-06	0.0	0.0	-0.0035713717953217215	-0.003570840552256034	8.54091103397181e-14	0.0	1.411545284013896e-06
7	0.14	10	-0.003584641029264166	-0.003585490117732863	8.49088468697027e-07	0.0	0.0	-0.003583849780434901	-0.0035854901178225705	-8.970732143231963e-14	0.0	8.49088468697027e-07
7	0.14	15	3695.1237848104097	3696.021385174457	-0.8976003640473209	3344.3047582440863	3343.375566534432	351.7451970933755	351.7166269303704	-2.7284841053187847e-12	-0.929191709654333	0.031591345607012045
7	0.14	18	3694.45930161578	3696.051948839603	-1.5926472238229508	3344.3047582440868	3342.7255819155002	351.73106011431884	351.7471905955172	-1.8189894035458565e-12	-1.5791763285865272	-0.01347089523642353
7	0.14	21	3694.7870011125783	3696.036779091821	-1.2497779792424808	3344.3047582440868	3343.046025286561	351.73808177609095	351.7320208477337	-3.183231456205249e-12	-1.2587329575258082	0.008954978283327364
7	0.14	24	3694.1407679444656	3696.066897522423	-1.9261295779574539	3344.3047582440863	3342.4142153504113	351.7241343144164	351.7621392783375	-1.3642420526593924e-12	-1.8905428936750468	-0.03558668428240708
8	0.16	1	-0.006215302476806033	-0.006219520882749702	4.2184059436695814e-06	0.0	0.0	-0.00622297262848805	-0.006219520882419572	3.3013002054271823e-13	0.0	4.2184059436695814e-06
8	0.16	4	-0.006245305892328389	-0.006248922947127949	3.617054799559885e-06	0.0	0.0	-0.0062477329714113825	-0.0062489229469392515	1.8869714818459116e-13	0.0	3.617054799559885e-06
8	0.16	7	-0.00623029119274467	-0.0062342130473184	3.921854573729969e-06	0.0	0.0	-0.006235354253569091	-0.006234213047243852	7.454800665662731e-14	0.0	3.921854573729969e-06
8	0.16	10	-0.006260343620558921	-0.006263686300910659	3.342680351738417e-06	0.0	0.0	-0.006260152134788782	-0.006263686300993583	-8.292325159864333e-14	0.0	3.342680351738417e-06
8	0.16	15	3777.153369478901	3778.140754288786	-0.9873848098850431	3375.650791433113	3374.618998000901	402.5299430982063	402.48996285567176	-9.094947017729282e-13	-1.031793432212453	0.04440862232740983
8	0.16	18	3776.3158554642005	3778.184249094833	-1.868393630632454	3375.650791433114	3373.801895931509	402.51009404987866	402.53345766171947	0.0	-1.8488955016050568	-0.019498129027397226
8	0.16	21	3776.727952107655	3778.162604661286	-1.4346525536311674	3375.650791433114	3374.2037501649847	402.5199831552868	402.511813228173	4.547473508864641e-13	-1.4470412681293965	0.012388714498229092
8	0.16	24	3775.9248228956985	3778.205162100413	-2.280339204714437	3375.650791433113	3373.420741575017	402.5005479316173	402.5543706672994	-4.547473508864641e-13	-2.2300498580962085	-0.05028934661822859
9	0.18	1	-0.010201321986521414	-0.01021060546637255	9.283479851135076e-06	0.0	0.0	-0.010217068720899992	-0.010210605466416332	-4.3782685810178634e-14	0.0	9.283479851135076e-06
9	0.18	4	-0.010255016672687661	-0.0102638562417865	8.839569098839303e-06	0.0	0.0	-0.010261579014141337	-0.010263856241983546	-1.9704550491272954e-13	0.0	8.839569098839303e-06
9	0.18	7	-0.0102280540333202	-0.01023706886862908	9.014835308880989e-06	0.0	0.0	-0.0102392176380115	-0.010237068868887011	-2.579308294725635e-13	0.0	9.014835308880989e-06
9	0.18	10	-0.010281950356360594	-0.01029051009108949	8.559734728895776e-06	0.0	0.0	-0.010283906722573052	-0.01029051009147912	-3.896310357687227e-13	0.0	8.559734728895776e-06
9	0.18	15	3859.353260358407	3860.518034663812	-1.1647743054049897	3407.0860143882273	3405.8661755921307	453.4808353605709	453.43202027558374	-2.2737367544323206e-12	-1.2198387960966102	0.05506449069162045
9	0.18	18	3858.290959171279	3860.574950078763	-2.2839909074837124	3407.086014388228	3404.8302495897155	453.4552755638789	453.4889356905344	-2.2737367544323206e-12	-2.2557647985122458	-0.0282261089714666
9	0.18	21	3858.7593830573223	3860.547867298005	-1.7884842406824646	3407.086014388228	3405.2860556682717	453.46745465646694	453.4618529097768	-2.2737367544323206e-12	-1.7999587199560665	0.0114744792736019
9	0.18	24	3857.9955668450284	3860.596154540324	-2.600587695295417	3407.0860143882273	3404.5442089837247	453.4463189117492	453.5101401520974	-4.547473508864641e-13	-2.541805404502611	-0.058782290792805725
10	0.2	1	-0.01592435108336889	-0.01594246076736289	1.810968399399912e-05	0.0	0.0	-0.01595371304827163	-0.01594246076745644	-9.355016761247725e-14	0.0	1.810968399399912e-05
10	0.2	4	-0.016013310405676766	-0.01603152590178048	1.8215496103715645e-05	0.0	0.0	-0.016027763526709083	-0.01603152590186941	-8.892886427247504e-14	0.0	1.8215496103715645e-05
10	0.2	7	-0.015969290236255533	-0.01598759152540188	1.830128914634757e-05	0.0	0.0	-0.015991100237303144	-0.015987591525285907	1.1597320326295346e-13	0.0	1.830128914634757e-05
10	0.2	10	-0.016058683416365557	-0.01607703756244051	1.835414607495242e-05	0.0	0.0	-0.016065542809021012	-0.016077037562306287	1.3422249423022947e-13	0.0	1.835414607495242e-05
10	0.2	15	3941.741796419726	3943.258198851878	-1.5164024321520628	3438.6813289456154	3437.0992677095583	504.6336962481149	504.5768699062624	-1.8189894035458565e-12	-1.582061236057143	0.06565880390508028
10	0.2	18	3940.529452424862	3943.327313743952	-2.7978613190898614	3438.6813289456163	3435.9179423066	504.6041892987135	504.6459847983357	-2.2737367544323206e-12	-2.7633866390165167	-0.03447468007334464
10	0.2	21	3940.9895856433795	3943.29878717503	-2.309201531650615	3438.6813289456163	3436.3656852903637	504.61576609591924	504.6174582294142	-1.8189894035458565e-12	-2.315643655252643	0.006442123602028005
10	0.2	24	3940.2356503612896	3943.353331850945	-3.117681489655297	3438.6813289456154	3435.635238405146	504.59375998727273	504.6720029053298	-9.094947017729282e-13	-3.046090540469322	-0.07159094918597475
11	0.22	1	-0.023840922128111387	-0.02387314189623526	3.221976812387353e-05	0.0	0.0	-0.02389142585088233	-0.02387314189630025	-6.49896803039951e-14	0.0	3.221976812387353e-05
11	0.22	4	-0.02397997633798378	-0.02401382577279279	3.38494348090107e-05	0.0	0.0	-0.024007712248333812	-0.02401382577275239	4.040170975549984e-14	0.0	3.38494348090107e-05
11	0.22	7	-0.02391166466498684	-0.02394477156411543	3.310689912859252e-05	0.0	0.0	-0.023950462988025268	-0.023944771564042733	7.269879143123603e-14	0.0	3.310689912859252e-05
11	0.22	10	-0.024051411220175116	-0.02408607952312666	3.466830295154391e-05	0.0	0.0	-0.024067372289808084	-0.024086079523051956	7.470413176946522e-14	0.0	3.466830295154391e-05
11	0.22	15	4024.2987616700484	4026.263762065199	-1.9650003951505823	3470.3551219050696	3468.3128692185173	555.9737497359919	555.9086401601093	-2.1827872842550278e-11	-2.042252686552274	0.07725229140169176
11	0.22	18	4022.9656560601984	4026.348702205199	-3.3830461450006624	3470.3551219050705	3467.0166762342506	555.9394542980326	555.9935803001068	-2.4556356947869062e-11	-3.338445670819965	-0.04460047418069735
11	0.22	21	4023.4816847351804	4026.3132501727	-2.8315654375196573	3470.3551219050705	3467.517783203778	555.9529414572269	555.958128267608	-2.4101609596982598e-11	-2.8373387012925377	0.005773263772880455
11	0.22	24	4022.6043697237255	4026.382329761148	-3.7779600374224174	3470.3551219050696	3466.669250515688	555.9267113413665	556.0272078560577	-2.2737367544323206e-11	-3.6858713893816457	-0.09208864804077166
12	0.24	1	-0.034456985045648696	-0.03451015917113903	5.3174125490336455e-05	0.0	0.0	-0.03453794781074692	-0.034510159171178716	-3.968353423644544e-14	0.0	5.3174125490336455e-05
12	0.24	4	-0.03466347102178554	-0.03472102652466896	5.7555502883423204e-05	0.0	0.0	-0.03471140078094686	-0.03472102652478916	-1.20195520203481e-13	0.0	5.7555502883423204e-05
12	0.24	7	-0.03456178652903215	-0.03461663412305975	5.484759402760164e-05	0.0	0.0	-0.034625615286502244	-0.034616634123256364	-1.9661355876721132e-13	0.0	5.484759402760164e-05
12	0.24	10	-0.03476926331176732	-0.03482842616877436	5.9162857007036274e-05	0.0	0.0	-0.0347999536921003	-0.03482842616903175	-2.5739133047153473e-13	0.0	5.9162857007036274e-05
12	0.24	15	4107.0363416566615	4109.597416234663	-2.561074578001353	3502.0209717939592	3499.35479698264	607.6649012649988	607.5764444407032	-1.8189894035458565e-12	-2.6661748113192516	0.10510023331789853
12	0.24	18	4105.371449049667	4109.737700577835	-4.366251528168505	3502.02097179396	3497.7208595575466	607.6382130719411	607.7167287838734	-4.547473508864641e-12	-4.300112236413497	-0.06613929175500743
12	0.24	21	4106.086263144384	4109.668882799581	-3.5826196551970497	3502.02097179396	3498.427925470312	607.6436561285061	607.6479110056204	-3.637978807091713e-12	-3.5930463236481955	0.010426668451145815
12	0.24	24	4104.811233157657	4109.796947630693	-4.985714473035841	3502.0209717939592	3497.173994186216	607.6267365993701	607.7759758367339	-9.094947017729282e-13	-4.846977607743156	-0.13873686529268525
13	0.26	1	-0.04832487023054109	-0.04840670979860653	8.183956806543519e-05	0.0	0.0	-0.048447116357876595	-0.048406709798537555	6.897260540483785e-14	0.0	8.183956806543519e-05
13	0.26	4	-0.04861799643813095	-0.04870837156636269	9.037512823174138e-05	0.0	0.0	-0.04869438021577836	-0.04870837156621874	1.4395429293045936e-13	0.0	9.037512823174138e-05
13	0.26	7	-0.04847392733517571	-0.04855916874784091	8.524141266520041e-05	0.0	0.0	-0.04857222751419979	-0.048559168747748356	9.255096689031461e-14	0.0	8.524141266520041e-05
13	0.26	10	-0.04876841821127159	-0.04886214152315011	9.372331187851995e-05	0.0	0.0	-0.04882070474174417	-0.04886214152326767	-1.1755874051999626e-13	0.0	9.372331187851995e-05
13	0.26	15	4190.45669531532	4193.312134435043	-2.855439119723087	3533.5991458352796	3530.51017125395	659.9232457061149	659.7129885997618	-9.094947017729282e-13	-3.088974581329694	0.233535461606607
13	0.26	18	4187.298622681617	4193.848279684484	-6.549657002866297	3533.5991458352805	3527.189321970135	660.0926635695888	660.2491338492017	-1.8189894035458565e-12	-6.409823865145427	-0.13983313772087058
13	0.26	21	4188.837583276694	4193.555174151579	-4.717590874884991	3533.5991458352805	3528.8348193456736	659.982558948914	659.9560283162967	-1.8189894035458565e-12	-4.764326489606901	0.04673561472191068
13	0.26	24	4186.046374876247	4194.075288304742	-8.028913428494889	3533.5991458352796	3525.8744967744033	660.1582080281024	660.4761424694606	-9.094947017729282e-13	-7.724649060876345	-0.3042643676185435
14	0.28	1	-0.06604196968555312	-0.06616093757016718	0.00011896788461406016	0.0	0.0	-0.06621733935408156	-0.06616093757000213	1.6504853039833733e-13	0.0	0.00011896788461406016
14	0.28	4	-0.06644289427282433	-0.06657648717278958	0.00013359289996524304	0.0	0.0	-0.06655693858620043	-0.0665764871728813	-9.171829962184574e-14	0.0	0.00013359289996524304
14	0.28	7	-0.06624600009944756	-0.0663709202942885	0.00012492019484093564	0.0	0.0	-0.06638919939835025	-0.06637092029415206	1.3643253193862392e-13	0.0	0.00012492019484093564
14	0.28	10	-0.06664865713784143	-0.0667882112610056	0.00013955412316417337	0.0	0.0	-0.066730325434135	-0.06678821126125536	-2.497585471772368e-13	0.0	0.00013955412316417337
14	0.28	15	4273.770441884818	4277.699555687363	-3.9291138025446344	3565.029917155137	3560.7361291034517	713.0010996706727	712.6696385322238	-3.637978807091713e-12	-4.293788051685169	0.3646742491405348
14	0.28	18	4269.225368735066	4278.534132303479	-9.30876356841327	3565.029917155138	3555.9431295931604	713.2587801227385	713.5042151483426	-9.094947017729282e-13	-9.086787561977417	-0.22197600643585247
14	0.28	21	4271.462995084595	4278.087660951856	-6.624665867261683	3565.029917155138	3558.334161487816	713.1001547402848	713.0577437967172	-3.637978807091713e-12	-6.695755667321919	0.07108980006023558
14	0.28	24	4267.225608305189	4278.920275656585	-11.694667351395765	3565.029917155137	3553.8318188160383	713.3747274776197	713.8903585014468	-1.8189894035458565e-12	-11.198098339098578	-0.4965690122971864
15	0.3	1	-0.08824370703420685	-0.08840774885581419	0.00016404182160734138	0.0	0.0	-0.08848517163054612	-0.08840774885594084	-1.2664869153411473e-13	0.0	0.00016404182160734138
15	0.3	4	-0.08877759735183575	-0.08896637725754891	0.00018877990571315728	0.0	0.0	-0.08893951728982027	-0.08896637725773682	-1.8790524691780774e-13	0.0	0.00018877990571315728
15	0.3	7	-0.0885154116774243	-0.08868984974910779	0.00017443807168349146	0.0	0.0	-0.08871502045883194	-0.08868984974930234	-1.9455270727775087e-13	0.0	0.00017443807168349146
15	0.3	10	-0.08905143375092134	-0.08925074117610582	0.00019930742518448064	0.0	0.0	-0.08917122532513269	-0.08925074117620585	-1.000310945187266e-13	0.0	0.00019930742518448064
15	0.3	15	4357.3927014628825	4362.474083360065	-5.081381897182837	3596.452473427707	3590.8576014192868	766.488117224525	766.0216099323792	2.091837814077735e-11	-5.594872008420225	0.5134901112373882
15	0.3	18	4351.431640399664	4363.636217183367	-12.204576783703487	3596.452473427708	3584.565732594713	766.8326098906957	767.1837437556815	2.091837814077735e-11	-11.886740832994747	-0.3178359507087407
15	0.3	21	4354.390499227399	4363.021173129157	-8.6306739017582	3596.452473427708	3587.723846392129	766.6260742480903	766.5686997014692	1.9099388737231493e-11	-8.728627035578938	0.097953133820738
15	0.3	24	4348.635307444451	4364.205290577984	-15.569983133532332	3596.452473427707	3581.6045305274915	767.0037114791835	767.7528171502976	2.091837814077735e-11	-14.847942900215457	-0.722040233316875
16	0.32	1	-0.11560255988726344	-0.1158197439943635	0.0002171841071000602	0.0	0.0	-0.11592445807460541	-0.11581974399409167	2.7182422979166176e-13	0.0	0.0002171841071000602
16	0.32	4	-0.11629811007407644	-0.1165556899263056	0.00025757985222917	0.0	0.0	-0.11651933241497545	-0.11655568992587714	4.2846282077846354e-13	0.0	0.00025757985222917
16	0.32	7	-0.1159563607238438	-0.116191053125074	0.00023469240123019652	0.0	0.0	-0.11622519392224817	-0.11619105312492355	1.5044909762451653e-13	0.0	0.00023469240123019652
16	0.32	10	-0.11665449630428354	-0.1169299042055226	0.0002754079012390609	0.0	0.0	-0.11682229974812028	-0.11692990420531546	2.0713986081943858e-13	0.0	0.0002754079012390609
16	0.32	15	4441.348418833205	4447.63631007137	-6.287891238164775	3627.8720050754087	3620.903792417551	820.3795246834135	819.7643049959594	-4.547473508864641e-12	-6.968212657857748	0.680321419692973
16	0.32	18	4433.932560011743	4449.157194146045	-15.224634134302505	3627.87200507541	3613.075818891582	820.8100933834555	821.285189070634	-5.4569682106375694e-12	-14.796186183828013	-0.42844795047449225
16	0.32	21	4437.636143802597	4448.357471450771	-10.721327648174338	3627.87200507541	3617.0237689514	820.555962963395	820.4854663753616	-4.547473508864641e-12	-10.848236124009873	0.12690847583553477
16	0.32	24	4430.308424728717	4449.930024056049	-19.62159932733175	3627.8720050754087	3609.231326719251	821.038938524518	822.0580189806386	-4.547473508864641e-12	-18.640678356157878	-0.9809209711738731
17	0.34	1	-0.1488248238597446	-0.1491035033128549	0.0002786794531103032	0.0	0.0	-0.14924317754082614	-0.1491035033129275	-7.258083023486961e-14	0.0	0.0002786794531103032
17	0.34	4	-0.14971463914738975	-0.1500566133155734	0.00034197416818365634	0.0	0.0	-0.1500080869725434	-0.15005661331567163	-9.822698210371072e-14	0.0	0.00034197416818365634
17	0.34	7	-0.14927705880775752	-0.1495838921966192	0.00030683338886167144	0.0	0.0	-0.1496295381778635	-0.14958389219659768	2.1510571102112408e-14	0.0	0.00030683338886167144
17	0.34	10	-0.15016999297002767	-0.1505407024964793	0.00037070952645162913	0.0	0.0	-0.15039711455373775	-0.15054070249656057	-8.126832540256146e-14	0.0	0.00037070952645162913
17	0.34	15	4525.656609242713	4533.185575580566	-7.52896633785349	3659.291703226062	3650.8968729974777	874.6716521119456	873.8938723545039	-2.7284841053187847e-12	-8.394830228584397	0.8658638907309069
17	0.34	18	4516.7397563885515	4535.099236254591	-18.359479866039692	3659.291703226063	3641.4869584429252	875.1888078241798	875.8075330285282	-3.637978807091713e-12	-17.80474478313772	-0.5547350829019706
17	0.34	21	4521.213210818283	4534.097379902255	-12.884169083971756	3659.291703226063	3646.249734284263	874.88679154493	874.8056766761912	-3.637978807091713e-12	-13.04196894179995	0.15779985782819494
17	0.34	24	4512.263420790909	4536.09582686833	-23.832406077421183	3659.291703226062	3636.733425204347	875.4771717700553	876.8041236422664	-3.637978807091713e-12	-22.55827802171507	-1.2741280557061145
18	0.36	1	-0.18864855017819354	-0.1889976146408457	0.00034906446265214885	0.0	0.0	-0.18918146434156569	-0.18899761464078696	5.873079800267078e-14	0.0	0.00034906446265214885
18	0.36	4	-0.18976950759765845	-0.1902138766094529	0.0004443690117944543	0.0	0.0	-0.19014997217308202	-0.19021387660953282	-7.990830219739564e-14	0.0	0.0004443690117944543
18	0.36	7	-0.18921765853269834	-0.1896100034480451	0.0003923449153467595	0.0	0.0	-0.18967019593889237	-0.18961000344786613	1.7896795156957523e-13	0.0	0.0003923449153467595
18	0.36	10	-0.19034237398855536	-0.190830948773795	0.0004885747852396427	0.0	0.0	-0.19064189303910603	-0.19083094877378973	5.2735593669694936e-15	0.0	0.0004885747852396427
18	0.36	15	4610.331611077048	4619.121038775108	-8.789427698059626	3690.7135012078475	3680.8530928225996	929.3620715361549	928.4075375672593	-2.7284841053187847e-12	-9.860408385247865	1.0709806871882392
