variable,maximum_absolute_difference,maximum_reference,maximum_difference_over_field_peak
vals_elem_var229eb2,0.0,0.0,0.0
vals_elem_var230eb2,0.0,0.0,0.0
vals_elem_var231eb2,0.0,0.0,0.0
vals_elem_var232eb2,0.0,0.0,0.0
vals_elem_var233eb2,0.0,0.0,0.0
vals_elem_var234eb2,0.0,0.0,0.0
vals_elem_var235eb2,1.1102230246251565e-16,0.00029170089114589697,3.8060323376587424e-13
vals_elem_var236eb2,1.6940658945086007e-21,4.713993106455543e-06,3.5936961642745607e-16
vals_elem_var237eb2,1.3234889800848443e-23,9.536659534927541e-08,1.3877909505289894e-16
vals_elem_var238eb2,1.6983010592448722e-17,2.252416250066615e-05,7.539907684446181e-13
vals_elem_var239eb2,7.166745766718635e-18,3.4888643047816033e-07,2.0541772739330603e-11
vals_elem_var240eb2,8.070106404965346e-19,4.338092939612812e-07,1.860288960449434e-12
vals_elem_var241eb2,0.0,0.0,0.0
vals_elem_var242eb2,0.0,0.0,0.0
vals_elem_var243eb2,0.0,0.0,0.0
vals_elem_var244eb2,0.0,0.0,0.0
vals_elem_var245eb2,0.0,0.0,0.0
vals_elem_var246eb2,0.0,0.0,0.0
vals_elem_var247eb2,0.0,0.0,0.0
vals_elem_var248eb2,0.0,0.0,0.0
vals_elem_var249eb2,0.0,0.0,0.0
vals_elem_var250eb2,0.0,0.0,0.0
vals_elem_var251eb2,0.0,0.0,0.0
vals_elem_var252eb2,0.0,0.0,0.0
vals_elem_var253eb2,2.710505431213761e-20,0.0002687713234725725,1.0084801444564683e-16
vals_elem_var254eb2,1.1102272597898928e-16,6.246413011501225e-06,1.7773836884395634e-11
vals_elem_var255eb2,2.220445718378068e-16,5.7084233499324945e-08,3.8897705763261695e-09
vals_elem_var256eb2,9.998376909389761e-18,2.9401814191401943e-05,3.4005986311938585e-13
vals_elem_var257eb2,2.7590285076906117e-17,1.6830753140130417e-07,1.6392781028390941e-10
vals_elem_var258eb2,8.746144575992685e-18,1.0059529575948e-06,8.694387257336989e-12
vals_elem_var259eb2,0.0,0.0,0.0
vals_elem_var260eb2,0.0,0.0,0.0
vals_elem_var261eb2,0.0,0.0,0.0
vals_elem_var262eb2,0.0,0.0,0.0
vals_elem_var263eb2,0.0,0.0,0.0
vals_elem_var264eb2,0.0,0.0,0.0
vals_elem_var265eb2,0.0,0.0,0.0
vals_elem_var266eb2,0.0,0.0,0.0
vals_elem_var267eb2,0.0,0.0,0.0
vals_elem_var268eb2,0.0,0.0,0.0
vals_elem_var269eb2,0.0,0.0,0.0
vals_elem_var270eb2,0.0,0.0,0.0
vals_elem_var271eb2,0.0,0.00025596068382981386,0.0
vals_elem_var272eb2,1.1102230246251565e-16,5.000439599249427e-06,2.2202508451293013e-11
vals_elem_var273eb2,1.1102238187185446e-16,2.2736636917809361e-07,4.882972898462913e-10
vals_elem_var274eb2,5.4616684438957286e-18,2.5480337052666396e-05,2.143483593881342e-13
vals_elem_var275eb2,1.296061263295265e-17,8.300352575243241e-08,1.5614532654443105e-10
vals_elem_var276eb2,9.493148226132173e-18,1.6791572123700784e-07,5.653519608645154e-11
vals_elem_var277eb2,0.0,0.0,0.0
vals_elem_var278eb2,0.0,0.0,0.0
vals_elem_var279eb2,0.0,0.0,0.0
vals_elem_var280eb2,0.0,0.0,0.0
vals_elem_var281eb2,0.0,0.0,0.0
vals_elem_var282eb2,0.0,0.0,0.0
vals_elem_var283eb2,0.0,0.0,0.0
vals_elem_var284eb2,0.0,0.0,0.0
vals_elem_var285eb2,0.0,0.0,0.0
vals_elem_var286eb2,0.0,0.0,0.0
vals_elem_var287eb2,0.0,0.0,0.0
vals_elem_var288eb2,0.0,0.0,0.0
vals_elem_var289eb2,1.1102230246251565e-16,0.0002743312340155798,4.047016478488573e-13
vals_elem_var290eb2,1.110231494954629e-16,5.453165747272083e-06,2.0359393908208576e-11
vals_elem_var291eb2,2.117582368135751e-22,1.6205655271062615e-06,1.3066934552884018e-16
vals_elem_var292eb2,1.9549520422629252e-17,2.4312727904246783e-05,8.040858475290416e-13
vals_elem_var293eb2,2.7854837289135277e-17,6.130214541501874e-07,4.543860104822852e-11
vals_elem_var294eb2,1.8010673315705002e-17,1.3490742889533746e-06,1.3350394016980238e-11
vals_elem_var295eb2,0.0,0.0,0.0
vals_elem_var296eb2,0.0,0.0,0.0
vals_elem_var297eb2,0.0,0.0,0.0
vals_elem_var298eb2,0.0,0.0,0.0
vals_elem_var299eb2,0.0,0.0,0.0
vals_elem_var300eb2,0.0,0.0,0.0
vals_elem_var301eb2,0.0,0.0,0.0
vals_elem_var302eb2,0.0,0.0,0.0
vals_elem_var303eb2,0.0,0.0,0.0
vals_elem_var304eb2,0.0,0.0,0.0
vals_elem_var305eb2,0.0,0.0,0.0
vals_elem_var306eb2,0.0,0.0,0.0
vals_elem_var307eb2,1.1107651257113993e-16,0.0002921673886157619,3.801810773522708e-13
vals_elem_var308eb2,4.235164736271502e-22,4.828837699237924e-06,8.77056757765929e-17
vals_elem_var309eb2,1.0587911840678754e-22,8.949324380745321e-07,1.1830962193591834e-16
vals_elem_var310eb2,2.043721095135176e-17,2.258984332959664e-05,9.047079545069462e-13
vals_elem_var311eb2,1.2629737699594449e-17,3.632209122674347e-07,3.477150481439059e-11
vals_elem_var312eb2,1.0598711510756247e-17,7.368898711280094e-07,1.4383033240139465e-11
vals_elem_var313eb2,0.0,0.0,0.0
vals_elem_var314eb2,0.0,0.0,0.0
vals_elem_var315eb2,0.0,0.0,0.0
vals_elem_var316eb2,0.0,0.0,0.0
vals_elem_var317eb2,0.0,0.0,0.0
vals_elem_var318eb2,0.0,0.0,0.0
vals_elem_var319eb2,0.0,0.0,0.0
vals_elem_var320eb2,0.0,0.0,0.0
vals_elem_var321eb2,0.0,0.0,0.0
vals_elem_var322eb2,0.0,0.0,0.0
vals_elem_var323eb2,0.0,0.0,0.0
vals_elem_var324eb2,0.0,0.0,0.0
vals_elem_var325eb2,0.0,0.00026876310928019426,0.0
vals_elem_var326eb2,1.6940658945086007e-21,6.640164450861072e-06,2.551240872187918e-16
vals_elem_var327eb2,2.220443931667945e-16,5.706381289647144e-07,3.8911594212892964e-10
vals_elem_var328eb2,2.2890218366600212e-17,2.9133617602529987e-05,7.856977694597188e-13
vals_elem_var329eb2,6.364973826477521e-17,1.958686080887393e-07,3.2496140594381705e-10
vals_elem_var330eb2,1.5414887909284995e-17,6.269565019588595e-07,2.4586853890378047e-11
vals_elem_var331eb2,0.0,0.0,0.0
vals_elem_var332eb2,0.0,0.0,0.0
vals_elem_var333eb2,0.0,0.0,0.0
vals_elem_var334eb2,0.0,0.0,0.0
vals_elem_var335eb2,0.0,0.0,0.0
vals_elem_var336eb2,0.0,0.0,0.0
vals_elem_var337eb2,0.0,0.0,0.0
vals_elem_var338eb2,0.0,0.0,0.0
vals_elem_var339eb2,0.0,0.0,0.0
vals_elem_var340eb2,0.0,0.0,0.0
vals_elem_var341eb2,0.0,0.0,0.0
vals_elem_var342eb2,0.0,0.0,0.0
vals_elem_var343eb2,0.0,0.000256088502324579,0.0
vals_elem_var344eb2,8.470329472543003e-22,5.146569497909371e-06,1.645820478278551e-16
vals_elem_var345eb2,0.0,2.551539965076374e-07,0.0
vals_elem_var346eb2,3.037121335675019e-17,2.534006032764383e-05,1.1985454242829016e-12
vals_elem_var347eb2,5.972588129767682e-18,3.4006702768418834e-07,1.7562973306880766e-11
vals_elem_var348eb2,1.327710909931315e-17,3.237104399473214e-07,4.101538739829887e-11
vals_elem_var349eb2,0.0,0.0,0.0
vals_elem_var350eb2,0.0,0.0,0.0
vals_elem_var351eb2,0.0,0.0,0.0
vals_elem_var352eb2,0.0,0.0,0.0
vals_elem_var353eb2,0.0,0.0,0.0
vals_elem_var354eb2,0.0,0.0,0.0
vals_elem_var355eb2,0.0,0.0,0.0
vals_elem_var356eb2,0.0,0.0,0.0
vals_elem_var357eb2,0.0,0.0,0.0
vals_elem_var358eb2,0.0,0.0,0.0
vals_elem_var359eb2,0.0,0.0,0.0
vals_elem_var360eb2,0.0,0.0,0.0
vals_elem_var361eb2,0.0,0.0,0.0
vals_elem_var362eb2,0.0,0.0,0.0
vals_elem_var363eb2,0.0,0.0,0.0
vals_elem_var364eb2,0.0,0.0,0.0
vals_elem_var365eb2,0.0,0.0,0.0
vals_elem_var366eb2,0.0,0.0,0.0
vals_elem_var367eb2,0.0,0.0,0.0
vals_elem_var368eb2,0.0,0.0,0.0
vals_elem_var369eb2,0.0,0.0,0.0
vals_elem_var370eb2,0.0,0.0,0.0
vals_elem_var371eb2,0.0,0.0,0.0
vals_elem_var372eb2,0.0,0.0,0.0
vals_elem_var373eb2,0.0,0.0,0.0
vals_elem_var374eb2,0.0,0.0,0.0
vals_elem_var375eb2,0.0,0.0,0.0
vals_elem_var376eb2,0.0,0.0,0.0
vals_elem_var377eb2,0.0,0.0,0.0
vals_elem_var378eb2,0.0,0.0,0.0
vals_elem_var379eb2,0.0,0.0,0.0
vals_elem_var380eb2,0.0,0.0,0.0
vals_elem_var381eb2,0.0,0.0,0.0
vals_elem_var382eb2,0.0,0.0,0.0
vals_elem_var383eb2,0.0,0.0,0.0
vals_elem_var384eb2,0.0,0.0,0.0
vals_elem_var385eb2,0.0,0.0,0.0
vals_elem_var386eb2,0.0,0.0,0.0
vals_elem_var387eb2,0.0,0.0,0.0
vals_elem_var388eb2,0.0,0.0,0.0
vals_elem_var389eb2,0.0,0.0,0.0
vals_elem_var390eb2,0.0,0.0,0.0
vals_elem_var391eb2,0.0,0.0,0.0
vals_elem_var392eb2,0.0,0.0,0.0
vals_elem_var393eb2,0.0,0.0,0.0
vals_elem_var394eb2,0.0,0.0,0.0
vals_elem_var395eb2,0.0,0.0,0.0
vals_elem_var396eb2,0.0,0.0,0.0
vals_elem_var397eb2,0.0,0.0,0.0
vals_elem_var398eb2,0.0,0.0,0.0
vals_elem_var399eb2,0.0,0.0,0.0
vals_elem_var400eb2,0.0,0.0,0.0
vals_elem_var401eb2,0.0,0.0,0.0
vals_elem_var402eb2,0.0,0.0,0.0
vals_elem_var403eb2,0.0,0.0,0.0
vals_elem_var404eb2,0.0,0.0,0.0
vals_elem_var405eb2,0.0,0.0,0.0
vals_elem_var406eb2,0.0,0.0,0.0
vals_elem_var407eb2,0.0,0.0,0.0
vals_elem_var408eb2,0.0,0.0,0.0
vals_elem_var409eb2,0.0,0.0,0.0
vals_elem_var410eb2,0.0,0.0,0.0
vals_elem_var411eb2,0.0,0.0,0.0
vals_elem_var412eb2,0.0,0.0,0.0
vals_elem_var413eb2,0.0,0.0,0.0
vals_elem_var414eb2,0.0,0.0,0.0
vals_elem_var415eb2,0.0,0.0,0.0
vals_elem_var416eb2,0.0,0.0,0.0
vals_elem_var417eb2,0.0,0.0,0.0
vals_elem_var418eb2,0.0,0.0,0.0
vals_elem_var419eb2,0.0,0.0,0.0
vals_elem_var420eb2,0.0,0.0,0.0
vals_elem_var421eb2,0.0,0.0,0.0
vals_elem_var422eb2,0.0,0.0,0.0
vals_elem_var423eb2,0.0,0.0,0.0
vals_elem_var424eb2,0.0,0.0,0.0
vals_elem_var425eb2,0.0,0.0,0.0
vals_elem_var426eb2,0.0,0.0,0.0
vals_elem_var427eb2,0.0,0.0,0.0
vals_elem_var428eb2,0.0,0.0,0.0
vals_elem_var429eb2,0.0,0.0,0.0
vals_elem_var430eb2,0.0,0.0,0.0
vals_elem_var431eb2,0.0,0.0,0.0
vals_elem_var432eb2,0.0,0.0,0.0
vals_elem_var433eb2,0.0,0.0,0.0
vals_elem_var434eb2,0.0,0.0,0.0
vals_elem_var435eb2,0.0,0.0,0.0
vals_elem_var436eb2,0.0,0.0,0.0
vals_elem_var437eb2,0.0,0.0,0.0
vals_elem_var438eb2,0.0,0.0,0.0
vals_elem_var439eb2,0.0,0.0,0.0
vals_elem_var440eb2,0.0,0.0,0.0
vals_elem_var441eb2,0.0,0.0,0.0
vals_elem_var442eb2,0.0,0.0,0.0
vals_elem_var443eb2,0.0,0.0,0.0
vals_elem_var444eb2,0.0,0.0,0.0
vals_elem_var445eb2,0.0,0.0,0.0
vals_elem_var446eb2,0.0,0.0,0.0
vals_elem_var447eb2,0.0,0.0,0.0
vals_elem_var448eb2,0.0,0.0,0.0
vals_elem_var449eb2,0.0,0.0,0.0
vals_elem_var450eb2,0.0,0.0,0.0
vals_elem_var451eb2,0.0,0.0,0.0
vals_elem_var452eb2,0.0,0.0,0.0
vals_elem_var453eb2,0.0,0.0,0.0
vals_elem_var454eb2,0.0,0.0,0.0
vals_elem_var455eb2,0.0,0.0,0.0
vals_elem_var456eb2,0.0,0.0,0.0
vals_elem_var457eb2,0.0,0.0,0.0
vals_elem_var458eb2,0.0,0.0,0.0
vals_elem_var459eb2,0.0,0.0,0.0
vals_elem_var460eb2,0.0,0.0,0.0
vals_elem_var461eb2,0.0,0.0,0.0
vals_elem_var462eb2,0.0,0.0,0.0
vals_elem_var463eb2,0.0,0.0,0.0
vals_elem_var464eb2,0.0,0.0,0.0
vals_elem_var465eb2,0.0,0.0,0.0
vals_elem_var466eb2,0.0,0.0,0.0
vals_elem_var467eb2,0.0,0.0,0.0
vals_elem_var468eb2,0.0,0.0,0.0
vals_elem_var469eb2,0.0,0.0,0.0
vals_elem_var470eb2,0.0,0.0,0.0
vals_elem_var471eb2,0.0,0.0,0.0
vals_elem_var472eb2,0.0,0.0,0.0
vals_elem_var473eb2,0.0,0.0,0.0
vals_elem_var474eb2,0.0,0.0,0.0
vals_elem_var475eb2,0.0,0.0,0.0
vals_elem_var476eb2,0.0,0.0,0.0
vals_elem_var477eb2,0.0,0.0,0.0
vals_elem_var478eb2,0.0,0.0,0.0
vals_elem_var479eb2,0.0,0.0,0.0
vals_elem_var480eb2,0.0,0.0,0.0
vals_elem_var481eb2,0.0,0.0,0.0
vals_elem_var482eb2,0.0,0.0,0.0
vals_elem_var483eb2,0.0,0.0,0.0
vals_elem_var484eb2,0.0,0.0,0.0
vals_elem_var485eb2,0.0,0.0,0.0
vals_elem_var486eb2,0.0,0.0,0.0
vals_elem_var487eb2,0.0,0.0,0.0
vals_elem_var488eb2,0.0,0.0,0.0
vals_elem_var489eb2,0.0,0.0,0.0
vals_elem_var490eb2,0.0,0.0,0.0
vals_elem_var491eb2,0.0,0.0,0.0
vals_elem_var492eb2,0.0,0.0,0.0
vals_elem_var493eb2,0.0,0.0,0.0
vals_elem_var494eb2,0.0,0.0,0.0
vals_elem_var495eb2,0.0,0.0,0.0
vals_elem_var496eb2,0.0,0.0,0.0
vals_elem_var497eb2,0.0,0.0,0.0
vals_elem_var498eb2,0.0,0.0,0.0
vals_elem_var499eb2,0.0,0.0,0.0
vals_elem_var500eb2,0.0,0.0,0.0
vals_elem_var501eb2,0.0,0.0,0.0
vals_elem_var502eb2,0.0,0.0,0.0
vals_elem_var503eb2,0.0,0.0,0.0
vals_elem_var504eb2,0.0,0.0,0.0
vals_elem_var505eb2,0.0,0.0,0.0
vals_elem_var506eb2,0.0,0.0,0.0
vals_elem_var507eb2,0.0,0.0,0.0
vals_elem_var508eb2,0.0,0.0,0.0
vals_elem_var509eb2,0.0,0.0,0.0
vals_elem_var510eb2,0.0,0.0,0.0
vals_elem_var511eb2,0.0,0.0,0.0
vals_elem_var512eb2,0.0,0.0,0.0
vals_elem_var513eb2,0.0,0.0,0.0
vals_elem_var514eb2,0.0,0.0,0.0
vals_elem_var515eb2,0.0,0.0,0.0
vals_elem_var516eb2,0.0,0.0,0.0
vals_elem_var517eb2,0.0,0.0,0.0
vals_elem_var518eb2,0.0,0.0,0.0
vals_elem_var519eb2,0.0,0.0,0.0
vals_elem_var520eb2,0.0,0.0,0.0
vals_elem_var521eb2,0.0,0.0,0.0
vals_elem_var522eb2,0.0,0.0,0.0
vals_elem_var523eb2,0.0,0.0,0.0
vals_elem_var524eb2,0.0,0.0,0.0
vals_elem_var525eb2,0.0,0.0,0.0
vals_elem_var526eb2,0.0,0.0,0.0
vals_elem_var527eb2,0.0,0.0,0.0
vals_elem_var528eb2,0.0,0.0,0.0
vals_elem_var529eb2,0.0,0.0,0.0
vals_elem_var530eb2,0.0,0.0,0.0
vals_elem_var531eb2,0.0,0.0,0.0
vals_elem_var532eb2,0.0,0.0,0.0
vals_elem_var533eb2,0.0,0.0,0.0
vals_elem_var534eb2,0.0,0.0,0.0
vals_elem_var535eb2,0.0,0.0,0.0
vals_elem_var536eb2,0.0,0.0,0.0
vals_elem_var537eb2,0.0,0.0,0.0
vals_elem_var538eb2,0.0,0.0,0.0
vals_elem_var539eb2,0.0,0.0,0.0
vals_elem_var540eb2,0.0,0.0,0.0
vals_elem_var541eb2,0.0,0.0,0.0
vals_elem_var542eb2,0.0,0.0,0.0
vals_elem_var543eb2,0.0,0.0,0.0
vals_elem_var544eb2,0.0,0.0,0.0
vals_elem_var545eb2,0.0,0.0,0.0
vals_elem_var546eb2,0.0,0.0,0.0
vals_elem_var547eb2,0.0,0.0,0.0
vals_elem_var548eb2,0.0,0.0,0.0
vals_elem_var549eb2,0.0,0.0,0.0
vals_elem_var550eb2,0.0,0.0,0.0
vals_elem_var551eb2,0.0,0.0,0.0
vals_elem_var552eb2,0.0,0.0,0.0
vals_elem_var553eb2,0.0,0.0,0.0
vals_elem_var554eb2,0.0,0.0,0.0
vals_elem_var555eb2,0.0,0.0,0.0
vals_elem_var556eb2,0.0,0.0,0.0
vals_elem_var557eb2,0.0,0.0,0.0
vals_elem_var558eb2,0.0,0.0,0.0
vals_elem_var559eb2,0.0,0.0,0.0
vals_elem_var560eb2,0.0,0.0,0.0
vals_elem_var561eb2,0.0,0.0,0.0
vals_elem_var562eb2,0.0,0.0,0.0
vals_elem_var563eb2,0.0,0.0,0.0
vals_elem_var564eb2,0.0,0.0,0.0
vals_elem_var565eb2,0.0,0.0,0.0
vals_elem_var566eb2,0.0,0.0,0.0
vals_elem_var567eb2,0.0,0.0,0.0
vals_elem_var568eb2,0.0,0.0,0.0
vals_elem_var569eb2,0.0,0.0,0.0
vals_elem_var570eb2,0.0,0.0,0.0
vals_elem_var571eb2,0.0,0.0,0.0
vals_elem_var572eb2,0.0,0.0,0.0
vals_elem_var573eb2,0.0,0.0,0.0
vals_elem_var574eb2,0.0,0.0,0.0
vals_elem_var575eb2,0.0,0.0,0.0
vals_elem_var576eb2,0.0,0.0,0.0
vals_elem_var577eb2,0.0,0.0,0.0
vals_elem_var578eb2,0.0,0.0,0.0
vals_elem_var579eb2,0.0,0.0,0.0
vals_elem_var580eb2,0.0,0.0,0.0
vals_elem_var581eb2,0.0,0.0,0.0
vals_elem_var582eb2,0.0,0.0,0.0
vals_elem_var583eb2,0.0,0.0,0.0
vals_elem_var584eb2,0.0,0.0,0.0
vals_elem_var585eb2,0.0,0.0,0.0
vals_elem_var586eb2,0.0,0.0,0.0
vals_elem_var587eb2,0.0,0.0,0.0
vals_elem_var588eb2,0.0,0.0,0.0
vals_elem_var589eb2,0.0,0.0,0.0
vals_elem_var590eb2,0.0,0.0,0.0
vals_elem_var591eb2,0.0,0.0,0.0
vals_elem_var592eb2,0.0,0.0,0.0
vals_elem_var593eb2,0.0,0.0,0.0
vals_elem_var594eb2,0.0,0.0,0.0
vals_elem_var595eb2,0.0,0.0,0.0
vals_elem_var596eb2,0.0,0.0,0.0
vals_elem_var597eb2,0.0,0.0,0.0
vals_elem_var598eb2,0.0,0.0,0.0
vals_elem_var599eb2,0.0,0.0,0.0
vals_elem_var600eb2,0.0,0.0,0.0
vals_elem_var601eb2,0.0,0.0,0.0
vals_elem_var602eb2,0.0,0.0,0.0
vals_elem_var603eb2,0.0,0.0,0.0
vals_elem_var604eb2,0.0,0.0,0.0
vals_elem_var605eb2,0.0,0.0,0.0
vals_elem_var606eb2,0.0,0.0,0.0
vals_elem_var607eb2,0.0,0.0,0.0
vals_elem_var608eb2,0.0,0.0,0.0
vals_elem_var609eb2,0.0,0.0,0.0
vals_elem_var610eb2,0.0,0.0,0.0
vals_elem_var611eb2,0.0,0.0,0.0
vals_elem_var612eb2,0.0,0.0,0.0
vals_elem_var613eb2,0.0,0.0,0.0
vals_elem_var614eb2,0.0,0.0,0.0
vals_elem_var615eb2,0.0,0.0,0.0
vals_elem_var616eb2,0.0,0.0,0.0
vals_elem_var617eb2,0.0,0.0,0.0
vals_elem_var618eb2,0.0,0.0,0.0
vals_elem_var619eb2,0.0,0.0,0.0
vals_elem_var620eb2,0.0,0.0,0.0
vals_elem_var621eb2,0.0,0.0,0.0
vals_elem_var622eb2,0.0,0.0,0.0
vals_elem_var623eb2,0.0,0.0,0.0
vals_elem_var624eb2,0.0,0.0,0.0
vals_elem_var625eb2,0.0,0.0,0.0
vals_elem_var626eb2,0.0,0.0,0.0
vals_elem_var627eb2,0.0,0.0,0.0
vals_elem_var628eb2,0.0,0.0,0.0
vals_elem_var629eb2,0.0,0.0,0.0
vals_elem_var630eb2,0.0,0.0,0.0
vals_elem_var631eb2,0.0,0.0,0.0
vals_elem_var632eb2,0.0,0.0,0.0
vals_elem_var633eb2,0.0,0.0,0.0
vals_elem_var634eb2,0.0,0.0,0.0
vals_elem_var635eb2,0.0,0.0,0.0
vals_elem_var636eb2,0.0,0.0,0.0
vals_elem_var637eb2,0.0,0.0,0.0
vals_elem_var638eb2,0.0,0.0,0.0
vals_elem_var639eb2,0.0,0.0,0.0
vals_elem_var640eb2,0.0,0.0,0.0
vals_elem_var641eb2,0.0,0.0,0.0
vals_elem_var642eb2,0.0,0.0,0.0
vals_elem_var643eb2,0.0,0.0,0.0
vals_elem_var644eb2,0.0,0.0,0.0
vals_elem_var645eb2,0.0,0.0,0.0
vals_elem_var646eb2,0.0,0.0,0.0
vals_elem_var647eb2,0.0,0.0,0.0
vals_elem_var648eb2,0.0,0.0,0.0
vals_elem_var649eb2,0.0,0.0,0.0
vals_elem_var650eb2,0.0,0.0,0.0
vals_elem_var651eb2,0.0,0.0,0.0
vals_elem_var652eb2,0.0,0.0,0.0
vals_elem_var653eb2,0.0,0.0,0.0
vals_elem_var654eb2,0.0,0.0,0.0
vals_elem_var655eb2,0.0,0.0,0.0
vals_elem_var656eb2,0.0,0.0,0.0
vals_elem_var657eb2,0.0,0.0,0.0
vals_elem_var658eb2,0.0,0.0,0.0
vals_elem_var659eb2,0.0,0.0,0.0
vals_elem_var660eb2,0.0,0.0,0.0
vals_elem_var661eb2,0.0,0.0,0.0
vals_elem_var662eb2,0.0,0.0,0.0
vals_elem_var663eb2,0.0,0.0,0.0
vals_elem_var664eb2,0.0,0.0,0.0
vals_elem_var665eb2,0.0,0.0,0.0
vals_elem_var666eb2,0.0,0.0,0.0
vals_elem_var667eb2,0.0,0.0,0.0
vals_elem_var668eb2,0.0,0.0,0.0
vals_elem_var669eb2,0.0,0.0,0.0
vals_elem_var670eb2,0.0,0.0,0.0
vals_elem_var671eb2,0.0,0.0,0.0
vals_elem_var672eb2,0.0,0.0,0.0
vals_elem_var673eb2,0.0,0.0,0.0
vals_elem_var674eb2,0.0,0.0,0.0
vals_elem_var675eb2,0.0,0.0,0.0
vals_elem_var676eb2,0.0,0.0,0.0
vals_elem_var677eb2,0.0,0.0,0.0
vals_elem_var678eb2,0.0,0.0,0.0
vals_elem_var679eb2,0.0,0.0,0.0
vals_elem_var680eb2,0.0,0.0,0.0
vals_elem_var681eb2,0.0,0.0,0.0
vals_elem_var682eb2,0.0,0.0,0.0
vals_elem_var683eb2,0.0,0.0,0.0
vals_elem_var684eb2,0.0,0.0,0.0
vals_elem_var685eb2,0.0,0.0,0.0
vals_elem_var686eb2,0.0,0.0,0.0
vals_elem_var687eb2,0.0,0.0,0.0
vals_elem_var688eb2,0.0,0.0,0.0
vals_elem_var689eb2,0.0,0.0,0.0
vals_elem_var690eb2,0.0,0.0,0.0
vals_elem_var691eb2,0.0,0.0,0.0
vals_elem_var692eb2,0.0,0.0,0.0
vals_elem_var693eb2,0.0,0.0,0.0
vals_elem_var694eb2,0.0,0.0,0.0
vals_elem_var695eb2,0.0,0.0,0.0
vals_elem_var696eb2,0.0,0.0,0.0
vals_elem_var697eb2,0.0,0.0,0.0
vals_elem_var698eb2,0.0,0.0,0.0
vals_elem_var699eb2,0.0,0.0,0.0
vals_elem_var700eb2,0.0,0.0,0.0
vals_elem_var701eb2,0.0,0.0,0.0
vals_elem_var702eb2,0.0,0.0,0.0
vals_elem_var703eb2,0.0,1.2113248654051876,0.0
vals_elem_var704eb2,2.220446049250313e-16,1.3691365083172233,1.6217857282758577e-16
vals_elem_var705eb2,0.0,0.2113248994350668,0.0
vals_elem_var706eb2,0.0,1.7886751345948133,0.0
vals_elem_var707eb2,5.551115123125783e-17,1.369172657578545,4.054357273642337e-17
vals_elem_var708eb2,2.7755575615628914e-17,0.21132487617512705,1.313407873128367e-16
vals_elem_var709eb2,0.0,1.2113248654051876,0.0
vals_elem_var710eb2,1.1102230246251565e-16,1.8310147254366287,6.063430343851603e-17
vals_elem_var711eb2,2.7755575615628914e-17,0.21132487208770873,1.313407898532132e-16
vals_elem_var712eb2,0.0,1.788675134594813,0.0
vals_elem_var713eb2,0.0,1.8310527050653964,0.0
vals_elem_var714eb2,2.7755575615628914e-17,0.21132489076238878,1.313407782466901e-16
vals_elem_var715eb2,0.0,1.2113248654051874,0.0
vals_elem_var716eb2,2.220446049250313e-16,1.369136461698055,1.6217857834977469e-16
vals_elem_var717eb2,1.1102230246251565e-16,0.7886757481042267,1.407705292439696e-16
vals_elem_var718eb2,0.0,1.7886751345948133,0.0
vals_elem_var719eb2,0.0,1.3691726339709993,0.0
vals_elem_var720eb2,0.0,0.7886752018035273,0.0
vals_elem_var721eb2,0.0,1.2113248654051874,0.0
vals_elem_var722eb2,1.1102230246251565e-16,1.8310145940050628,6.063430779089065e-17
vals_elem_var723eb2,0.0,0.7886752828115574,0.0
vals_elem_var724eb2,0.0,1.7886751345948133,0.0
vals_elem_var725eb2,2.220446049250313e-16,1.8310526754302232,1.2126609349065277e-16
vals_elem_var726eb2,1.1102230246251565e-16,0.788675134594813,1.4077063874919056e-16
vals_elem_var727eb2,0.0,0.0,0.0
vals_elem_var728eb2,0.0,0.0,0.0
vals_elem_var729eb2,0.0,0.0,0.0
vals_elem_var730eb2,0.0,0.0,0.0
vals_elem_var731eb2,0.0,0.0,0.0
vals_elem_var732eb2,0.0,0.0,0.0
vals_elem_var733eb2,0.0,0.0,0.0
vals_elem_var734eb2,0.0,0.0,0.0
vals_elem_var735eb2,0.0,0.0,0.0
vals_elem_var736eb2,0.0,0.0,0.0
vals_elem_var737eb2,0.0,0.0,0.0
vals_elem_var738eb2,0.0,0.0,0.0
vals_elem_var739eb2,0.0,0.0,0.0
vals_elem_var740eb2,0.0,0.0,0.0
vals_elem_var741eb2,0.0,0.0,0.0
vals_elem_var742eb2,0.0,0.0,0.0
vals_elem_var743eb2,0.0,0.0,0.0
vals_elem_var744eb2,0.0,0.0,0.0
vals_elem_var745eb2,0.0,0.0,0.0
vals_elem_var746eb2,0.0,0.0,0.0
vals_elem_var747eb2,0.0,0.0,0.0
vals_elem_var748eb2,0.0,0.0,0.0
vals_elem_var749eb2,0.0,0.0,0.0
vals_elem_var750eb2,0.0,0.0,0.0
vals_elem_var751eb2,0.0,0.0,0.0
vals_elem_var752eb2,0.0,0.0,0.0
vals_elem_var753eb2,0.0,0.0,0.0
vals_elem_var754eb2,0.0,0.0,0.0
vals_elem_var755eb2,0.0,0.0,0.0
vals_elem_var756eb2,0.0,0.0,0.0
vals_elem_var757eb2,0.0,0.0,0.0
vals_elem_var758eb2,0.0,0.0,0.0
vals_elem_var759eb2,0.0,0.0,0.0
vals_elem_var760eb2,0.0,0.0,0.0
vals_elem_var761eb2,0.0,0.0,0.0
