disp_x,disp_y,disp_z,id,x,y,z
-9.999999747378752e-06,7.487349762413942e-07,1.274246642424259e-06,73,2,0.6000000238418579,1
-7.441415618814062e-06,1.529905830466305e-06,1.278763761547452e-06,74,1.5,1.200000047683716,1
-4.912329586659325e-06,7.623254418831493e-07,1.266544700229133e-06,75,1,0.6000000238418579,1
-9.999999747378752e-06,2.549694499975885e-06,-0,76,2,2,0
-5.037510163674597e-06,2.475829205650371e-06,0,77,1,2,4.125053004366027e-32
-9.999999747378752e-06,2.558775122452062e-06,1.258905513168429e-06,78,2,2,1
-5.040050837123999e-06,2.49062600232719e-06,1.241380005012616e-06,79,1,2,1
-9.999999747378752e-06,2.052026275123353e-06,-0,80,2,1.600000023841858,0
-7.507329428335652e-06,2.545441248003044e-06,-0,81,1.5,2,0
-4.950720267515862e-06,1.992363195313374e-06,0,82,1,1.600000023841858,-4.123017048150403e-34
-9.999999747378752e-06,2.552430714786169e-06,6.290683813858777e-07,83,2,2,0.5
-5.026536655350355e-06,2.475938117640908e-06,6.244592327675491e-07,84,1,2,0.5
-9.999999747378752e-06,2.060472070297692e-06,1.266231834051723e-06,85,2,1.600000023841858,1
-7.50866729504196e-06,2.558137566666119e-06,1.251225512532983e-06,86,1.5,2,1
-4.952018571202643e-06,2.003304643949377e-06,1.262329419660091e-06,87,1,1.600000023841858,1
