step,input_local_node,input_label,output_local_node,output_label,closure_delta_m,copen_m,cpress_pa,cnormf_x_n,cnormf_y_n,cnormf_z_n
S5_MINUS,5,32,7,40,-1e-06,-9.979718574811145e-05,9989.334698377486,3323.831376090171,-1.815858168599057e-13,3.106829961271885e-13
S5_MINUS,5,32,8,33,-1e-06,-9.968663194444447e-05,9972.01517489712,3322.046442164348,-3.776358300705194e-13,3.12519571430346e-13
S6_PLUS,6,36,1,21,1e-06,-0.0001000418124961301,10010.66530162251,-836.9499154581159,1.352052772557681e-13,-3.494942667180548e-14
S6_PLUS,6,36,2,24,1e-06,-0.000100357428759014,10045.30434858325,-835.9874702713864,6.882423380325267e-14,-7.248359130637303e-14
S6_PLUS,6,36,3,28,1e-06,-0.000100357428759014,10045.30434858325,-835.9874702713865,6.909023739220156e-14,-6.391611768586816e-14
S6_PLUS,6,36,4,25,1e-06,-0.0001000418124961301,10010.66530162251,-836.9499154581159,1.654695804403049e-14,-1.152838981192007e-13
S6_PLUS,6,36,5,32,1e-06,-0.0001003133680555556,10027.98482510288,3344.620224502318,-4.390390064447099e-13,4.883391231784844e-13
S6_PLUS,6,36,6,36,1e-06,-0.0001006107531349428,10045.30434858325,3347.132365211208,-3.346596738371916e-13,4.259926557921368e-13
S6_PLUS,6,36,7,40,1e-06,-0.0001003133680555555,10027.98482510288,3344.620224502318,-1.828979507365656e-13,3.1290868232023e-13
S6_PLUS,6,36,8,33,1e-06,-0.0001002028142518886,10010.66530162251,3342.835290576495,-3.802161856466938e-13,3.148218829704663e-13
S6_MINUS,6,36,1,21,-1e-06,-9.995818750386993e-05,9989.334698377488,-829.7167512085501,1.346265305284678e-13,-3.414254646889833e-14
S6_MINUS,6,36,2,24,-1e-06,-9.964257124098604e-05,9954.69565141675,-830.6791963952799,6.836037339415067e-14,-7.199144105497622e-14
S6_MINUS,6,36,3,28,-1e-06,-9.964257124098604e-05,9954.69565141675,-830.6791963952797,6.879272755773642e-14,-6.345396600704579e-14
S6_MINUS,6,36,4,25,-1e-06,-9.995818750386994e-05,9989.334698377486,-829.7167512085501,1.576842444705773e-14,-1.14306520906144e-13
S6_MINUS,6,36,5,32,-1e-06,-9.968663194444448e-05,9972.015174897118,3322.046442164348,-4.359314578530871e-13,4.850814978794369e-13
S6_MINUS,6,36,6,36,-1e-06,-9.938924686505724e-05,9954.69565141675,3319.534301455458,-3.318620798168059e-13,4.223140492758172e-13
S6_MINUS,6,36,7,40,-1e-06,-9.968663194444443e-05,9972.015174897118,3322.046442164348,-1.819524565385589e-13,3.105234031194176e-13
S6_MINUS,6,36,8,33,-1e-06,-9.979718574811151e-05,9989.334698377486,3323.831376090172,-3.782829543523284e-13,3.129217675897832e-13
S7_PLUS,7,40,1,21,1e-06,-0.0001000418124961301,10010.66530162251,-836.949915458116,1.349828831669935e-13,-3.48288123597202e-14
S7_PLUS,7,40,2,24,1e-06,-0.0001000418124961301,10010.66530162251,-836.9499154581159,6.863823616153191e-14,-7.251112996290432e-14
S7_PLUS,7,40,3,28,1e-06,-0.000100357428759014,10045.30434858325,-835.9874702713864,6.895034436853774e-14,-6.379332053863801e-14
S7_PLUS,7,40,4,25,1e-06,-0.000100357428759014,10045.30434858325,-835.9874702713864,1.600703754099766e-14,-1.150625385188891e-13
S7_PLUS,7,40,5,32,1e-06,-0.0001002028142518886,10010.66530162251,3342.835290576495,-4.38324618926555e-13,4.87743357121596e-13
S7_PLUS,7,40,6,36,1e-06,-0.0001003133680555556,10027.98482510288,3344.620224502318,-3.337336239260021e-13,4.253459921343832e-13
S7_PLUS,7,40,7,40,1e-06,-0.0001006107531349427,10045.30434858325,3347.132365211208,-1.82160143029023e-13,3.127842157510152e-13
S7_PLUS,7,40,8,33,1e-06,-0.0001003133680555556,10027.98482510288,3344.620224502318,-3.799978687944942e-13,3.146271737530861e-13
S7_MINUS,7,40,1,21,-1e-06,-9.995818750386993e-05,9989.33469837749,-829.7167512085502,1.348489246172425e-13,-3.426316078098361e-14
S7_MINUS,7,40,2,24,-1e-06,-9.995818750386993e-05,9989.334698377488,-829.7167512085504,6.854637103587144e-14,-7.196390239844492e-14
S7_MINUS,7,40,3,28,-1e-06,-9.964257124098604e-05,9954.69565141675,-830.6791963952801,6.893262058140028e-14,-6.3576763154276e-14
S7_MINUS,7,40,4,25,-1e-06,-9.964257124098604e-05,9954.69565141675,-830.67919639528,1.630834495009059e-14,-1.145278805064555e-13
S7_MINUS,7,40,5,32,-1e-06,-9.979718574811152e-05,9989.33469837749,3323.831376090172,-4.36645845371242e-13,4.856772639363253e-13
S7_MINUS,7,40,6,36,-1e-06,-9.968663194444445e-05,9972.015174897118,3322.046442164348,-3.327881297279955e-13,4.229607129335709e-13
S7_MINUS,7,40,7,40,-1e-06,-9.938924686505723e-05,9954.69565141675,3319.534301455458,-1.826902642461015e-13,3.106478696886326e-13
S7_MINUS,7,40,8,33,-1e-06,-9.968663194444448e-05,9972.01517489712,3322.046442164349,-3.785012712045282e-13,3.131164768071636e-13
S8_PLUS,8,33,1,21,1e-06,-0.000100357428759014,10045.30434858325,-835.9874702713864,1.354227748223246e-13,-3.455223962666628e-14
S8_PLUS,8,33,2,24,1e-06,-0.0001000418124961301,10010.66530162251,-836.9499154581159,6.892304504872993e-14,-7.24953963485937e-14
S8_PLUS,8,33,3,28,1e-06,-0.0001000418124961301,10010.66530162251,-836.949915458116,6.946152436618154e-14,-6.396151223896455e-14
S8_PLUS,8,33,4,25,1e-06,-0.000100357428759014,10045.30434858325,-835.9874702713864,1.619526804989521e-14,-1.150743380130093e-13
S8_PLUS,8,33,5,32,1e-06,-0.0001003133680555556,10027.98482510288,3344.620224502318,-4.390989720778902e-13,4.880625643787395e-13
S8_PLUS,8,33,6,36,1e-06,-0.0001002028142518885,10010.66530162251,3342.835290576494,-3.342274924741814e-13,4.251034102243185e-13
S8_PLUS,8,33,7,40,1e-06,-0.0001003133680555555,10027.98482510288,3344.620224502318,-1.831735024325453e-13,3.12471391192785e-13
S8_PLUS,8,33,8,33,1e-06,-0.0001006107531349428,10045.30434858325,3347.132365211208,-3.811086424041474e-13,3.147726156369224e-13
S8_MINUS,8,33,1,21,-1e-06,-9.964257124098604e-05,9954.695651416754,-830.6791963952799,1.344090329619114e-13,-3.453973351403752e-14
S8_MINUS,8,33,2,24,-1e-06,-9.995818750386994e-05,9989.334698377486,-829.7167512085501,6.826156214867341e-14,-7.197963601275553e-14
S8_MINUS,8,33,3,28,-1e-06,-9.995818750386994e-05,9989.334698377486,-829.7167512085502,6.842144058375647e-14,-6.340857145394943e-14
S8_MINUS,8,33,4,25,-1e-06,-9.964257124098604e-05,9954.695651416752,-830.6791963952796,1.612011444119301e-14,-1.145160810123354e-13
S8_MINUS,8,33,5,32,-1e-06,-9.968663194444448e-05,9972.01517489712,3322.046442164349,-4.358714922199069e-13,4.853580566791818e-13
S8_MINUS,8,33,6,36,-1e-06,-9.979718574811148e-05,9989.334698377486,3323.831376090171,-3.322942611798162e-13,4.232032948436355e-13
S8_MINUS,8,33,7,40,-1e-06,-9.968663194444441e-05,9972.015174897118,3322.046442164348,-1.816769048425793e-13,3.109606942468626e-13
S8_MINUS,8,33,8,33,-1e-06,-9.938924686505728e-05,9954.695651416754,3319.534301455459,-3.773904975948748e-13,3.129710349233273e-13
