case,stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ivol_m3
coarse,1,10000000,2,3,1.211324865405185,-0.0211324865405185,0.05283121635129626,344.9956058978615,-9.839749509425269e-14,10800.35152817108,1.434981885050448e-12,-179934770.0837561,80512572.96264675,-100288483.0820101,18439778.9000411,5618876.665296999,70794806.85688142,0.0005716478259946347,0.003349752818489598,0.001421208220679925,0.0003933819498675434,0.0001198693688596693,0.001510289212946804,0.003125000000000001
coarse,1,10000000,2,4,1.788675134594815,-0.0211324865405185,0.05283121635129626,344.9956058978615,-9.839749509425269e-14,10800.35152817107,-5.159047213959175e-13,-92888629.74598104,-3677681.068151169,-103144369.3889877,-29974147.29315396,5618876.665297039,39997284.54835045,0.00150013998959757,0.002451723442161088,0.001390745433405498,-0.0006394484755872845,0.0001198693688596702,0.0008532754036981431,0.003125000000000001
coarse,1,10000000,2,5,1.211324865405185,-0.07886751345948151,0.1971687836487038,480,1.660586050581329e-13,10800.35152817108,1.915919986249639e-12,-211236810.2483335,39527747.55943017,-28001617.51421629,27001598.61846967,-8698628.896150155,-70794806.85688148,0.000237759397572476,0.002912581347521955,0.002192268120069726,0.0005760341038606863,-0.0001855707497845366,-0.001510289212946805,0.003125000000000002
coarse,1,10000000,2,6,1.788675134594815,-0.07886751345948151,0.1971687836487037,480,1.462976109064785e-13,10800.35152817108,-1.171656135977393e-12,-107765324.6793421,-28237161.24015184,-63708194.2836268,-21412327.57472541,-8698628.896150205,-39997284.54835059,0.00134145524364172,0.002189755653659749,0.001811397967862683,-0.0004567963215941421,-0.0001855707497845377,-0.000853275403698146,0.003125000000000001
coarse,1,10000000,2,7,1.211324865405185,-0.0211324865405185,0.1971687836487038,344.9956058978615,9.600187962385215e-14,10800.35152817108,-6.783161206893737e-14,-179934770.0837562,80512572.96264657,-100288483.0820102,18439778.90004095,-5618876.665297073,-70794806.85688141,0.0005716478259946343,0.003349752818489597,0.001421208220679925,0.0003933819498675404,-0.0001198693688596709,-0.001510289212946803,0.003125
coarse,1,10000000,2,8,1.788675134594815,-0.0211324865405185,0.1971687836487038,344.9956058978615,9.600187962385215e-14,10800.35152817108,-8.223223734457673e-13,-92888629.74598099,-3677681.068151467,-103144369.3889877,-29974147.29315404,-5618876.665297088,-39997284.54835062,0.00150013998959757,0.002451723442161085,0.001390745433405499,-0.0006394484755872862,-0.0001198693688596712,-0.0008532754036981467,0.003125
coarse,1,10000000,3,1,0.2113248654051851,0.0211324865405185,0.05283121635129626,344.9956058978615,1.598721155460225e-14,10798.94541548676,6.224354365258478e-12,194298179.3966012,-11698855.57351691,78272173.38240093,31067298.29373186,-7526232.782386064,35226084.25652719,0.001029115540912196,-0.0003098651863935724,0.0002749465018198936,0.0004038748778185142,-9.784102617101883e-05,0.0004579390953348535,0.003125000000000001
coarse,1,10000000,3,2,0.7886751345948151,0.0211324865405185,0.05283121635129626,344.9956058978615,-4.030109579389318e-13,10798.94541548677,2.478017790963349e-13,138054777.6764348,-19631776.65136441,142448496.1804149,-36455371.00053165,-7526232.782386373,64541204.30796175,0.0006635334297311138,-0.0003614291733995812,0.0006920926000069843,-0.0004739198230069115,-9.784102617102286e-05,0.0008390356560035027,0.003125000000000001
coarse,1,10000000,3,3,0.211324865405185,0.07886751345948151,0.05283121635129626,300,-3.623767952376511e-13,10798.94541548676,5.968558980384842e-13,204082401.7608472,11589900.64958184,45199194.79505622,33482822.32584781,-4594720.77724248,35226084.25652716,0.001092712986279794,-0.0001584882709434306,5.997214100215289e-05,0.0004352766902360216,-5.973137010415224e-05,0.000457939095334853,0.003125000000000001
coarse,1,10000000,3,4,0.7886751345948151,0.07886751345948151,0.05283121635129626,300,-3.623767952376511e-13,10798.94541548676,1.449507180950604e-12,163473730.7347791,19291710.26583286,78106056.20487311,-34039846.96841567,-4594720.777242623,64541204.30796185,0.0008287566246103524,-0.0001084265084377988,0.0002738667401659629,-0.0004425180105894037,-5.973137010415411e-05,0.0008390356560035041,0.003125000000000001
coarse,1,10000000,3,5,0.211324865405185,0.0211324865405185,0.1971687836487038,344.9956058978615,-3.037570195374428e-13,10798.94541548677,1.566746732351021e-12,194298179.3966012,-11698855.57351699,78272173.38240108,31067298.29373147,7526232.782386475,-35226084.2565271,0.001029115540912196,-0.0003098651863935731,0.0002749465018198944,0.0004038748778185091,9.784102617102418e-05,-0.0004579390953348524,0.003125000000000001
coarse,1,10000000,3,6,0.7886751345948151,0.0211324865405185,0.1971687836487037,344.9956058978615,-3.037570195374428e-13,10798.94541548678,6.474820679613913e-13,138054777.6764345,-19631776.65136417,142448496.1804149,-36455371.0005318,7526232.782386197,-64541204.30796195,0.0006635334297311122,-0.0003614291733995797,0.0006920926000069841,-0.0004739198230069134,9.784102617102056e-05,-0.0008390356560035053,0.003125
coarse,1,10000000,3,7,0.211324865405185,0.07886751345948151,0.1971687836487038,300,-3.197442310920451e-14,10798.94541548677,2.856381797755603e-12,204082401.7608472,11589900.64958161,45199194.79505634,33482822.32584742,4594720.777243138,-35226084.25652716,0.001092712986279795,-0.000158488270943432,5.997214100215372e-05,0.0004352766902360165,5.97313701041608e-05,-0.0004579390953348532,0.003125
coarse,1,10000000,3,8,0.7886751345948151,0.07886751345948151,0.1971687836487038,300,-3.197442310920451e-14,10798.94541548678,7.673861546209082e-13,163473730.7347792,19291710.26583298,78106056.20487314,-34039846.96841578,4594720.777242921,-64541204.30796185,0.0008287566246103521,-0.0001084265084377982,0.0002738667401659629,-0.0004425180105894051,5.973137010415797e-05,-0.0008390356560035041,0.003125
coarse,1,10000000,4,1,1.211324865405185,0.0211324865405185,0.05283121635129626,344.9956058978615,1.598721155460225e-14,10798.94541548676,6.501466032204917e-13,113151725.7199745,-19141486.75205785,147153928.1396884,31801287.17143604,6462068.75844838,66183513.33283719,0.0005312245871609421,-0.0003286812939072683,0.0007522389028890826,0.0004134167332286685,8.400689385982895e-05,0.0008603856733268836,0.003125000000000002
coarse,1,10000000,4,2,1.788675134594815,0.0211324865405185,0.05283121635129626,344.9956058978615,9.392486788328824e-14,10798.94541548676,-2.637889906509372e-13,161882705.2744541,-13210345.72584201,92491807.55899313,-26688746.57033855,6462068.758448482,41355264.97909153,0.000847975954265059,-0.0002901288772368654,0.0003969351191145631,-0.0003469537054144012,8.400689385983028e-05,0.0005376184447281899,0.003125000000000001
coarse,1,10000000,4,3,1.211324865405185,0.07886751345948151,0.05283121635129626,300,-1.332267629550188e-13,10798.94541548677,1.27897692436818e-13,140650928.3319182,20055722.60824143,80457516.1674473,29661295.24502291,3979243.923073951,66183513.33283742,0.0007099694041385735,-7.389943306532575e-05,0.0003187122250695125,0.0003855968381852978,5.173017099996136e-05,0.0008603856733268865,0.003125000000000001
coarse,1,10000000,4,4,1.788675134594815,0.07886751345948151,0.05283121635129626,300,-1.332267629550188e-13,10798.94541548677,1.897149104479467e-12,176140175.4310665,12745131.17912531,52278860.4974139,-28828738.4967517,3979243.923073855,41355264.97909176,0.0009406495102830391,-0.0001214182773545787,0.0001355509632142972,-0.0003747736004577722,5.173017099996012e-05,0.0005376184447281929,0.003125000000000001
coarse,1,10000000,4,5,1.211324865405185,0.0211324865405185,0.1971687836487038,344.9956058978615,7.993605777301127e-15,10798.94541548677,7.673861546209082e-13,113151725.7199749,-19141486.75205629,147153928.1396889,31801287.17143621,-6462068.758448422,-66183513.33283746,0.0005312245871609412,-0.0003286812939072618,0.000752238902889082,0.0004134167332286708,-8.400689385982949e-05,-0.0008603856733268871,0.003125000000000002
coarse,1,10000000,4,6,1.788675134594815,0.0211324865405185,0.1971687836487037,344.9956058978615,1.49213974509621e-13,10798.94541548677,-1.06314956838105e-12,161882705.2744538,-13210345.72584243,92491807.55899279,-26688746.57033878,-6462068.758448358,-41355264.97909198,0.000847975954265059,-0.0002901288772368667,0.0003969351191145624,-0.0003469537054144042,-8.400689385982865e-05,-0.0005376184447281958,0.003125000000000001
coarse,1,10000000,4,7,1.211324865405185,0.07886751345948151,0.1971687836487038,300,-3.197442310920451e-14,10798.94541548677,-2.131628207280301e-12,140650928.3319173,20055722.60824014,80457516.16744649,29661295.245023,-3979243.923073757,-66183513.33283723,0.0007099694041385721,-7.389943306532964e-05,0.0003187122250695117,0.000385596838185299,-5.173017099995884e-05,-0.000860385673326884,0.003125
coarse,1,10000000,4,8,1.788675134594815,0.07886751345948151,0.1971687836487038,300,-3.197442310920451e-14,10798.94541548677,1.097788526749355e-12,176140175.4310664,12745131.17912533,52278860.49741364,-28828738.49675186,-3979243.923073782,-41355264.97909163,0.0009406495102830389,-0.000121418277354578,0.0001355509632142961,-0.0003747736004577742,-5.173017099995916e-05,-0.0005376184447281912,0.003125
refined,1,10000000,1,1,0.1056624327025925,-0.08943375672974076,0.02641560817564813,480,3.770639281995975e-13,10801.2760697303,-1.949897819073217e-12,-120368347.9986252,-178358560.2023009,-190588340.8086904,47328413.03495707,-39761867.99151767,10927654.94803187,0.00249023475678144,0.001871672493275566,0.001741221500140745,0.001009672811412418,-0.0008482531838190436,0.0002331233055580133,0.0003906250000000002
refined,1,10000000,1,2,0.3943375672974075,-0.08943375672974076,0.02641560817564813,480,3.660163236533299e-13,10801.2760697303,5.822977843757689e-13,-291612342.7929116,-76030371.81411925,-121672534.4025859,-51314003.90206254,-36357239.04625335,40782563.47363688,0.000663632145642386,0.002963173169416171,0.002476323435139193,-0.001094698749910667,-0.0007756210996534048,0.0008700280207709202,0.0003906250000000001
refined,1,10000000,1,3,0.1056624327025925,-0.06056624327025926,0.02641560817564813,412.4920245641856,-1.946465715613918e-13,10801.2760697303,-2.018981597907359e-12,-127661408.5752815,-165923137.3915533,-195730703.0427817,61007022.19408045,-31545842.74491848,10748653.56993505,0.00241244211063044,0.002004317003256874,0.001686369636310438,0.001301483140140383,-0.000672977978558261,0.0002293046094919477,0.0003906250000000002
refined,1,10000000,1,4,0.3943375672974075,-0.06056624327025927,0.02641560817564813,412.4920245641856,-1.946465715613918e-13,10801.2760697303,-1.309084155273609e-13,-282897602.7605594,-47587148.39436295,-158830497.8546937,-37635394.74293911,-28097837.33602069,40114521.23595472,0.0007565893726541412,0.003266567552560236,0.002079971824983375,-0.000802888421182701,-0.0005994205298351081,0.0008557764530337007,0.0003906250000000002
refined,1,10000000,1,5,0.1056624327025925,-0.08943375672974077,0.09858439182435189,480,-5.104010833747644e-13,10801.27606973031,4.585325721292014e-14,-118935136.0533757,-179522669.6201677,-190857443.3360731,34331461.48794127,-9741892.841468813,-11044576.35801673,0.002505522350864102,0.001859255326151654,0.001738351073181996,0.0007324045117427471,-0.000207827047284668,-0.0002356176289710235,0.0003906250000000001
refined,1,10000000,1,6,0.3943375672974075,-0.08943375672974077,0.09858439182435187,480,-5.104010833747644e-13,10801.27606973031,-2.830064992120891e-13,-289364062.7483531,-78824617.43060364,-121126568.8306596,-64202514.28999475,-6337263.896204468,-41218920.11619305,0.0006876137994510088,0.002933367882840337,0.002482147067906407,-0.001369653638186555,-0.0001351949631190286,-0.000879336962478785,0.000390625
refined,1,10000000,1,7,0.1056624327025925,-0.06056624327025927,0.09858439182435189,412.4920245641856,3.279837267365588e-13,10801.2760697303,-1.311934906946235e-12,-126213737.8088209,-167094476.2200256,-196007034.9807699,47887810.4321683,-7528792.823247763,-11223577.73611356,0.002427883932139353,0.001991822722419836,0.001683422095638563,0.001021606622552924,-0.0001606142468959523,-0.0002394363250370894,0.000390625
refined,1,10000000,1,8,0.3943375672974075,-0.06056624327025927,0.09858439182435189,412.4920245641856,3.279837267365588e-13,10801.27606973031,1.511319315278215e-12,-280634863.89479,-50388623.42145346,-158291761.6933732,-50646165.34576758,-4080787.414349979,-41886962.3538752,0.0007807252538890164,0.003236685152271272,0.002085718344037462,-0.001080451527376375,-8.705679817279956e-05,-0.0008935885302160043,0.000390625
refined,1,10000000,2,1,0.6056624327025926,-0.08943375672974076,0.02641560817564813,480,-7.768342268686665e-14,10801.2760697303,3.683832064304633e-12,-215991453.7280548,85005130.31745937,37023830.48448366,39508020.22454587,26566211.94640609,45727509.0612824,0.0005477651981393473,0.003758395427958165,0.003246594896406424,0.0008428377647903118,0.0005667458548566632,0.0009755201933073578,0.0003906250000000003
refined,1,10000000,2,2,0.8943375672974074,-0.08943375672974076,0.02641560817564813,480,1.03894438441825e-13,10801.27606973028,1.763356579776999e-12,-117449022.0868571,22223044.40475781,1263484.755984537,-21025751.35207419,20382477.00605603,29382443.12178836,0.001598884468978796,0.003088719844889355,0.002865151208635774,-0.0004485493621775826,0.0004348261761291954,0.0006268254532648183,0.0003906250000000002
refined,1,10000000,2,3,0.6056624327025926,-0.06056624327025926,0.02641560817564813,412.4920245641856,-1.419895785147693e-12,10801.27606973029,2.326043900145478e-12,-199407819.6089655,113695518.7518726,-8250192.069019236,31441794.34685102,22324305.58147902,45032273.82124621,0.0007246572954096341,0.00406442623792524,0.002763671989169061,0.0006707582793994885,0.0004762518524048857,0.0009606885081865859,0.0003906250000000001
refined,1,10000000,2,4,0.8943375672974075,-0.06056624327025927,0.02641560817564813,412.4920245641857,-1.419895785147693e-12,10801.27606973029,6.589077842363699e-12,-109256937.5100629,42521883.29687659,-27227438.71292817,-29091977.22976898,16090340.76871078,29101956.07729604,0.001686266704464601,0.003305240793071955,0.002561248024967371,-0.0006206288475684049,0.0003432606030658299,0.0006208417296489822,0.0003906250000000001
refined,1,10000000,2,5,0.6056624327025927,-0.08943375672974077,0.09858439182435189,480,-4.662106651896942e-13,10801.27606973031,6.412316169623418e-12,-216893973.3081114,83718302.0073963,39213178.37460189,46310243.79964966,9778364.775194015,-46728004.67361271,0.0005381383226187475,0.003744669259317495,0.003269947940567688,0.0009879518677258594,0.000208605115204139,-0.000996864099703738,0.0003906250000000002
refined,1,10000000,2,6,0.8943375672974075,-0.08943375672974077,0.09858439182435187,480,2.601007793250723e-13,10801.2760697303,-4.154780566264915e-12,-119042788.6594861,22318710.0798413,2761585.653530568,-14349102.45801623,3594629.834844018,-31604759.82950028,0.001581884292204086,0.003089740278756911,0.00288113095154293,-0.0003061141857710128,7.668543647667238e-05,-0.0006742348763626728,0.0003906250000000001
refined,1,10000000,2,7,0.6056624327025926,-0.06056624327025927,0.09858439182435189,412.4920245641856,-5.815109750363695e-13,10801.27606973029,1.618997209184354e-12,-200327082.4798279,112417062.0872134,-6052472.533497434,38347704.97084067,8683289.488627566,-47423239.91364878,0.0007148518247871021,0.004050789366835541,0.002787114330881293,0.0008180843727112676,0.0001852435090907214,-0.001011695784824507,0.000390625
refined,1,10000000,2,8,0.8943375672974077,-0.06056624327025927,0.09858439182435189,412.4920245641856,-5.815109750363695e-13,10801.2760697303,8.584828918649837e-12,-110867447.3734974,42625920.61736343,-25720966.16997866,-22311641.28682493,2449324.675859292,-31885246.87399294,0.001669087932587961,0.003306350524490477,0.002577317065425495,-0.0004759816807855986,5.22522597516649e-05,-0.000680218599978516,0.000390625
refined,1,10000000,3,1,1.105662432702592,-0.08943375672974076,0.02641560817564813,480,8.318112790860616e-13,10801.27606973029,1.688080988018496e-12,-163242310.3454363,-62198082.41927592,-79945066.85569686,24623302.68963535,-17096125.01735568,26977815.94639812,0.001603742983173972,0.002681548081053015,0.002492246913731192,0.0005252971240455541,-0.0003647173337035879,0.0005755267401898266,0.0003906250000000002
refined,1,10000000,3,2,1.394337567297407,-0.08943375672974076,0.02641560817564813,480,6.5023341795737e-13,10801.2760697303,1.763356579776999e-12,-224621258.7442037,-22386197.47943022,-58378003.39677176,-39908407.81744061,-11957895.09169055,36753318.26946352,0.0009490342002537778,0.003106208187078028,0.002722295590626385,-0.0008513793667720664,-0.0002551017619560651,0.0007840707897485552,0.0003906250000000001
refined,1,10000000,3,3,1.105662432702593,-0.06056624327025926,0.02641560817564813,412.4920245641857,1.535961995614324e-12,10801.27606973029,5.964022707237191e-12,-156838311.95025,-42887741.92267396,-105659405.7474831,29682844.35656567,-14577040.07251047,26760263.64088563,0.001672052299389287,0.002887525046350098,0.002217960632218801,0.0006332340129400675,-0.0003109768548802234,0.0005708856243388934,0.0003906250000000001
refined,1,10000000,3,4,1.394337567297407,-0.06056624327025927,0.02641560817564813,412.4920245641856,1.535961995614324e-12,10801.27606973029,4.037355409785195e-12,-213254510.1320466,1886893.234143004,-94017842.72249791,-34848866.15050984,-9469574.893499266,36292958.6728619,0.001070279518783444,0.003365121154689466,0.002342137304485297,-0.0007434424778775433,-0.0002020175977279844,0.000774249785021054,0.0003906250000000001
refined,1,10000000,3,5,1.105662432702593,-0.08943375672974077,0.09858439182435189,480,5.822768756563256e-13,10801.2760697303,2.951099035271986e-12,-161166979.8610275,-63779628.42526249,-80438851.33412075,20653810.25310551,-6727873.535144,-29303033.28908658,0.001625879841674336,0.002664678256989162,0.002486979879294674,0.0004406146187329175,-0.0001435279687497387,-0.0006251313768338471,0.0003906250000000001
refined,1,10000000,3,6,1.394337567297408,-0.08943375672974077,0.09858439182435187,480,6.264672938413959e-13,10801.27606973031,-4.219993382851806e-13,-222141249.4413128,-24777101.12238201,-58467109.05671318,-43954812.12060511,-1589643.609479,-38137844.2796597,0.0009754876328179528,0.003080705214886548,0.002721345130253682,-0.000937702658572909,-3.391239700221866e-05,-0.0008136073446327401,0.000390625
refined,1,10000000,3,7,1.105662432702593,-0.06056624327025927,0.09858439182435189,412.4920245641856,1.060716755769206e-12,10801.2760697303,5.964022707237191e-12,-154773236.3813917,-44464160.47088329,-106148062.7681306,25652650.097264,-6069819.921662726,-29520585.59459889,0.001694079772123772,0.002870709915169195,0.002212748290665224,0.0005472565354082987,-0.0001294894916621382,-0.0006297724926847763,0.0003906249999999999
refined,1,10000000,3,8,1.394337567297408,-0.06056624327025927,0.09858439182435189,412.4920245641856,1.060716755769206e-12,10801.27606973031,2.39512767897962e-12,-210784755.7447079,-498882.9510348886,-94101820.92466441,-38955972.27644681,-962354.7426516757,-38598203.87626058,0.001096623565581737,0.003339672875380915,0.002341241536995534,-0.0008310607418975319,-2.053023450990241e-05,-0.0008234283493602256,0.0003906249999999999
refined,1,10000000,4,1,1.605662432702593,-0.08943375672974076,0.02641560817564813,480,1.090738576129594e-13,10801.2760697303,2.117649116460162e-12,-195848513.5270469,13601931.13515993,-24143523.51256549,39183478.28117863,12313000.49322574,37608414.88962069,0.001024954323899559,0.003259092400296432,0.002856474217387361,0.0008359142033318108,0.0002626773438554824,0.0008023128509785747,0.0003906250000000002
refined,1,10000000,4,2,1.894337567297407,-0.08943375672974076,0.02641560817564813,480,9.802625306669184e-14,10801.2760697303,7.447633649493929e-13,-149153795.5223123,-16472309.89266041,-40764000.48948705,-31941747.63174907,5252308.563151247,30169079.97820345,0.001523031315950079,0.002938300495999699,0.002679189129633548,-0.0006814239494773136,0.0001120492493472266,0.0006436070395350069,0.0003906250000000001
refined,1,10000000,4,3,1.605662432702593,-0.06056624327025926,0.02641560817564813,412.4920245641856,-3.462290218568787e-13,10801.2760697303,3.881850833338547e-12,-184948356.0583231,38727133.78646867,-60168883.63259637,35345030.32955065,10350171.85475527,37029998.95496682,0.00114122267023261,0.003527094561910388,0.002472203709440361,0.0007540273136970805,0.000220803666234779,0.0007899733110392921,0.0003906250000000002
refined,1,10000000,4,4,1.894337567297408,-0.06056624327025927,0.02641560817564813,412.4920245641857,-3.462290218568787e-13,10801.27606973029,-7.875966615989037e-13,-142089296.4355418,4817234.376696721,-69118043.84561202,-35780195.58337664,3473020.36637447,29510935.42092812,0.001598385972875625,0.003165388968206169,0.002376746000501542,-0.000763310839112035,7.409110114932204e-05,0.0006295666223131332,0.0003906250000000002
refined,1,10000000,4,5,1.605662432702593,-0.08943375672974077,0.09858439182435189,480,-6.17793115485181e-13,10801.2760697303,3.02714381823309e-12,-197238050.9459838,12850660.00799691,-22002714.96646453,42240835.68837336,4398601.120518276,-38829788.57455566,0.001010132591430897,0.003251078841606691,0.002879309508545769,0.0009011378280186317,9.38368239043899e-05,-0.000828368822923854,0.0003906250000000002
refined,1,10000000,4,6,1.894337567297408,-0.08943375672974077,0.09858439182435187,480,1.085183290295854e-13,10801.27606973031,-3.758519725730178e-12,-150410451.9035463,-17489343.0952365,-38490310.90568387,-28425539.12032067,-2662090.80955566,-31885404.55364948,0.001509626981216932,0.002927452141838904,0.002703441818527465,-0.0006064115012335077,-5.679127060385407e-05,-0.0006802219638111889,0.0003906250000000001
refined,1,10000000,4,7,1.605662432702593,-0.06056624327025927,0.09858439182435189,412.4920245641856,-1.147224381074918e-12,10801.27606973031,5.295944215260796e-12,-186276713.33003,37945272.58568803,-58058665.16011317,38382455.58109011,3874144.375280545,-39408204.5092092,0.001127053526001079,0.003518754709102072,0.002494712706480192,0.0008188257190632556,8.26484133393183e-05,-0.0008407083628631296,0.000390625
refined,1,10000000,4,8,1.894337567297408,-0.06056624327025927,0.09858439182435189,412.4920245641856,-1.147224381074918e-12,10801.27606973031,-1.115433669007943e-12,-143284772.6695431,3769611.100508945,-66874944.33542321,-32283919.22760415,-3003007.113100148,-32543549.11092392,0.001585634226379611,0.003154214319926833,0.00240067239527689,-0.0006887236101888886,-6.406415174613649e-05,-0.0006942623810330435,0.000390625
refined,1,10000000,5,1,0.1056624327025925,-0.03943375672974075,0.02641560817564813,412.4920245641856,4.127025691374232e-13,10799.58868936184,4.589670838804051e-12,-11551852.35299329,-90753279.77244686,-79448567.48619716,66350971.21929126,-24863166.3705625,19730252.76005099,0.001718251785707296,0.0008734365598997918,0.0009940201576197885,0.001415487386011547,-0.0005304142159053334,0.0004209120588810877,0.0003906250000000002
refined,1,10000000,5,2,0.3943375672974075,-0.03943375672974075,0.02641560817564813,412.4920245641856,-2.026946534594603e-13,10799.58868936183,1.492899640167538e-12,-102672047.3381533,-60635706.44535799,-18445945.8281257,-37432003.04252994,-21824340.04409923,73634305.74668729,0.0007463030391989219,0.001194690675388739,0.001644714788639217,-0.0007985493982406388,-0.0004655859209407837,0.001570865189262662,0.0003906250000000001
refined,1,10000000,5,3,0.1056624327025925,-0.01056624327025925,0.02641560817564813,344.9945952556741,-1.054933248485243e-14,10799.58868936184,-1.236733080430012e-12,-17910983.02613767,-76355815.59322692,-87486900.99227269,72412859.63490367,-14821780.23188069,21784501.96126967,0.00165042105852709,0.001027009511144804,0.0009082779335549828,0.001544807672211278,-0.0003161979782801213,0.0004647360418404196,0.0003906250000000002
refined,1,10000000,5,4,0.3943375672974075,-0.01056624327025925,0.02641560817564813,344.9945952556741,-1.054933248485243e-14,10799.58868936183,-3.141034126265839e-12,-88599264.94977619,-25806329.20461652,-67348105.45724408,-31370114.62691747,-12944228.41165626,81300868.13704331,0.0008964127180082778,0.001566204032623314,0.001123091752595287,-0.0006692291120409061,-0.0002761435394486669,0.001734418520256924,0.0003906250000000002
refined,1,10000000,5,5,0.1056624327025925,-0.03943375672974075,0.09858439182435189,412.4920245641856,-4.999404421168957e-13,10799.58868936183,5.202504347642589e-12,-13962658.91286987,-84412253.48946165,-83378787.20930541,52598239.26899248,-5847814.290158577,-8314494.346568256,0.001692536515735279,0.0009410741735849665,0.000952097813906633,0.00112209577107184,-0.000124753371523383,-0.0001773758793934561,0.0003906250000000001
