time,node,gap,pressure,nx,ny,nz,tx,ty,tz,slipx,slipy,slipz,normalx,normaly,normalz,firstx,firsty,firstz
2.5000000372529030e-02,83,-1.7150697777252945e-06,2.9993310079063853e+05,6.5379322969686385e+04,3.3794862392241426e-01,3.3147774197662887e-03,-3.1231780873400460e-02,-6.8884838538063041e+03,9.5190210682373547e+01,-1.5425470301558933e-11,3.0749916863098590e-06,-4.2127528150540646e-07,-9.9999999998749711e-01,-4.9989464912115370e-06,1.2759210649785800e-07,1.2758965599601708e-07,4.9020397079879631e-07,9.9999999999987177e-01
2.5000000372529030e-02,85,-3.5603860639893275e-06,3.6007917676841415e+05,7.4180532380033939e+04,3.9608901860113332e-01,7.7149611960038254e-04,8.3067493634586334e-02,-7.8181197204382379e+03,-2.3406905885539231e+01,-1.8605102067688171e-11,3.5148452176748039e-06,3.2945040789479823e-09,-9.9999999998599043e-01,-5.2932872101036537e-06,-5.1088768096477086e-09,-5.1073500509499331e-09,-2.8843301119211455e-07,9.9999999999995837e-01
2.5000000372529030e-02,88,-1.7140802764742062e-06,3.0000784958293539e+05,6.5375984631749379e+04,3.3579091796798854e-01,-7.6157169545905011e-04,-3.1254975502408099e-02,-6.8857888963780360e+03,-7.8857150563270608e+01,-1.5286412797486751e-11,3.0802452762607359e-06,3.7117637155388833e-07,-9.9999999998777067e-01,-4.9428073236942866e-06,-1.6529577776370707e-07,-1.6529146323025101e-07,-8.7289168475555863e-07,9.9999999999960532e-01
5.0000000745058060e-02,57,-6.8617353013130150e-06,6.0407089873319410e+05,-4.6377182042249260e+04,-1.8957569242527739e+00,6.8215280019486002e-01,-3.6834217141134812e-01,6.2444822407180100e+03,-2.8198016416514133e+02,7.0731233389072006e-10,-3.5947108695073622e-06,6.1024638200856669e-07,-9.9999997976493438e-01,-2.0016958660754727e-04,-2.0056602555269463e-05,-2.0055114154543660e-05,-7.4377030964709556e-06,9.9999999977123644e-01
5.0000000745058060e-02,60,-5.7794214618772694e-06,4.9936721097293007e+05,-8.2460435055440379e+04,-7.5596073443825542e+00,-4.7043212906829912e-01,7.3184271066841083e-03,5.6772026561929006e+03,1.2834713494192434e+02,-1.9814170838096315e-11,3.7299978327332265e-06,-9.0128854394866920e-08,-9.9999999995427247e-01,-5.1168950331947356e-06,8.0791380067952990e-06,8.0791307929327452e-06,1.4098315961238306e-06,9.9999999996637012e-01
5.0000000745058060e-02,61,-6.7829362127769600e-06,5.9644516123739653e+05,-4.6600573409177770e+04,-1.9633962256387743e+00,-6.4697855300314744e-01,-3.6313733800913373e-01,6.2223348096728296e+03,2.8309840656312240e+01,7.1597360192402952e-10,-3.5803957713687876e-06,6.3483635253677488e-08,-9.9999997986524025e-01,-1.9960375566372085e-04,2.0684776086167306e-05,2.0682710934106425e-05,1.0348317163057504e-05,9.9999999973256881e-01
5.0000000745058060e-02,64,-5.8038721196511555e-06,5.0186725431901816e+05,-8.2357617286914450e+04,-7.5317966504228249e+00,5.1660861303559569e-01,4.3030363089549585e-03,5.6916836330168153e+03,3.4563946589419672e+01,-1.9314379309693659e-11,3.7046735679660172e-06,-1.5740702125122608e-07,-9.9999999995148481e-01,-5.5590307573356920e-06,-8.1318799585952977e-06,-8.1318744622710090e-06,-9.8874177956770900e-07,9.9999999996644751e-01
5.0000000745058060e-02,68,-4.3509885000955120e-06,5.6243621799325757e+05,1.9968476036721532e+05,1.9915936744353559e+01,5.3469678104594853e-01,4.6912002235358086e-01,-1.4346441505543295e+04,-3.2629370660871007e+02,-4.2296698983975110e-10,4.2794727253868259e-06,1.1752768061161813e-07,-9.9999999511857995e-01,-9.8727023249157907e-05,-3.9768037558207444e-06,-3.9766264443780511e-06,-1.7961730292563365e-06,9.9999999999048017e-01
5.0000000745058060e-02,69,-5.6339013517278680e-06,6.0025802998529538e+05,2.0798584688904835e+05,3.0053681945204637e+01,-6.9264160852905432e-02,5.5226304664351966e-03,-5.9924780374338570e+03,-1.6432405862708765e+02,2.2775488564517442e-10,-1.4004637487506313e-06,-3.5479395358755683e-08,-9.9999998677445801e-01,-1.6263747799324395e-04,3.6667718382979439e-07,3.6646398906784546e-07,1.3108885536395972e-06,9.9999999999907363e-01
5.0000000745058060e-02,72,-5.3520730593581388e-06,5.0061723264597420e+05,3.3250524615020340e+05,1.2197588678142235e+01,-3.5000737833158602e-02,7.3295363804223923e-01,-3.3453326387198234e+04,1.1497338534782659e+02,-9.4848155131544699e-11,3.9588464487291472e-06,1.4995120902898451e-08,-9.9999999971298437e-01,-2.3958825492268945e-05,7.7099176189728919e-08,7.7092405840145391e-08,2.8258362285481489e-07,9.9999999999995715e-01
5.0000000745058060e-02,76,-4.3314394254486665e-06,5.5997296781295701e+05,1.9939968742093496e+05,1.9893153987887089e+01,-6.6782329680669505e-01,4.6686065208996208e-01,-1.4303673890692393e+04,1.8009274518132227e+02,-4.2128210778474426e-10,4.2550903085943877e-06,-1.1387580519759421e-07,-9.9999999510027093e-01,-9.8881173773949512e-05,4.6874003804392784e-06,4.6870291275136921e-06,3.7547673845212258e-06,9.9999999998196676e-01
5.0000000745058060e-02,78,-8.5411863949801629e-06,7.2192573468766455e+05,-2.8009791247216279e+04,-4.3957685323220774e-01,2.3131334403314194e-01,1.3553708815376286e-01,2.8779669756555913e+03,-2.6382348745340397e+02,-3.2761337335467441e-11,3.8122522120806974e-06,7.3833038347913539e-07,-9.9999999993979793e-01,-6.9490123858746600e-06,-8.4920648451757558e-06,-8.4920690472012292e-06,6.0466462775851103e-07,9.9999999996375966e-01
5.0000000745058060e-02,80,-8.5218219029658949e-06,7.1984506926582882e+05,-2.8047602431138126e+04,-4.3275503049556940e-01,-2.3290474192601879e-01,1.3760001833143248e-01,2.8892951257860755e+03,1.0691994785309288e+02,-3.0258273202045778e-11,3.7912262275276653e-06,-3.5763598072869471e-07,-9.9999999993881528e-01,-7.1879345754256866e-06,8.4085139027689635e-06,8.4085298015872717e-06,-2.2118484095755922e-06,9.9999999996220224e-01
5.0000000745058060e-02,83,-3.4378679023494070e-06,5.9992930969010177e+05,1.3083919755269570e+05,1.4422438994231008e+00,1.6341055452346827e-02,-1.2308067838405794e-01,-1.3712352202626143e+04,2.8028121686653935e+02,-3.1151170794232749e-11,2.9135698215461982e-06,-6.1493154891498851e-07,-9.9999999994331557e-01,-1.0645191485509029e-05,2.2061339338773154e-07,2.2060553188200019e-07,7.3850415761952450e-07,9.9999999999970290e-01
5.0000000745058060e-02,85,-7.1264211181120386e-06,7.2088540197674662e+05,1.4847603110617585e+05,1.7315836841245142e+00,5.1336201952435906e-03,3.5881897790930917e-01,-1.5834806453027979e+04,-3.4513620040424911e+01,-4.2600982522910934e-11,3.6589974737395543e-06,-1.3998334873842018e-08,-9.9999999993222100e-01,-1.1642905236981391e-05,-2.7026720238709351e-08,-2.7018672837075426e-08,-6.9118517199616489e-07,9.9999999999976086e-01
5.0000000745058060e-02,88,-3.4360844986169516e-06,6.0003940175767383e+05,1.3083236586220405e+05,1.4378640310154975e+00,-7.2913553008717696e-03,-1.2298621512541555e-01,-1.3710173316790158e+04,-2.0692919065064387e+02,-3.1099089544777492e-11,2.9259023587872859e-06,5.1530644708108355e-07,-9.9999999994399946e-01,-1.0579308049251062e-05,-2.8151630591207188e-07,-2.8149903499459537e-07,-1.6325200829643155e-06,9.9999999999862776e-01
7.5000002980232239e-02,57,-1.0292800798683306e-05,9.0649234312939993e+05,-6.9574149323813515e+04,-4.3333043261567203e+00,1.5345763503117325e+00,-8.6550169356714335e-01,9.7099532766391294e+03,-4.9462776238682812e+02,1.1252162092304053e-09,-3.8330070212088939e-06,7.2748130220815153e-07,-9.9999995476690029e-01,-2.9926828160365814e-04,-3.0078115014278692e-05,-3.0075181729950393e-05,-9.8060163845972979e-06,9.9999999949966278e-01
7.5000002980232239e-02,60,-8.6628303179660056e-06,7.4857976123358426e+05,-1.2375654540989525e+05,-1.7013599615668543e+01,-1.0546945675069728e+00,3.5628471084360840e-02,8.7452655085280585e+03,1.9823540041641465e+02,-3.1663190270824642e-11,3.6024144914697685e-06,-8.7990154201286354e-08,-9.9999999989102595e-01,-8.4945142375407014e-06,1.2074408662029035e-05,1.2074390568033705e-05,2.1301281104931352e-06,9.9999999992483579e-01
7.5000002980232239e-02,61,-1.0171634075747187e-05,8.9476754513985186e+05,-6.9917580063758913e+04,-4.4926738094829046e+00,-1.4523098755843991e+00,-8.5653704515345774e-01,9.6799519016668946e+03,4.7286151943730140e+01,1.1431669556665244e-09,-3.8253924790243346e-06,6.4083446690210867e-08,-9.9999995502398531e-01,-2.9831786749464424e-04,3.0959283267511484e-05,3.0955056137740267e-05,1.4174491453829110e-05,9.9999999942043405e-01
7.5000002980232239e-02,64,-8.7001500361942481e-06,7.5241835700411792e+05,-1.2359923047794128e+05,-1.6950428430833217e+01,1.1582274765920686e+00,2.8163502001489989e-02,8.7674267902613228e+03,6.0781231089878489e+01,-3.0173208925556532e-11,3.5769456620316158e-06,-2.1377842290151680e-07,-9.9999999988439259e-01,-9.1608127894551948e-06,-1.2136494463019151e-05,-1.2136481222504176e-05,-1.4453970245928093e-06,9.9999999992530830e-01
7.5000002980232239e-02,68,-6.5313227654075236e-06,8.4361760172291705e+05,2.9959588449418184e+05,4.4903269644975602e+01,1.2033370320051313e+00,1.0950024511843186e+00,-2.2302451004651164e+04,-4.9754908949293235e+02,-7.0127598343091291e-10,4.7226208123522056e-06,1.0432872576906789e-07,-9.9999998897669062e-01,-1.4836121683263720e-04,-5.9638928419120736e-06,-5.9635683922939929e-06,-2.1873319924912548e-06,9.9999999997982569e-01
7.5000002980232239e-02,69,-8.4553979583892878e-06,9.0062994413462584e+05,3.1207843600986741e+05,6.7536025752271840e+01,-1.5225490810495046e-01,-1.3975261752346690e-01,-8.6988048383896366e+03,-2.0426642971065417e+02,4.2219254246281008e-10,-1.7349891870810678e-06,-7.2029859911156553e-08,-9.9999997038724153e-01,-2.4336234381342874e-04,5.3457133648766093e-07,5.3409050783264437e-07,1.9758376018879791e-06,9.9999999999790545e-01
7.5000002980232239e-02,72,-8.0220976560170963e-06,7.5049905911885109e+05,4.9873486301738501e+05,2.7715864020705432e+01,-8.2255332772349990e-02,1.7156532245660858e+00,-5.0540284923802705e+04,1.6436535403403843e+02,-1.4268957727389078e-10,3.9014087395660671e-06,3.3202221594866106e-08,-9.9999999933112926e-01,-3.6574931790987649e-05,1.2593614948674148e-07,1.2592007551500449e-07,4.3948286875755995e-07,9.9999999999989553e-01
7.5000002980232239e-02,76,-6.5011554921754980e-06,8.3981712579158694e+05,2.9915603981272853e+05,4.4845032658351855e+01,-1.5047623093083438e+00,1.0882925861188566e+00,-2.2226864483657759e+04,2.7060730142194092e+02,-6.9831162220817676e-10,4.6959134675107677e-06,-9.0577620896581837e-08,-9.9999998893863429e-01,-1.4857045993309239e-04,7.0391649008638944e-06,7.0383966851631275e-06,5.1712385282754438e-06,9.9999999996185962e-01
7.5000002980232239e-02,78,-1.2817389058242423e-05,1.0835795649426202e+06,-4.2019671734406627e+04,-9.8831501431683033e-01,5.2279466028882893e-01,3.0725347764574440e-01,4.2860512234763246e+03,-4.7274633753866902e+02,-5.3737539029871186e-11,3.8172813000030639e-06,8.8424006730581798e-07,-9.9999999985627663e-01,-1.1111061072297853e-05,-1.2805903946622435e-05,-1.2805907243603487e-05,2.9665853831737684e-07,9.9999999991796029e-01
7.5000002980232239e-02,80,-1.2786241021499741e-05,1.0802861348597072e+06,-4.2079619289939423e+04,-9.6804447569302499e-01,-5.2456947329920112e-01,3.1268720884802914e-01,4.3046443016736766e+03,1.8183452827972425e+02,-4.9213020957545003e-11,3.7933703210366560e-06,-4.1232426218520437e-07,-9.9999999985298360e-01,-1.1600875811163990e-05,1.2627447442978030e-05,1.2627481373712986e-05,-2.9247739407401919e-06,9.9999999991599609e-01
7.5000002980232239e-02,83,-5.1624894351105861e-06,8.9999811354667717e+05,1.9632438874817075e+05,3.2972582260472496e+00,4.0929780622297435e-02,-2.7968944738642565e-01,-2.0508599015329866e+04,5.0821821594187185e+02,-4.6708064120490294e-11,2.8700084831122573e-06,-7.4016299607889058e-07,-9.9999999986878485e-01,-1.6196896044754774e-05,3.0106215388828710e-07,3.0104874285679606e-07,8.2800252834334980e-07,9.9999999999961198e-01
7.5000002980232239e-02,85,-1.0693633381735375e-05,1.0819328499011635e+06,2.2280384197292081e+05,4.0127137612997217e+00,1.4191117898430833e-02,8.3391646103139483e-01,-2.3911168380291856e+04,-3.5077987516176790e+01,-6.7508347961664803e-11,3.7413872216018449e-06,-2.7384205548667006e-08,-9.9999999983720445e-01,-1.8044063458773615e-05,-5.4064002368576296e-08,-5.4043659023755149e-08,-1.1274264043272682e-06,9.9999999999936295e-01
7.5000002980232239e-02,88,-5.1602164835940199e-06,9.0012807121231034e+05,1.9631528211291961e+05,3.2915746706286702e+00,-2.1209491734635183e-02,-2.7961565412321798e-01,-2.0509175548212545e+04,-3.5508640271934655e+02,-4.6793884953125925e-11,2.8871776086417974e-06,6.0643940398930095e-07,-9.9999999986989074e-01,-1.6126712193712985e-05,-3.8454394421730227e-07,-3.8450728871613295e-07,-2.2729710641058263e-06,9.9999999999734290e-01
1.0000000149011612e-01,57,-1.3724316724036312e-05,1.2090086654260864e+06,-9.2777552177905338e+04,-7.7713573789801895e+00,2.7263788143996917e+00,-1.5712789465715500e+00,1.3201511786295894e+04,-7.2933853088004878e+02,1.5433671594299253e-09,-3.9557013053607599e-06,8.1547623186414146e-07,-9.9999991982686898e-01,-3.9842286604029558e-04,-4.0068384964612918e-05,-4.0063793448034325e-05,-1.1532204069016514e-05,9.9999999913095039e-01
1.0000000149011612e-01,60,-1.1546035892066169e-05,9.9778068785935082e+05,-1.6506840898588373e+05,-3.0261649553254152e+01,-1.8711491702137029e+00,8.3147636089832389e-02,1.1858845075879328e+04,2.6679174912565628e+02,-4.3010014259277666e-11,3.5125298757266368e-06,-8.3897671709623979e-08,-9.9999999980060361e-01,-1.1861004645803396e-05,1.6065774516960095e-05,1.6065739468211069e-05,2.9550455485431630e-06,9.9999999986657995e-01
1.0000000149011612e-01,61,-1.3560545713258970e-05,1.1931585722262308e+06,-9.3241729030414921e+04,-8.0617389004299564e+00,-2.5772282869472658e+00,-1.5592777363181785e+00,1.3164857440312291e+04,6.9781329480254186e+01,1.5720906561607774e-09,-3.9527751307489744e-06,6.0818425480015109e-08,-9.9999992031301277e-01,-3.9708413157848083e-04,4.1208741386445429e-05,4.1201859627895729e-05,1.7338896425058551e-05,9.9999999900088465e-01
1.0000000149011612e-01,64,-1.1596344050374880e-05,1.0029743591700193e+06,-1.6485605700928759e+05,-3.0149028566253612e+01,2.0556377614953729e+00,6.9042966449352136e-02,1.1889209149806658e+04,9.4494458913378310e+01,-4.0259405863356133e-11,3.4865046710097071e-06,-2.5985497721528379e-07,-9.9999999978838483e-01,-1.2750510441401691e-05,-1.6144806621859282e-05,-1.6144781044239304e-05,-2.0061079111958020e-06,9.9999999986766086e-01
1.0000000149011612e-01,68,-8.7125113415623617e-06,1.1248457989230170e+06,3.9953472183398769e+05,7.9941617845403343e+01,2.1362779253178208e+00,1.9971198245315125e+00,-3.0392845802409411e+04,-6.6098242065708712e+02,-9.9470405665669476e-10,5.0187194801974098e-06,8.9866525873821851e-08,-9.9999998035527460e-01,-1.9805661345757833e-04,-7.9390292168578163e-06,-7.9385708014680958e-06,-2.3153534805819355e-06,9.9999999996580913e-01
1.0000000149011612e-01,69,-1.1278322696378492e-05,1.2010836188261588e+06,4.1620537334821862e+05,1.2002492145570305e+02,-2.6854697716570558e-01,-4.2407555391438700e-01,-1.1322408310759009e+04,-2.2621349299920220e+02,6.3722257830973915e-10,-1.9660596470969382e-06,-1.0027847940003468e-07,-9.9999994746395238e-01,-3.2414748903402020e-04,7.0556579461965635e-07,7.0471275442434964e-07,2.6317563589743134e-06,9.9999999999628864e-01
1.0000000149011612e-01,72,-1.0692151954677653e-05,1.0003775235146853e+06,6.6499517599387385e+05,4.9527541059553208e+01,-1.4859261921647243e-01,3.1144769611230134e+00,-6.7583722827084857e+04,2.0630504108228058e+02,-1.8904847754819519e-10,3.8429400774063036e-06,4.7487606074584469e-08,-9.9999999878986923e-01,-4.9195848981102575e-05,1.7314774875109286e-07,1.7311855381983395e-07,5.9344723846770454e-07,9.9999999999980893e-01
1.0000000149011612e-01,76,-8.6715901516644064e-06,1.1196996641774643e+06,3.9893855247419752e+05,7.9832462105384138e+01,-2.6751289378617793e+00,1.9835977876170094e+00,-3.0282705315925323e+04,3.5018489057629125e+02,-9.9048731691313340e-10,4.9910774379502165e-06,-6.7413484565251799e-08,-9.9999998028960790e-01,-1.9832487322078257e-04,9.3823554402176175e-06,9.3811038209704098e-06,6.3118837913183885e-06,9.9999999993607747e-01
1.0000000149011612e-01,78,-1.7096072227930038e-05,1.4454335937720216e+06,-5.6031156264243218e+04,-1.7523996305845124e+00,9.3232368261671483e-01,5.4796665469989592e-01,5.7005604492238253e+03,-7.0134061582624076e+02,-7.5248103708799792e-11,3.8022316430371673e-06,9.8628059758252659e-07,-9.9999999973539677e-01,-1.5344733152453035e-05,-1.7139010727883737e-05,-1.7139007155146524e-05,-2.3296296444300212e-07,9.9999999985309995e-01
1.0000000149011612e-01,80,-1.7052686448211775e-05,1.4408937188819109e+06,-5.6113852685535501e+04,-1.7102293472902539e+00,-9.3359016776030301e-01,5.5857726669942320e-01,5.7265830835594534e+03,2.6047513043240872e+02,-6.8431486324226516e-11,3.7764725144863360e-06,-4.4856088479472037e-07,-9.9999999972809150e-01,-1.6118794095499454e-05,1.6852346456291049e-05,1.6852402303151056e-05,-3.4645750527793122e-06,9.9999999985199650e-01
1.0000000149011612e-01,83,-6.8878373400694447e-06,1.2001560185353879e+06,2.6182775836650794e+05,5.9046109581346631e+00,7.7794164177919775e-02,-4.9983541522873254e-01,-2.7310574294493585e+04,7.6167872123307461e+02,-6.2650536801263969e-11,2.8692338860847493e-06,-8.2994214889312921e-07,-9.9999999976390475e-01,-2.1726709934366199e-05,3.7535677645759997e-07,3.7533834834725509e-07,8.4818174747845911e-07,9.9999999999956979e-01
1.0000000149011612e-01,85,-1.4261886828134446e-05,1.4431636563269661e+06,2.9715531159602891e+05,7.2499114259791160e+00,2.8659022446860291e-02,1.5113134919684543e+00,-3.2015627391702597e+04,-2.9201755161349752e+01,-9.2865028477078807e-11,3.7907063679047713e-06,-3.7647424215384539e-08,-9.9999999969989772e-01,-2.4498922323140383e-05,-8.4797512428751951e-08,-8.4758708207432967e-08,-1.5839164734166715e-06,9.9999999999874201e-01
1.0000000149011612e-01,88,-6.8852596218161407e-06,1.2003008405466259e+06,2.6181723576470962e+05,5.8989003156599491e+00,-4.2691844385464306e-02,-5.0008406120765692e-01,-2.7315120203356884e+04,-5.1589984025436354e+02,-6.2905414701382528e-11,2.8899384403825194e-06,6.7164745153900701e-07,-9.9999999976541709e-01,-2.1654855439583434e-05,-4.8271683322019725e-07,-4.8265471508450520e-07,-2.8685597576798439e-06,9.9999999999576927e-01
1.2500000000000000e-01,57,-1.7156492528554382e-05,1.5116100648047267e+06,-1.1598696327996494e+05,-1.2210738002014676e+01,4.2572791748943501e+00,-2.4845738870564302e+00,1.6704625060736547e+04,-9.7888743312454994e+02,1.9604514836355760e-09,-4.0284345676910103e-06,8.8412268121842708e-07,-9.9999987492747711e-01,-4.9763551068623740e-04,-5.0039271542130612e-05,-5.0032887494248622e-05,-1.2841203505751462e-05,9.9999999866590683e-01
1.2500000000000000e-01,60,-1.4429561135703304e-05,1.2470080403709346e+06,-2.0639271471830102e+05,-4.7310061285272603e+01,-2.9198933620817957e+00,1.4976563958032715e-01,1.4999356648826018e+04,3.3420292241425938e+02,-5.4033729156797443e-11,3.4464385695528696e-06,-7.9692782239247329e-08,-9.9999999968314124e-01,-1.5214377188275663e-05,2.0055929048624101e-05,2.0055870180363564e-05,3.8693947783654448e-06,9.9999999979139487e-01
1.2500000000000000e-01,61,-1.6949963042658464e-05,1.4916174790160162e+06,-1.1657232991143870e+05,-1.2671576934453254e+01,-4.0214368564476368e+00,-2.4707313674435989e+00,1.6662045287274901e+04,9.4721222150762799e+01,2.0009160861270307e-09,-4.0289717886751196e-06,5.6780498380583334e-08,-9.9999987571492910e-01,-4.9590687655009299e-04,5.1444106621518564e-05,5.1434157243978583e-05,2.0075728115024348e-05,9.9999999847574617e-01
1.2500000000000000e-01,64,-1.4492943058397349e-05,1.2535679068311602e+06,-2.0612497649766365e+05,-4.7133939988420678e+01,3.2092140370618569e+00,1.2674362600416741e-01,1.5038415696829779e+04,1.3389506223508434e+02,-4.9837621798631672e-11,3.4197161052611889e-06,-2.9742266370791922e-07,-9.9999999966355668e-01,-1.6326767159861535e-05,-2.0157464622304061e-05,-2.0157421243227478e-05,-2.6570901405458498e-06,9.9999999979330922e-01
1.2500000000000000e-01,68,-1.0894320020229112e-05,1.4061341933371376e+06,4.9949905450115434e+05,1.2504202134903146e+02,3.3324693202005440e+00,3.1801066416278374e+00,-3.8562722396645273e+04,-8.1859695244251589e+02,-1.2974404102592930e-09,5.2329686289466879e-06,7.6728348511768667e-08,-9.9999996925084944e-01,-2.4779057034863953e-04,-9.9062366857492262e-06,-9.9056755212438628e-06,-2.2658997242665452e-06,9.9999999994837163e-01
1.2500000000000000e-01,69,-1.4102375871231739e-05,1.5016137719103715e+06,5.2036192598024826e+05,1.8753931461751583e+02,-4.1867669853938172e-01,-8.5734288439372053e-01,-1.3894790567358788e+04,-2.3605414888747924e+02,8.6505091652004267e-10,-2.1362687974467019e-06,-1.2255846305386239e-07,-9.9999991799285137e-01,-4.0498582408051380e-04,8.7904016640559059e-07,8.7771085808771035e-07,3.2825353687105254e-06,9.9999999999422728e-01
1.2500000000000000e-01,72,-1.3362642073173550e-05,1.2502879736010474e+06,8.3129131381089333e+05,7.7637892092416564e+01,-2.3364615094664731e-01,4.9303348964212539e+00,-8.4594454196341598e+04,2.4289676204918408e+02,-2.3435470473714066e-10,3.7912716127987173e-06,5.8890018407744368e-08,-9.9999999808926343e-01,-6.1817677483685330e-05,2.1907827575834705e-07,2.1903222453229371e-07,7.4495915043535229e-07,9.9999999999969846e-01
1.2500000000000000e-01,76,-1.0842557122654615e-05,1.3996371779779254e+06,4.9874556953277590e+05,1.2486682295977957e+02,-4.1784491917208673e+00,3.1574452829578195e+00,-3.8417132447589174e+04,4.2208716302466541e+02,-1.2920142575457129e-09,5.2049690131419071e-06,-4.7156389281367852e-08,-9.9999996914933120e-01,-2.4812088923118695e-04,1.1720102685711177e-05,1.1718299999082813e-05,7.2668086802312753e-06,9.9999999990493749e-01
1.2500000000000000e-01,78,-2.1376901101131287e-05,1.8074519611704275e+06,-7.0044508578334964e+04,-2.7319537503325799e+00,1.4601835356443913e+00,8.5700460160135505e-01,7.1224762004735358e+03,-9.4223735081998029e+02,-9.7079228505185511e-11,3.7823857574087373e-06,1.0622321041355064e-06,-9.9999999957648200e-01,-1.9632353647690150e-05,-2.1485034724317309e-05,-2.1485017309194173e-05,-8.8727289009965849e-07,9.9999999976880327e-01
