step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cpress_pa,cnormf_x_n,cnormf_y_n,cnormf_z_n
S09_PLUS,9,78,secondary,2,60,1e-06,-9.996511702641591e-05,9992.597616884112,-1666.077447428041,2.014100356629281e-14,1.041582908227637e-13
S09_PLUS,9,78,secondary,3,64,1e-06,-9.998830972354812e-05,9997.866211330787,-1665.922439576501,1.434019791183732e-13,-3.728289474947189e-14
S09_PLUS,9,78,secondary,4,61,1e-06,-9.999999999999999e-05,10000.22260130989,-999.8126726563327,-8.575393472560986e-14,-2.204519784342517e-13
S09_PLUS,9,78,secondary,5,68,1e-06,-9.999999999977795e-05,9998.36583364911,3999.518149945834,-6.920062814666615e-14,6.389671886397951e-13
S09_PLUS,9,78,secondary,6,72,1e-06,-9.994676353851117e-05,9995.231914107449,6663.773400959967,1.158690531653602e-13,5.641504188042682e-13
S09_PLUS,9,78,secondary,7,76,1e-06,-9.999999999955594e-05,9999.138923546117,3999.554749905544,-2.027385765154059e-13,5.115716796058787e-13
S09_PLUS,9,78,secondary,8,69,1e-06,-9.999999999999999e-05,10000.41587378969,3999.720335447845,-1.393664124437802e-13,3.564932195241696e-13
S09_PLUS,9,78,secondary,9,78,1e-06,-0.0001004051580465416,10025.87394590256,-665.4168995036557,-4.842467078329861e-14,4.973602338033492e-14
S09_PLUS,9,78,secondary,10,80,1e-06,-9.991279256687244e-05,9982.922592362156,-666.2647747707579,-2.02405774024855e-13,-4.273046133582899e-14
S09_PLUS,9,78,secondary,11,83,1e-06,-9.991293940475083e-05,10007.47332932103,2665.025207163679,2.620881153097257e-13,-7.166541455257417e-14
S09_PLUS,9,78,secondary,12,85,1e-06,-9.991293940475086e-05,10004.39826913236,2664.823021662966,7.558473525852402e-14,-9.359442496710897e-14
S09_PLUS,9,78,secondary,13,88,1e-06,-9.986690884627795e-05,9990.299884620696,2664.218651052612,1.607465940945912e-13,-2.141204785911996e-13
S09_PLUS,9,78,primary,1,2,1e-06,,10040.51580465416,427.3921127642975,-1.095290003938326e-13,3.329027944395747e-14
S09_PLUS,9,78,primary,2,3,1e-06,,4284.21560080474,858.4090932816077,-2.681478306418174e-14,7.284848217386351e-14
S09_PLUS,9,78,primary,3,7,1e-06,,4284.037850795226,858.4108022542143,-3.218068583066343e-14,7.602207563328102e-14
S09_PLUS,9,78,primary,4,6,1e-06,,10040.51580465416,427.3921127643007,5.261780663508296e-14,7.416600503986279e-14
S09_PLUS,9,78,primary,5,10,1e-06,,7550.323907502814,-1687.442974337697,-9.685825792541034e-14,-1.504788028870516e-13
S09_PLUS,9,78,primary,6,15,1e-06,,4284.126725799984,-3320.049100458747,1.659760417036317e-13,-4.098311123132542e-13
S09_PLUS,9,78,primary,7,18,1e-06,,7550.323907501263,-1687.442974336986,1.783458530218942e-13,-7.253562389161834e-14
S09_PLUS,9,78,primary,8,14,1e-06,,10040.51580465416,-1677.135149443113,3.194106475932686e-14,-5.827141337262224e-14
S09_PLUS,9,78,primary,9,21,1e-06,,10040.51580465416,845.0685129481744,-5.371406973228294e-15,1.281702223774047e-14
S09_PLUS,9,78,primary,10,23,1e-06,,10040.51580465416,845.0193050003635,-3.969267074712081e-14,7.974865963611946e-14
S09_PLUS,9,78,primary,11,25,1e-06,,7548.536386058971,-1694.005072841753,9.084072852490936e-14,-3.05040737517666e-13
S09_PLUS,9,78,primary,12,28,1e-06,,10040.51580465416,-3325.225560479728,3.820702922073314e-15,-4.633714511940101e-13
S09_PLUS,9,78,primary,13,30,1e-06,,7549.335972526937,-1694.02008194832,6.654545783404495e-14,-2.707177107240518e-13
S09_PLUS,9,78,primary,14,33,1e-06,,9293.453887624701,825.2413814679483,1.508416262470893e-14,4.635706790003149e-14
S09_PLUS,9,78,primary,15,35,1e-06,,9293.124091563614,825.2833230954702,6.208734128541696e-15,6.222732524382788e-14
S09_PLUS,9,78,primary,16,37,1e-06,,9695.88628830063,-1664.586828793977,-1.282958914346961e-13,-2.967300325582828e-13
S09_PLUS,9,78,primary,17,40,1e-06,,9293.288989594157,-3341.77976321918,-2.612586252818032e-13,6.070834463476494e-14
S09_PLUS,9,78,primary,18,42,1e-06,,9695.355899268863,-1664.608115539943,-1.881788561620772e-13,-1.480546890790954e-13
S09_PLUS,9,78,primary,19,45,1e-06,,10040.51580465416,412.5888680627121,2.189434800266304e-14,-4.477969519806217e-14
S09_PLUS,9,78,primary,20,47,1e-06,,10040.51580465416,413.2153731278416,1.359142658147294e-13,2.885343607307434e-14
S09_PLUS,9,78,primary,21,49,1e-06,,9709.135996547171,-1655.908153838023,-1.350415596437407e-13,6.566724236087211e-14
S09_PLUS,9,78,primary,22,52,1e-06,,10040.51580465416,-1664.127184470011,7.433439916668205e-15,4.371641888379254e-14
S09_PLUS,9,78,primary,23,54,1e-06,,9689.65518386654,-1655.023258371504,7.169807358474216e-15,1.733046555734735e-13
S09_MINUS,9,78,secondary,1,57,-1e-06,-9.999999999999999e-05,9999.390853727728,-1000.194051104616,2.094957294658339e-13,-1.551802755960814e-13
S09_MINUS,9,78,secondary,2,60,-1e-06,-0.000100034882972918,10007.40238306963,-1667.255885903297,2.004221009321492e-14,1.044384638639535e-13
S09_MINUS,9,78,secondary,3,64,-1e-06,-0.0001000116902760077,10002.13378863405,-1667.410893754436,1.433315343650786e-13,-3.717886730344669e-14
S09_MINUS,9,78,secondary,4,61,-1e-06,-9.999999999999999e-05,9999.77739866883,-1000.187327339965,-8.57447125882219e-14,-2.204742266252762e-13
S09_MINUS,9,78,secondary,5,68,-1e-06,-9.999999999977795e-05,10001.63416632406,4000.481850041599,-6.921044882762312e-14,6.390787032471079e-13
S09_MINUS,9,78,secondary,6,72,-1e-06,-0.0001000532364614888,10004.76808585184,6669.55993235962,1.162411702904838e-13,5.639977822811998e-13
S09_MINUS,9,78,secondary,7,76,-1e-06,-9.999999999955594e-05,10000.86107641965,4000.445250077709,-2.027556532580483e-13,5.116227011396189e-13
S09_MINUS,9,78,secondary,8,69,-1e-06,-9.999999999999999e-05,9999.584126198279,4000.279664541484,-1.393844711382086e-13,3.565237421112906e-13
S09_MINUS,9,78,secondary,9,78,-1e-06,-9.95948419534584e-05,9974.126054103925,-667.9164338294411,-4.847653878352609e-14,4.97979303166089e-14
S09_MINUS,9,78,secondary,10,80,-1e-06,-0.0001000872074331276,10013.30911537221,-667.0685585623814,-2.027849807790165e-13,-4.273020104323894e-14
S09_MINUS,9,78,secondary,11,83,-1e-06,-0.0001000870605952491,9992.526670661398,2668.308126168799,2.626405328699015e-13,-7.204589211711192e-14
S09_MINUS,9,78,secondary,12,85,-1e-06,-0.0001000870605952492,9995.601730872271,2668.510311670212,7.585721537822786e-14,-9.397684690100029e-14
S09_MINUS,9,78,secondary,13,88,-1e-06,-0.000100133091153722,10009.70011536912,2669.1146822801,1.611467492175785e-13,-2.147840990095395e-13
S09_MINUS,9,78,primary,1,2,-1e-06,,10013.30911537221,427.4089877960772,-1.095297047961477e-13,3.329090336050833e-14
S09_MINUS,9,78,primary,2,3,-1e-06,,4284.630671267443,858.630440294269,-2.682177626758979e-14,7.286174744807249e-14
S09_MINUS,9,78,primary,3,7,-1e-06,,4284.808421270954,858.6287313229304,-3.218801784333355e-14,7.603251628795017e-14
S09_MINUS,9,78,primary,4,6,-1e-06,,10013.30911537221,427.4089877960804,5.261710223276789e-14,7.416662895641365e-14
S09_MINUS,9,78,primary,5,10,-1e-06,,7550.610209093563,-1687.479704016592,-9.685672474484018e-14,-1.50480160884765e-13
S09_MINUS,9,78,primary,6,15,-1e-06,,4284.719546269198,-3320.616614576124,1.659979662545296e-13,-4.098553790914276e-13
S09_MINUS,9,78,primary,7,18,-1e-06,,7550.610209092009,-1687.479704015882,1.783473862024644e-13,-7.253698188933178e-14
S09_MINUS,9,78,primary,8,14,-1e-06,,10013.30911537221,-1677.159615590388,3.194208603211653e-14,-5.827231795368733e-14
S09_MINUS,9,78,primary,9,21,-1e-06,,10013.30911537221,845.7299389975283,-5.352626442938185e-15,1.275349569110423e-14
S09_MINUS,9,78,primary,10,23,-1e-06,,10013.30911537221,845.7791469455311,-3.966397002764166e-14,7.974585944579138e-14
S09_MINUS,9,78,primary,11,25,-1e-06,,7552.397730515246,-1694.573928758339,9.085279437706876e-14,-3.050914189582115e-13
S09_MINUS,9,78,primary,12,28,-1e-06,,10013.30911537221,-3327.498245557914,3.790734163402304e-15,-4.634854553368438e-13
S09_MINUS,9,78,primary,13,30,-1e-06,,7551.598144050331,-1694.558919649731,6.656049929068978e-14,-2.707435848422696e-13
S09_MINUS,9,78,primary,14,33,-1e-06,,9312.612770423075,826.1727659646767,1.513457839697143e-14,4.630619263003021e-14
S09_MINUS,9,78,primary,15,35,-1e-06,,9312.94256648302,826.1308243370817,6.19534850447797e-15,6.227123518018384e-14
S09_MINUS,9,78,primary,16,37,-1e-06,,9706.713707978604,-1666.329838138664,-1.284384043571244e-13,-2.968600752687015e-13
S09_MINUS,9,78,primary,17,40,-1e-06,,9312.777668453047,-3346.929752735576,-2.617916991307974e-13,6.113489966763806e-14
S09_MINUS,9,78,primary,18,42,-1e-06,,9707.244097019116,-1666.308551393386,-1.883183561933841e-13,-1.479983730839624e-13
S09_MINUS,9,78,primary,19,45,-1e-06,,10013.30911537221,414.340596593417,2.190966684647027e-14,-4.4815790533627e-14
S09_MINUS,9,78,primary,20,47,-1e-06,,10013.30911537221,413.7140915282874,1.361860796331993e-13,2.885589321445752e-14
S09_MINUS,9,78,primary,21,49,-1e-06,,9693.463999758544,-1657.322864105416,-1.353892878296719e-13,6.594617680111278e-14
S09_MINUS,9,78,primary,22,52,-1e-06,,10013.30911537221,-1666.145680111314,7.346998150246812e-15,4.393357522283018e-14
S09_MINUS,9,78,primary,23,54,-1e-06,,9712.9448124392,-1658.207759571938,7.07099124338942e-15,1.737514995726494e-13
S10_PLUS,10,80,secondary,1,57,1e-06,-9.999999999999999e-05,10000.22260131914,-999.8126726560453,2.094871738326e-13,-1.551524708253894e-13
S10_PLUS,10,80,secondary,2,60,1e-06,-9.998830972343714e-05,9997.866211325243,-1665.922439576701,2.019650725437312e-14,1.042595091238366e-13
S10_PLUS,10,80,secondary,3,64,1e-06,-9.996511702652689e-05,9992.597616889661,-1666.077447427841,1.435143127494065e-13,-3.723990869029306e-14
S10_PLUS,10,80,secondary,4,61,1e-06,-9.999999999999999e-05,10000.60914626024,-999.8059488913938,-8.575093048885858e-14,-2.204515002980855e-13
S10_PLUS,10,80,secondary,5,68,1e-06,-9.999999999977795e-05,9999.138923549817,3999.554749907635,-6.919464550332059e-14,6.389923200635111e-13
S10_PLUS,10,80,secondary,6,72,1e-06,-9.994676353851117e-05,9995.231914107451,6663.773400959967,1.157864533860441e-13,5.641217807337501e-13
S10_PLUS,10,80,secondary,7,76,1e-06,-9.999999999955594e-05,9998.36583364541,3999.518149943744,-2.027525750846893e-13,5.115639618192202e-13
S10_PLUS,10,80,secondary,8,69,1e-06,-9.999999999999999e-05,10000.41587378969,3999.720335447845,-1.393672519508901e-13,3.564950432526113e-13
S10_PLUS,10,80,secondary,9,78,1e-06,-9.991279256687243e-05,9982.922592364006,-666.2647747707366,-4.826100140633158e-14,4.97668467021769e-14
S10_PLUS,10,80,secondary,10,80,1e-06,-0.0001004051580465416,10025.8739459007,-665.416899503677,-2.03032316494095e-13,-4.305630488402496e-14
S10_PLUS,10,80,secondary,11,83,1e-06,-9.986690884627794e-05,9990.299884616998,2664.218651052495,2.619825766751272e-13,-7.168579297527921e-14
S10_PLUS,10,80,secondary,12,85,1e-06,-9.991293940475086e-05,10004.39826913235,2664.823021662966,7.504640946686602e-14,-9.394771022829439e-14
S10_PLUS,10,80,secondary,13,88,1e-06,-9.991293940475085e-05,10007.47332932473,2665.025207163796,1.602331640475885e-13,-2.145064929730662e-13
S10_PLUS,10,80,primary,1,2,1e-06,,10040.51580465416,427.3921127642976,-1.095290003938326e-13,3.329027944395748e-14
S10_PLUS,10,80,primary,2,3,1e-06,,4284.03785079823,858.4108022535802,-2.68146349118782e-14,7.284994065176431e-14
S10_PLUS,10,80,primary,3,7,1e-06,,4284.215600801738,858.409093282242,-3.21814706665565e-14,7.602200027406606e-14
S10_PLUS,10,80,primary,4,6,1e-06,,10040.51580465416,427.3921127643007,5.261780663508296e-14,7.416600503986279e-14
S10_PLUS,10,80,primary,5,10,1e-06,,7550.323907502814,-1687.442974337697,-9.685825792541034e-14,-1.504788028870516e-13
S10_PLUS,10,80,primary,6,15,1e-06,,4284.126725799984,-3320.049100458747,1.659763218234886e-13,-4.098317208400243e-13
S10_PLUS,10,80,primary,7,18,1e-06,,7550.323907501263,-1687.442974336986,1.783458530218942e-13,-7.253562389161837e-14
S10_PLUS,10,80,primary,8,14,1e-06,,10040.51580465416,-1677.135149443113,3.194106475932686e-14,-5.827141337262224e-14
S10_PLUS,10,80,primary,9,21,1e-06,,10040.51580465416,845.0193050002675,-5.384711699876167e-15,1.279832136375667e-14
S10_PLUS,10,80,primary,10,23,1e-06,,10040.51580465416,845.0685129482704,-3.968047665837952e-14,7.976279158064502e-14
S10_PLUS,10,80,primary,11,25,1e-06,,7549.335972525414,-1694.020081949341,9.083814978167197e-14,-3.050507712404498e-13
S10_PLUS,10,80,primary,12,28,1e-06,,10040.51580465416,-3325.225560479729,3.8304284107275e-15,-4.633881314830193e-13
S10_PLUS,10,80,primary,13,30,1e-06,,7548.536386060497,-1694.005072840733,6.655107309307774e-14,-2.70714273467402e-13
S10_PLUS,10,80,primary,14,33,1e-06,,9293.124091564183,825.2833230955067,1.504696715424059e-14,4.628416307679588e-14
S10_PLUS,10,80,primary,15,35,1e-06,,9293.453887624128,825.2413814679115,6.036005075237331e-15,6.217358889791543e-14
S10_PLUS,10,80,primary,16,37,1e-06,,9695.355899264488,-1664.6081155396,-1.282939853054374e-13,-2.967995077623327e-13
S10_PLUS,10,80,primary,17,40,1e-06,,9293.288989594155,-3341.77976321918,-2.611433989433368e-13,6.078205679215595e-14
S10_PLUS,10,80,primary,18,42,1e-06,,9695.886288305002,-1664.586828794322,-1.881553102852118e-13,-1.480219173124237e-13
S10_PLUS,10,80,primary,19,45,1e-06,,10040.51580465416,413.2153731278416,2.172944658569834e-14,-4.482415717466364e-14
S10_PLUS,10,80,primary,20,47,1e-06,,10040.51580465416,412.5888680627122,1.363660023059123e-13,2.90776607084105e-14
S10_PLUS,10,80,primary,21,49,1e-06,,9689.655183866525,-1655.023258371502,-1.349445841376249e-13,6.575012243936761e-14
S10_PLUS,10,80,primary,22,52,1e-06,,10040.51580465416,-1664.127184470011,7.929973047774809e-15,4.40400951454427e-14
S10_PLUS,10,80,primary,23,54,1e-06,,9709.135996547186,-1655.908153838025,7.888862749590742e-15,1.737600131967937e-13
S10_MINUS,10,80,secondary,1,57,-1e-06,-9.999999999999999e-05,9999.777398678081,-1000.187327339677,2.09496395969988e-13,-1.551747190164139e-13
S10_MINUS,10,80,secondary,2,60,-1e-06,-0.0001000116902758967,10002.1337886285,-1667.410893754636,1.998670640513459e-14,1.043372455628807e-13
S10_MINUS,10,80,secondary,3,64,-1e-06,-0.0001000348829730289,10007.40238307518,-1667.255885903096,1.432192007340454e-13,-3.72218533626255e-14
S10_MINUS,10,80,secondary,4,61,-1e-06,-9.999999999999999e-05,9999.390853718476,-1000.194051104904,-8.574771682497319e-14,-2.204747047614425e-13
S10_MINUS,10,80,secondary,5,68,-1e-06,-9.999999999977795e-05,10000.86107642335,4000.445250079798,-6.921643147096869e-14,6.390535718233918e-13
S10_MINUS,10,80,secondary,6,72,-1e-06,-0.0001000532364614888,10004.76808585184,6669.559932359621,1.163237700697999e-13,5.640264203517179e-13
S10_MINUS,10,80,secondary,7,76,-1e-06,-9.999999999955594e-05,10001.63416632036,4000.481850039509,-2.027416546887649e-13,5.116304189262775e-13
S10_MINUS,10,80,secondary,8,69,-1e-06,-9.999999999999999e-05,9999.584126198279,4000.279664541484,-1.393836316310988e-13,3.56521918382849e-13
S10_MINUS,10,80,secondary,9,78,-1e-06,-0.0001000872074331276,10013.3091153722,-667.0685585623604,-4.864020816049314e-14,4.976710699476693e-14
S10_MINUS,10,80,secondary,10,80,-1e-06,-9.959484195345842e-05,9974.126054102071,-667.9164338294624,-2.021584383097765e-13,-4.240435749504294e-14
S10_MINUS,10,80,secondary,11,83,-1e-06,-0.000100133091153722,10009.70011536542,2669.114682279982,2.627460715045001e-13,-7.202551369440686e-14
S10_MINUS,10,80,secondary,12,85,-1e-06,-0.0001000870605952492,9995.601730872269,2668.510311670212,7.63955411698859e-14,-9.362356163981489e-14
S10_MINUS,10,80,secondary,13,88,-1e-06,-0.0001000870605952491,9992.526670665098,2668.308126168916,1.616601792645813e-13,-2.143980846276729e-13
S10_MINUS,10,80,primary,1,2,-1e-06,,10013.3091153722,427.4089877960772,-1.095297047961477e-13,3.329090336050833e-14
S10_MINUS,10,80,primary,2,3,-1e-06,,4284.808421273955,858.6287313222965,-2.682192441989332e-14,7.286028897017171e-14
S10_MINUS,10,80,primary,3,7,-1e-06,,4284.630671264442,858.6304402949028,-3.218723300744047e-14,7.603259164716513e-14
S10_MINUS,10,80,primary,4,6,-1e-06,,10013.3091153722,427.4089877960804,5.261710223276789e-14,7.416662895641365e-14
S10_MINUS,10,80,primary,5,10,-1e-06,,7550.610209093563,-1687.479704016592,-9.685672474484018e-14,-1.50480160884765e-13
S10_MINUS,10,80,primary,6,15,-1e-06,,4284.719546269198,-3320.616614576124,1.659976861346727e-13,-4.098547705646574e-13
S10_MINUS,10,80,primary,7,18,-1e-06,,7550.610209092009,-1687.479704015882,1.783473862024644e-13,-7.253698188933178e-14
S10_MINUS,10,80,primary,8,14,-1e-06,,10013.3091153722,-1677.159615590388,3.194208603211653e-14,-5.827231795368733e-14
S10_MINUS,10,80,primary,9,21,-1e-06,,10013.3091153722,845.7791469454353,-5.33932171629031e-15,1.277219656508805e-14
S10_MINUS,10,80,primary,10,23,-1e-06,,10013.3091153722,845.7299389976241,-3.967616411638295e-14,7.97317275012658e-14
S10_MINUS,10,80,primary,11,25,-1e-06,,7551.598144048806,-1694.558919650751,9.085537312030616e-14,-3.050813852354277e-13
S10_MINUS,10,80,primary,12,28,-1e-06,,10013.3091153722,-3327.498245557915,3.781008674748093e-15,-4.634687750478347e-13
S10_MINUS,10,80,primary,13,30,-1e-06,,7552.397730516773,-1694.573928757319,6.655488403165698e-14,-2.707470220989194e-13
S10_MINUS,10,80,primary,14,33,-1e-06,,9312.942566483589,826.1308243371183,1.517177386743981e-14,4.637909745326579e-14
S10_MINUS,10,80,primary,15,35,-1e-06,,9312.612770422509,826.1727659646401,6.368077557782332e-15,6.232497152609631e-14
S10_MINUS,10,80,primary,16,37,-1e-06,,9707.244097014745,-1666.308551393042,-1.284403104863831e-13,-2.967906000646515e-13
S10_MINUS,10,80,primary,17,40,-1e-06,,9312.777668453049,-3346.929752735576,-2.619069254692637e-13,6.106118751024711e-14
S10_MINUS,10,80,primary,18,42,-1e-06,,9706.713707982981,-1666.329838139008,-1.883419020702496e-13,-1.480311448506341e-13
S10_MINUS,10,80,primary,19,45,-1e-06,,10013.3091153722,413.7140915282875,2.207456826343497e-14,-4.477132855702555e-14
S10_MINUS,10,80,primary,20,47,-1e-06,,10013.3091153722,414.340596593417,1.357343431420164e-13,2.863166857912134e-14
S10_MINUS,10,80,primary,21,49,-1e-06,,9712.944812439187,-1658.207759571936,-1.354862633357878e-13,6.586329672261727e-14
S10_MINUS,10,80,primary,22,52,-1e-06,,10013.3091153722,-1666.145680111314,6.850465019140202e-15,4.360989896118005e-14
S10_MINUS,10,80,primary,23,54,-1e-06,,9693.463999758562,-1657.322864105418,6.351935852272795e-15,1.732961419493292e-13
S11_PLUS,11,83,secondary,1,57,1e-06,-9.999999999999999e-05,9997.760263604498,-1000.481850045744,2.094966952417725e-13,-1.552193522245581e-13
S11_PLUS,11,83,secondary,2,60,1e-06,-0.0001001429715032725,10019.2586626836,-1668.789976216111,1.993799316690553e-14,1.04733450147448e-13
S11_PLUS,11,83,secondary,3,64,1e-06,-0.0001000167249982299,10004.56927473282,-1669.559932365295,1.430602639177167e-13,-3.710093505871553e-14
S11_PLUS,11,83,secondary,4,61,1e-06,-9.999999999999999e-05,9999.864372014476,-1000.445250084231,-8.573843067309183e-14,-2.204937284097045e-13
S11_PLUS,11,83,secondary,5,68,1e-06,-9.999999999977795e-05,10005.66715495931,4001.241002581349,-6.919764545885429e-14,6.39222879606754e-13
S11_PLUS,11,83,secondary,6,72,1e-06,-0.0001001253472222222,10011.91396870821,6675.696179594982,1.168777259942274e-13,5.638598172485358e-13
S11_PLUS,11,83,secondary,7,76,1e-06,-9.999999999955594e-05,10001.45893811716,4001.041775328466,-2.027717876188252e-13,5.116603243179859e-13
S11_PLUS,11,83,secondary,8,69,1e-06,-9.999999999999999e-05,9998.812317809487,4000.668941619068,-1.393951427368259e-13,3.565519252147948e-13
S11_PLUS,11,83,secondary,9,78,1e-06,-0.000100357428759014,10048.66395317766,-668.3081261691086,-4.872681356350032e-14,4.995721563074079e-14
S11_PLUS,11,83,secondary,10,80,1e-06,-0.0001000418124961301,10010.86874358623,-669.1146822803137,-2.029771248166223e-13,-4.256047082997014e-14
S11_PLUS,11,83,secondary,11,83,1e-06,-0.0001006107531349428,10036.80361611537,2676.464889580907,2.63788977896823e-13,-7.264307349061218e-14
S11_PLUS,11,83,secondary,12,85,1e-06,-0.0001003133680555556,10029.76634838194,2675.027237977373,7.649990160845045e-14,-9.408499388806079e-14
S11_PLUS,11,83,secondary,13,88,1e-06,-0.0001002028142518885,10008.47689441602,2673.226457124046,1.616828605405632e-13,-2.150150306654153e-13
S11_PLUS,11,83,primary,1,2,1e-06,,10061.07531349427,427.420416724156,-1.095301818656728e-13,3.329132591955771e-14
S11_PLUS,11,83,primary,2,3,1e-06,,4284.528931755285,858.7869578793568,-2.682536050887411e-14,7.287511096757521e-14
S11_PLUS,11,83,primary,3,7,1e-06,,4285.496491372131,858.7776553077755,-3.219295328189526e-14,7.604090449077461e-14
S11_PLUS,11,83,primary,4,6,1e-06,,10061.07531349427,427.4204167241591,5.261662516324278e-14,7.416705151546303e-14
S11_PLUS,11,83,primary,5,10,1e-06,,7550.805426241003,-1687.504579872467,-9.685568636987902e-14,-1.504810806138891e-13
S11_PLUS,11,83,primary,6,15,1e-06,,4285.012711563708,-3321.004464599687,1.660122948730409e-13,-4.098743204643038e-13
S11_PLUS,11,83,primary,7,18,1e-06,,7550.805426239453,-1687.504579871757,1.783484245774256e-13,-7.253790161845583e-14
S11_PLUS,11,83,primary,8,14,1e-06,,10061.07531349427,-1677.176185742149,3.19427777080443e-14,-5.827293059798152e-14
S11_PLUS,11,83,primary,9,21,1e-06,,10061.07531349427,846.3244555129656,-5.307545698678461e-15,1.264099325150824e-14
S11_PLUS,11,83,primary,10,23,1e-06,,10061.07531349427,846.4661625431628,-3.960603069614313e-14,7.976427607068514e-14
S11_PLUS,11,83,primary,11,25,1e-06,,7557.029168076126,-1695.001296289778,9.085322092638079e-14,-3.051527751780059e-13
S11_PLUS,11,83,primary,12,28,1e-06,,10061.07531349427,-3329.352789249638,3.708551952594957e-15,-4.636120063774361e-13
S11_PLUS,11,83,primary,13,30,1e-06,,7552.676720543674,-1694.91959611492,6.657279277851027e-14,-2.707612451650476e-13
S11_PLUS,11,83,primary,14,33,1e-06,,9350.39772448909,826.8865643660909,1.505992450456014e-14,4.646372829697724e-14
S11_PLUS,11,83,primary,15,35,1e-06,,9321.141831913083,828.040610789914,6.427154993954528e-15,6.223595463586497e-14
S11_PLUS,11,83,primary,16,37,1e-06,,9729.688311527578,-1668.567991070966,-1.287530980956557e-13,-2.969961180353604e-13
S11_PLUS,11,83,primary,17,40,1e-06,,9335.769778201086,-3353.365938561311,-2.626488899999483e-13,6.155528808287428e-14
S11_PLUS,11,83,primary,18,42,1e-06,,9711.509708649603,-1667.52659456285,-1.884251161652696e-13,-1.479819117513408e-13
S11_PLUS,11,83,primary,19,45,1e-06,,10061.07531349427,414.7537646312202,2.210326394984662e-14,-4.492796492135811e-14
S11_PLUS,11,83,primary,20,47,1e-06,,10061.07531349427,415.2053604838825,1.362923428885024e-13,2.877724033277886e-14
S11_PLUS,11,83,primary,21,49,1e-06,,9744.276619853455,-1663.224231611869,-1.360437441251744e-13,6.623566064322263e-14
S11_PLUS,11,83,primary,22,52,1e-06,,10061.07531349427,-1670.492981038638,7.002780600417183e-15,4.387722078157716e-14
S11_PLUS,11,83,primary,23,54,1e-06,,9717.619212488004,-1661.107803022039,6.71097839193149e-15,1.73805472135097e-13
S11_MINUS,11,83,secondary,1,57,-1e-06,-9.999999999999999e-05,10000,-999.5181499499788,2.094868745608155e-13,-1.551078376172451e-13
S11_MINUS,11,83,secondary,2,60,-1e-06,-9.985702849606135e-05,9980.741337270138,-1664.543357115226,2.024522049260216e-14,1.038633045392692e-13
S11_MINUS,11,83,secondary,3,64,-1e-06,-9.998327500132589e-05,9995.430725232021,-1663.773400965642,1.436732495657351e-13,-3.736082699420301e-14
S11_MINUS,11,83,secondary,4,61,-1e-06,-9.999999999999999e-05,10000,-999.5547499120667,-8.576021664073993e-14,-2.204324766498235e-13
S11_MINUS,11,83,secondary,5,68,-1e-06,-9.999999999977795e-05,9994.332845013862,3998.758997406084,-6.921343151543501e-14,6.388230122801489e-13
S11_MINUS,11,83,secondary,6,72,-1e-06,-9.987465277777777e-05,9988.086031251078,6657.637153724605,1.152324974616166e-13,5.642883838369321e-13
S11_MINUS,11,83,secondary,7,76,-1e-06,-9.999999999955594e-05,9998.541061848609,3998.958224654788,-2.027224421546289e-13,5.115340564275117e-13
S11_MINUS,11,83,secondary,8,69,-1e-06,-9.999999999999999e-05,10000,3999.331058370261,-1.393557408451629e-13,3.564650364206656e-13
S11_MINUS,11,83,secondary,9,78,-1e-06,-9.964257124098604e-05,9951.336046828819,-665.0252071639883,-4.817439600332439e-14,4.957673806620305e-14
S11_MINUS,11,83,secondary,10,80,-1e-06,-9.995818750386994e-05,9989.131256416547,-664.2186510528256,-2.022136299872493e-13,-4.290019154909779e-14
S11_MINUS,11,83,secondary,11,83,-1e-06,-9.938924686505723e-05,9963.196383867049,2656.868443751571,2.609396702828043e-13,-7.1068233179074e-14
S11_MINUS,11,83,secondary,12,85,-1e-06,-9.968663194444445e-05,9970.233651622682,2658.306095355806,7.494204902830145e-14,-9.348627798004855e-14
S11_MINUS,11,83,secondary,13,88,-1e-06,-9.979718574811147e-05,9991.523105573808,2660.106876208665,1.602104827716065e-13,-2.138895469353239e-13
S11_MINUS,11,83,primary,1,2,-1e-06,,10000,427.3806838362189,-1.095285233243075e-13,3.32898568849081e-14
S11_MINUS,11,83,primary,2,3,-1e-06,,4284.317340316897,858.2525756965199,-2.681119882289742e-14,7.283511865436082e-14
S11_MINUS,11,83,primary,3,7,-1e-06,,4283.349780694049,858.2618782693693,-3.217575039210171e-14,7.601368743045658e-14
S11_MINUS,11,83,primary,4,6,-1e-06,,10000,427.380683836222,5.26182837046081e-14,7.416558248081342e-14
S11_MINUS,11,83,primary,5,10,-1e-06,,7550.128690355373,-1687.418098481821,-9.685929630037153e-14,-1.504778831579275e-13
S11_MINUS,11,83,primary,6,15,-1e-06,,4283.833560505473,-3319.661250435184,1.659617130851205e-13,-4.09812170940378e-13
S11_MINUS,11,83,primary,7,18,-1e-06,,7550.12869035382,-1687.418098481111,1.783448146469331e-13,-7.253470416249428e-14
S11_MINUS,11,83,primary,8,14,-1e-06,,10000,-1677.118579291352,3.19403730833991e-14,-5.827080072832804e-14
S11_MINUS,11,83,primary,9,21,-1e-06,,10000,844.4739964327371,-5.416487717488012e-15,1.29295246773365e-14
