step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cpress_pa,cnormf_x_n,cnormf_y_n,cnormf_z_n
S03_PLUS,3,64,primary,13,30,1e-06,,7558.554596626771,-1692.979747211272,6.635870329697124e-14,-2.705569629012012e-13
S03_PLUS,3,64,primary,14,33,1e-06,,9292.314953389749,825.2148533648379,1.520484546312797e-14,4.634403659336737e-14
S03_PLUS,3,64,primary,15,35,1e-06,,9294.075778673594,824.9660798413465,6.238321837241541e-15,6.224131458749711e-14
S03_PLUS,3,64,primary,16,37,1e-06,,9689.758608202563,-1664.234713475595,-1.283634178695524e-13,-2.966379919007169e-13
S03_PLUS,3,64,primary,17,40,1e-06,,9293.195366031672,-3341.434735577076,-2.614278273080938e-13,6.070560244482307e-14
S03_PLUS,3,64,primary,18,42,1e-06,,9711.260405692976,-1666.138800190452,-1.888615165754894e-13,-1.484680336521502e-13
S03_PLUS,3,64,primary,19,45,1e-06,,10040.51580463195,412.9108748142484,2.18743973182464e-14,-4.476516263325722e-14
S03_PLUS,3,64,primary,20,47,1e-06,,10040.51580463195,412.9792134475643,1.359187040724573e-13,2.882984487179339e-14
S03_PLUS,3,64,primary,21,49,1e-06,,9692.32417611315,-1654.730043848911,-1.35033790820513e-13,6.573007106579315e-14
S03_PLUS,3,64,primary,22,52,1e-06,,10040.51580463195,-1663.245411869957,7.412740626393341e-15,4.381114229599535e-14
S03_PLUS,3,64,primary,23,54,1e-06,,9692.004266868098,-1654.841992538282,7.131663486264608e-15,1.733928100512744e-13
S03_MINUS,3,64,secondary,1,57,-1e-06,-0.0001000292256905745,10005.2399543989,-1001.116340631312,2.096306581562201e-13,-1.553074832532641e-13
S03_MINUS,3,64,secondary,2,60,-1e-06,-0.0001000872074327945,10013.30911537221,-1668.139714759738,2.025413285400406e-14,1.044584013677142e-13
S03_MINUS,3,64,secondary,3,64,-1e-06,-9.959484195323632e-05,9973.212334676778,-1670.276212339588,1.428964740418272e-13,-3.772974671682505e-14
S03_MINUS,3,64,secondary,4,61,-1e-06,-0.0001000872074331276,10013.30911537221,-1000.883828854591,-8.571279705746805e-14,-2.20635866299924e-13
S03_MINUS,3,64,secondary,5,68,-1e-06,-0.0001001330911535,10010.99173001595,4004.339898543456,-6.944793092618371e-14,6.397221952977937e-13
S03_MINUS,3,64,secondary,6,72,-1e-06,-0.0001000870605952491,9994.977920156041,6671.9749405359,1.15632833430104e-13,5.642518519521505e-13
S03_MINUS,3,64,secondary,7,76,-1e-06,-0.0001000870605948051,9994.977920159283,4003.184964317291,-2.032801492795562e-13,5.118680323276752e-13
S03_MINUS,3,64,secondary,8,69,-1e-06,-0.000100133091153722,10010.99173002335,4004.339898544404,-1.396591376203663e-13,3.568729631160568e-13
S03_MINUS,3,64,secondary,9,78,-1e-06,-0.0001000292256905745,10005.23995440353,-667.4108937555154,-4.848582716005969e-14,4.981899057148452e-14
S03_MINUS,3,64,secondary,10,80,-1e-06,-0.0001000872074331276,10013.30911537221,-667.2558859041976,-2.027429334096164e-13,-4.272130352570023e-14
S03_MINUS,3,64,secondary,11,83,-1e-06,-0.000100133091153722,10010.99173002057,2669.559932366064,2.626708169138228e-13,-7.198559930258679e-14
S03_MINUS,3,64,secondary,12,85,-1e-06,-0.0001001330911537221,10010.99173003168,2669.559932366415,7.58153334263733e-14,-9.386749099431545e-14
S03_MINUS,3,64,secondary,13,88,-1e-06,-0.0001000870605952491,9994.97792017131,2668.789976216798,1.609086893213181e-13,-2.147860515974219e-13
S03_MINUS,3,64,primary,1,2,-1e-06,,10013.30911537221,427.9876180439586,-1.095959652387967e-13,3.33319195457786e-14
S03_MINUS,3,64,primary,2,3,-1e-06,,4288.869530323731,859.3700636075868,-2.686441630137354e-14,7.291182576282561e-14
S03_MINUS,3,64,primary,3,7,-1e-06,,4291.850835686208,859.4631230049326,-3.226001366860156e-14,7.610973988127738e-14
S03_MINUS,3,64,primary,4,6,-1e-06,,10013.30911537221,427.9093279009088,5.263738385168657e-14,7.424118579922042e-14
S03_MINUS,3,64,primary,5,10,-1e-06,,7556.575658769177,-1689.316063733631,-9.680227587224603e-14,-1.506584011976808e-13
S03_MINUS,3,64,primary,6,15,-1e-06,,4290.36018300497,-3324.00489832542,1.662124636639431e-13,-4.102833933331961e-13
S03_MINUS,3,64,primary,7,18,-1e-06,,7558.459706065442,-1689.307101408618,1.785329206020942e-13,-7.261445867311767e-14
S03_MINUS,3,64,primary,8,14,-1e-06,,10013.30911537221,-1679.047371808306,3.205125478905717e-14,-5.834071431392608e-14
S03_MINUS,3,64,primary,9,21,-1e-06,,10013.30911537221,845.8348646842636,-5.502520567171247e-15,1.269739488301497e-14
S03_MINUS,3,64,primary,10,23,-1e-06,,10013.30911537221,846.7434648021127,-3.954766973632442e-14,7.995775463374198e-14
S03_MINUS,3,64,primary,11,25,-1e-06,,7559.83066340295,-1696.144320723226,9.096774962751167e-14,-3.054093766832665e-13
S03_MINUS,3,64,primary,12,28,-1e-06,,10013.30911537221,-3328.52026822395,4.202051974874596e-15,-4.63609710094977e-13
S03_MINUS,3,64,primary,13,30,-1e-06,,7542.3795199505,-1695.599254386781,6.674725382776353e-14,-2.709043326651203e-13
S03_MINUS,3,64,primary,14,33,-1e-06,,9313.751704658025,826.1992940677872,1.501389555855239e-14,4.631922393669433e-14
S03_MINUS,3,64,primary,15,35,-1e-06,,9311.990879373039,826.4480675912051,6.165760795778106e-15,6.225724583651461e-14
S03_MINUS,3,64,primary,16,37,-1e-06,,9712.841388076671,-1666.681953457047,-1.28370877922268e-13,-2.969521159262674e-13
S03_MINUS,3,64,primary,17,40,-1e-06,,9312.871292015532,-3347.274780377679,-2.616224971045067e-13,6.113764185757992e-14
S03_MINUS,3,64,primary,18,42,-1e-06,,9691.339590595006,-1664.777866742878,-1.876356957799719e-13,-1.475850285109077e-13
S03_MINUS,3,64,primary,19,45,-1e-06,,10013.30911537221,414.0185898418807,2.192961753088689e-14,-4.483032309843196e-14
S03_MINUS,3,64,primary,20,47,-1e-06,,10013.30911537221,413.9502512085646,1.361816413754714e-13,2.887948441573849e-14
S03_MINUS,3,64,primary,21,49,-1e-06,,9710.275820192563,-1658.500974094527,-1.353970566528996e-13,6.588334809619174e-14
S03_MINUS,3,64,primary,22,52,-1e-06,,10013.30911537221,-1667.027452711367,7.367697440521734e-15,4.383885181062739e-14
S03_MINUS,3,64,primary,23,54,-1e-06,,9710.595729437646,-1658.389025405161,7.109135115599092e-15,1.736633450948486e-13
S04_PLUS,4,61,secondary,1,57,1e-06,-9.991279256687242e-05,9983.033893019641,-999.3034984832356,2.094004958248858e-13,-1.549667489370982e-13
S04_PLUS,4,61,secondary,2,60,1e-06,-9.998246458532223e-05,9996.893834228211,-1665.550326032218,2.008540156660839e-14,1.044348682074776e-13
S04_PLUS,4,61,secondary,3,64,1e-06,-9.994767553990137e-05,9990.658877416739,-1665.782837809027,1.433302301422781e-13,-3.705811725629933e-14
S04_PLUS,4,61,secondary,4,61,1e-06,-0.0001004051580465416,10026.17851902412,-998.0283237004323,-8.619015963668359e-14,-2.20514716577289e-13
S04_PLUS,4,61,secondary,5,68,1e-06,-9.986690884605592e-05,9989.869346393987,3996.10535153006,-6.911079075207765e-14,6.383460482297904e-13
S04_PLUS,4,61,secondary,6,72,1e-06,-9.992014530776676e-05,9993.776355822476,6662.326768110055,1.161678836197987e-13,5.634880770942783e-13
S04_PLUS,4,61,secondary,7,76,1e-06,-9.991293940430679e-05,10006.65624614396,3997.296885713845,-2.029644387876009e-13,5.108822866620169e-13
S04_PLUS,4,61,secondary,8,69,1e-06,-9.991293940475083e-05,10004.60620602188,3997.09470021582,-1.396556785601931e-13,3.558817537661166e-13
S04_PLUS,4,61,secondary,9,78,1e-06,-0.0001,10000.33390198403,-666.4793393247322,-4.84552158521063e-14,4.977810094398418e-14
S04_PLUS,4,61,secondary,10,80,1e-06,-0.0001,10000.91371940771,-666.4726155598145,-2.025969842338785e-13,-4.271872895785548e-14
S04_PLUS,4,61,secondary,11,83,1e-06,-9.999999999999999e-05,9998.70838533606,2666.221416580157,2.623752170736377e-13,-7.188627921478353e-14
S04_PLUS,4,61,secondary,12,85,1e-06,-0.0001,10000.62381069587,2666.387002119769,7.57291651584803e-14,-9.379907349917352e-14
S04_PLUS,4,61,secondary,13,88,1e-06,-9.999999999999999e-05,9997.548750488697,2666.184816618473,1.609412114581227e-13,-2.144855173538982e-13
S04_PLUS,4,61,primary,1,2,1e-06,,10040.51580465416,427.2049644432253,-1.095404250368178e-13,3.318936001345106e-14
S04_PLUS,4,61,primary,2,3,1e-06,,4280.70453638963,857.9319480454492,-2.686164186618107e-14,7.276008061271599e-14
S04_PLUS,4,61,primary,3,7,1e-06,,4278.471597688991,857.7960773224862,-3.220979179626306e-14,7.589542241020861e-14
S04_PLUS,4,61,primary,4,6,1e-06,,10040.51580465416,426.5340251883863,5.279818577867867e-14,7.421114312470474e-14
S04_PLUS,4,61,primary,5,10,1e-06,,7541.86216559671,-1685.949416274048,-9.670476148590587e-14,-1.502453625785196e-13
S04_PLUS,4,61,primary,6,15,1e-06,,4279.588067039311,-3317.345690490326,1.659305979321391e-13,-4.093273788978697e-13
S04_PLUS,4,61,primary,7,18,1e-06,,7560.911934697884,-1687.26898374861,1.78855166214705e-13,-7.208878126241277e-14
S04_PLUS,4,61,primary,8,14,1e-06,,10040.51580465416,-1676.326509019199,3.227091468435643e-14,-5.79971567646458e-14
S04_PLUS,4,61,primary,9,21,1e-06,,10040.51580465416,844.7277326142317,-5.34038691121436e-15,1.271647556017492e-14
S04_PLUS,4,61,primary,10,23,1e-06,,10040.51580465416,844.7283471856708,-3.962127755605065e-14,7.966548469083378e-14
S04_PLUS,4,61,primary,11,25,1e-06,,7545.377583753662,-1692.55941058174,9.072909771960318e-14,-3.047481264101477e-13
S04_PLUS,4,61,primary,12,28,1e-06,,10040.51580465416,-3323.70451864089,3.70950368035223e-15,-4.630639400622451e-13
S04_PLUS,4,61,primary,13,30,1e-06,,7544.654660446324,-1692.763329917294,6.647687636495194e-14,-2.704764145924226e-13
S04_PLUS,4,61,primary,14,33,1e-06,,9301.635505312724,825.3870600116363,1.511066793610582e-14,4.630283973210021e-14
S04_PLUS,4,61,primary,15,35,1e-06,,9301.809515157771,825.3971700628182,6.206393400585777e-15,6.222175119292756e-14
S04_PLUS,4,61,primary,16,37,1e-06,,9698.410791418039,-1664.632249079894,-1.283723386918551e-13,-2.966920406515829e-13
S04_PLUS,4,61,primary,17,40,1e-06,,9301.722510235248,-3343.349485009815,-2.615403594454513e-13,6.099070546137113e-14
S04_PLUS,4,61,primary,18,42,1e-06,,9697.025652786604,-1664.517306395962,-1.881942179964807e-13,-1.479183940116623e-13
S04_PLUS,4,61,primary,19,45,1e-06,,10040.51580465416,413.4277107106902,2.190353005057143e-14,-4.479915196356792e-14
S04_PLUS,4,61,primary,20,47,1e-06,,10040.51580465416,413.4276103299065,1.360516504989605e-13,2.88532484078271e-14
S04_PLUS,4,61,primary,21,49,1e-06,,9700.744805719465,-1656.53194415958,-1.352188495752548e-13,6.580993645600565e-14
S04_PLUS,4,61,primary,22,52,1e-06,,10040.51580465416,-1665.082267285414,7.387972930518586e-15,4.382701290216768e-14
S04_PLUS,4,61,primary,23,54,1e-06,,9700.741280404629,-1656.531535290448,7.117156148674597e-15,1.735313335233208e-13
S04_MINUS,4,61,secondary,1,57,-1e-06,-0.0001000872074331276,10013.30911535,-1000.696501512487,2.095830739777022e-13,-1.553604409047051e-13
S04_MINUS,4,61,secondary,2,60,-1e-06,-0.0001000175354140117,10003.10616572553,-1667.78300729912,2.009781209289933e-14,1.041618864792397e-13
S04_MINUS,4,61,secondary,3,64,-1e-06,-0.0001000523244596545,10009.3411225481,-1667.550495521911,1.434032833411738e-13,-3.740364479661926e-14
S04_MINUS,4,61,secondary,4,61,-1e-06,-9.959484195345839e-05,9973.821480954603,-1001.971676295866,-8.530848767714816e-14,-2.204114884822391e-13
S04_MINUS,4,61,secondary,5,68,-1e-06,-0.0001001330911535,10010.13065357918,4003.894648457373,-6.930028622221175e-14,6.396998436571127e-13
S04_MINUS,4,61,secondary,6,72,-1e-06,-0.0001000798546922332,10006.22364413681,6671.006565209533,1.159423398360453e-13,5.646601239911897e-13
S04_MINUS,4,61,secondary,7,76,-1e-06,-0.0001000870605948051,9993.343753821806,4002.703114269409,-2.025297909858533e-13,5.123120940834809e-13
S04_MINUS,4,61,secondary,8,69,-1e-06,-0.0001000870605952491,9995.39379396609,4002.905299773509,-1.390952050217957e-13,3.571352078693437e-13
S04_MINUS,4,61,secondary,9,78,-1e-06,-0.0001,9999.666098022442,-666.8539940083646,-4.844599371471839e-14,4.975585275295967e-14
S04_MINUS,4,61,secondary,10,80,-1e-06,-0.0001,9999.086280595062,-666.8607177733247,-2.025937705699931e-13,-4.274193342121248e-14
S04_MINUS,4,61,secondary,11,83,-1e-06,-9.999999999999999e-05,10001.29161464636,2667.111916752321,2.623534311059895e-13,-7.182502745490257e-14
S04_MINUS,4,61,secondary,12,85,-1e-06,-0.0001,9999.376189308752,2666.946331213409,7.571278547827153e-14,-9.377219836893578e-14
S04_MINUS,4,61,secondary,13,88,-1e-06,-9.999999999999999e-05,10002.45124950112,2667.148516714238,1.60952131854047e-13,-2.144190602468409e-13
S04_MINUS,4,61,primary,1,2,-1e-06,,10013.30911535,427.5961361171495,-1.095182801531625e-13,3.339182279101476e-14
S04_MINUS,4,61,primary,2,3,-1e-06,,4288.141735682553,859.1075855304275,-2.677491746559047e-14,7.295014900922003e-14
S04_MINUS,4,61,primary,3,7,-1e-06,,4290.37467437719,859.2434562546586,-3.215891187773392e-14,7.61591695110226e-14
S04_MINUS,4,61,primary,4,6,-1e-06,,10013.30911535,428.2670753719948,5.243672308917218e-14,7.412149087157171e-14
S04_MINUS,4,61,primary,5,10,-1e-06,,7559.071950999665,-1688.973262080241,-9.701022118434461e-14,-1.50713601193297e-13
S04_MINUS,4,61,primary,6,15,-1e-06,,4289.258205029872,-3323.320024544546,1.660434100260222e-13,-4.103591125068122e-13
S04_MINUS,4,61,primary,7,18,-1e-06,,7540.022181895392,-1687.653694604258,1.778380730096537e-13,-7.298382451853738e-14
S04_MINUS,4,61,primary,8,14,-1e-06,,10013.30911535,-1677.968256014301,3.161223610708698e-14,-5.854657456166379e-14
S04_MINUS,4,61,primary,9,21,-1e-06,,10013.30911535,846.0707193314709,-5.383646504952128e-15,1.285404236866979e-14
S04_MINUS,4,61,primary,10,23,-1e-06,,10013.30911535,846.0701047602238,-3.973536321871182e-14,7.982903439107708e-14
S04_MINUS,4,61,primary,11,25,-1e-06,,7555.556532820554,-1696.019591018352,9.096442518237496e-14,-3.053840300657299e-13
S04_MINUS,4,61,primary,12,28,-1e-06,,10013.30911535,-3329.019287396753,3.901933405123362e-15,-4.637929664686089e-13
S04_MINUS,4,61,primary,13,30,-1e-06,,7556.279456130945,-1695.815671680758,6.662908075978281e-14,-2.709848809738989e-13
S04_MINUS,4,61,primary,14,33,-1e-06,,9304.431152735049,826.0270874209888,1.510807308557455e-14,4.636042079796147e-14
S04_MINUS,4,61,primary,15,35,-1e-06,,9304.257142888866,826.0169773697334,6.197689232433883e-15,6.227680923108414e-14
S04_MINUS,4,61,primary,16,37,-1e-06,,9704.189204861194,-1666.284417852747,-1.283619570999654e-13,-2.968980671754014e-13
S04_MINUS,4,61,primary,17,40,-1e-06,,9304.344147811957,-3345.36003094494,-2.615099649671492e-13,6.085253884103187e-14
S04_MINUS,4,61,primary,18,42,-1e-06,,9705.574343501383,-1666.399360537368,-1.883029943589806e-13,-1.481346681513955e-13
S04_MINUS,4,61,primary,19,45,-1e-06,,10013.30911535,413.5017539454387,2.190048479856187e-14,-4.479633376812127e-14
S04_MINUS,4,61,primary,20,47,-1e-06,,10013.30911535,413.5018543262225,1.360486949489683e-13,2.885608087970475e-14
S04_MINUS,4,61,primary,21,49,-1e-06,,9701.85519058625,-1656.699073783858,-1.352119978981577e-13,6.580348270597925e-14
S04_MINUS,4,61,primary,22,52,-1e-06,,10013.30911535,-1665.19059729591,7.392465136396476e-15,4.38229812044551e-14
S04_MINUS,4,61,primary,23,54,-1e-06,,9701.858715901117,-1656.699482652995,7.123642453189014e-15,1.735248216228022e-13
S05_PLUS,5,68,secondary,1,57,1e-06,-0.000100357428759014,10047.54408497597,-1002.703114275643,2.101917610434587e-13,-1.557028644961275e-13
S05_PLUS,5,68,secondary,2,60,1e-06,-0.0001002144572550753,10026.04568585339,-1669.851630991332,2.033514148160215e-14,1.042485092829099e-13
S05_PLUS,5,68,secondary,3,64,1e-06,-0.000100025087497456,10006.09602685454,-1671.006565215208,1.43609149180765e-13,-3.793013038080141e-14
S05_PLUS,5,68,secondary,4,61,1e-06,-0.0001000418124961301,10010.80092958676,-1003.894648461806,-8.565457592184881e-14,-2.211400002434252e-13
S05_PLUS,5,68,secondary,5,68,1e-06,-0.0001006107531347207,10039.63719359711,4015.317835659534,-6.972149233998755e-14,6.418851254544373e-13
S05_PLUS,5,68,secondary,6,72,1e-06,-0.0001001880208333333,10016.07085635396,6680.210936062576,1.15476678114488e-13,5.662244058487325e-13
S05_PLUS,5,68,secondary,7,76,1e-06,-0.0001002028142514445,10009.20636347112,4010.360573346582,-2.033118680693269e-13,5.131377689801746e-13
S05_PLUS,5,68,secondary,8,69,1e-06,-0.0001003133680555556,10029.17250728136,4012.875327773042,-1.396683301697747e-13,3.580908027344429e-13
S05_PLUS,5,68,secondary,9,78,1e-06,-0.0001,9996.640395412069,-667.1485167144308,-4.844569444293383e-14,4.971121954481542e-14
S05_PLUS,5,68,secondary,10,80,1e-06,-0.0001,9999.796558039059,-667.1119167526518,-2.025844844181117e-13,-4.276095706947444e-14
S05_PLUS,5,68,secondary,11,83,1e-06,-9.999999999999999e-05,10008.5007324503,2667.907669253871,2.62372217118104e-13,-7.16557196715405e-14
S05_PLUS,5,68,secondary,12,85,1e-06,-0.0001,9998.218476725564,2667.335608290993,7.570127437254448e-14,-9.374219153699008e-14
S05_PLUS,5,68,secondary,13,88,1e-06,-9.999999999999999e-05,10002.18840719632,2667.708442003195,1.609219989239867e-13,-2.143891548551325e-13
S05_PLUS,5,68,primary,1,2,1e-06,,10061.07531347207,428.7482308548873,-1.098585378039957e-13,3.347650233425312e-14
S05_PLUS,5,68,primary,2,3,1e-06,,4300.649817087417,860.5675346745738,-2.683375044884419e-14,7.301468310818728e-14
S05_PLUS,5,68,primary,3,7,1e-06,,4300.041610643462,861.7058144568987,-3.231749122354914e-14,7.647659522470765e-14
S05_PLUS,5,68,primary,4,6,1e-06,,10061.07531347207,429.1836176352019,5.265382241560602e-14,7.438313499223463e-14
S05_PLUS,5,68,primary,5,10,1e-06,,7579.373544880295,-1693.980791073488,-9.717913886146208e-14,-1.512958195983415e-13
S05_PLUS,5,68,primary,6,15,1e-06,,4300.345713865439,-3331.513385084025,1.665699255527255e-13,-4.115444657621556e-13
S05_PLUS,5,68,primary,7,18,1e-06,,7564.519661922692,-1691.926049796802,1.785324895187887e-13,-7.296217319722272e-14
S05_PLUS,5,68,primary,8,14,1e-06,,10061.07531347207,-1682.431095241394,3.183453314922591e-14,-5.866940931583315e-14
S05_PLUS,5,68,primary,9,21,1e-06,,10061.07531347207,846.9688483424598,-5.488212826758539e-15,1.286203285000353e-14
S05_PLUS,5,68,primary,10,23,1e-06,,10061.07531347207,847.8301093685035,-3.98048345253035e-14,8.018874199643082e-14
S05_PLUS,5,68,primary,11,25,1e-06,,7574.325861940679,-1700.83030643209,9.130298138462885e-14,-3.064386381449057e-13
S05_PLUS,5,68,primary,12,28,1e-06,,10061.07531347207,-3334.3608912196,4.172316808521282e-15,-4.648318834936751e-13
S05_PLUS,5,68,primary,13,30,1e-06,,7563.574667727467,-1698.701027872045,6.682449053483924e-14,-2.714970167898876e-13
S05_PLUS,5,68,primary,14,33,1e-06,,9305.851704295885,826.5155080058117,1.509311449932999e-14,4.643577296312892e-14
S05_PLUS,5,68,primary,15,35,1e-06,,9306.598026696687,826.5348309592113,6.194816982397854e-15,6.237612626701363e-14
S05_PLUS,5,68,primary,16,37,1e-06,,9715.802865315651,-1668.249355012515,-1.284591679454221e-13,-2.975444984345717e-13
S05_PLUS,5,68,primary,17,40,1e-06,,9306.224865496286,-3346.852490135439,-2.614819071762028e-13,6.065254124140679e-14
S05_PLUS,5,68,primary,18,42,1e-06,,9707.861282552487,-1667.422946596658,-1.882385553630293e-13,-1.482615582713018e-13
S05_PLUS,5,68,primary,19,45,1e-06,,10061.07531347207,413.5524343861314,2.189851413935109e-14,-4.479406895278662e-14
S05_PLUS,5,68,primary,20,47,1e-06,,10061.07531347207,413.5518879760642,1.360465901223564e-13,2.885796336345638e-14
S05_PLUS,5,68,primary,21,49,1e-06,,9702.687737699211,-1656.814346677769,-1.352077349970712e-13,6.579776376053808e-14
S05_PLUS,5,68,primary,22,52,1e-06,,10061.07531347207,-1665.264010446153,7.395509348473349e-15,4.382020028407151e-14
S05_PLUS,5,68,primary,23,54,1e-06,,9702.668548094885,-1656.812121050486,7.128451842429254e-15,1.735206599832277e-13
S05_MINUS,5,68,secondary,1,57,-1e-06,-9.964257124098601e-05,9952.455915021248,-997.2968857200798,2.087918087591293e-13,-1.546243253456757e-13
S05_MINUS,5,68,secondary,2,60,-1e-06,-9.978554274425856e-05,9973.954314100356,-1663.481702340005,1.984807217790559e-14,1.043482454038073e-13
S05_MINUS,5,68,secondary,3,64,-1e-06,-9.997491250209988e-05,9993.903973110304,-1662.326768115729,1.431243643026869e-13,-3.653163167211713e-14
S05_MINUS,5,68,secondary,4,61,-1e-06,-9.995818750386993e-05,9989.199070391964,-996.105351534492,-8.584407139198294e-14,-2.197862048161029e-13
S05_MINUS,5,68,secondary,5,68,-1e-06,-9.938924686483521e-05,9960.362806376059,3984.682164327899,-6.868958463430176e-14,6.361607664324656e-13
S05_MINUS,5,68,secondary,6,72,-1e-06,-9.981197916666666e-05,9983.929143605332,6653.122397257014,1.16633545341356e-13,5.619237952367355e-13
S05_MINUS,5,68,secondary,7,76,-1e-06,-9.979718574766742e-05,9990.793636494644,3989.639426636672,-2.021823617041272e-13,5.10056611765323e-13
S05_MINUS,5,68,secondary,8,69,-1e-06,-9.968663194444443e-05,9970.827492706605,3987.124672216287,-1.390825534122142e-13,3.549261589010174e-13
S05_MINUS,5,68,secondary,9,78,-1e-06,-0.0001,10000,-666.1848166186659,-4.845551512389087e-14,4.982273415212841e-14
S05_MINUS,5,68,secondary,10,80,-1e-06,-0.0001,10000,-666.2214165804874,-2.026062703857599e-13,-4.26997053095935e-14
S05_MINUS,5,68,secondary,11,83,-1e-06,-9.999999999999999e-05,9991.499267532123,2665.425664078606,2.623564310615232e-13,-7.20555869981456e-14
S05_MINUS,5,68,secondary,12,85,-1e-06,-0.0001,10000,2665.997725042185,7.574067626420738e-14,-9.382908033111923e-14
S05_MINUS,5,68,secondary,13,88,-1e-06,-9.999999999999999e-05,9997.811592793503,2665.624891329517,1.60971344388183e-13,-2.145154227456066e-13
S05_MINUS,5,68,primary,1,2,-1e-06,,10000,426.0528697054876,-1.092001673859846e-13,3.31046804702127e-14
S05_MINUS,5,68,primary,2,3,-1e-06,,4268.196454984766,856.4719989013031,-2.680280888292736e-14,7.269554651374875e-14
S05_MINUS,5,68,primary,3,7,-1e-06,,4268.804661422718,855.3337191202461,-3.205121245044783e-14,7.557799669652354e-14
S05_MINUS,5,68,primary,4,6,-1e-06,,10000,425.6174829251792,5.258108645224484e-14,7.394949900404183e-14
S05_MINUS,5,68,primary,5,10,-1e-06,,7521.56057171608,-1680.941887280801,-9.653584380878837e-14,-1.496631441734751e-13
S05_MINUS,5,68,primary,6,15,-1e-06,,4268.500558203742,-3309.152329950847,1.654040824054359e-13,-4.081420256425261e-13
S05_MINUS,5,68,primary,7,18,-1e-06,,7536.414454670583,-1682.996628556067,1.781607497055699e-13,-7.211043258372741e-14
S05_MINUS,5,68,primary,8,14,-1e-06,,10000,-1671.863669792107,3.204861764221754e-14,-5.787432201047644e-14
S05_MINUS,5,68,primary,9,21,-1e-06,,10000,843.8296036032427,-5.235820589407942e-15,1.270848507884119e-14
S05_MINUS,5,68,primary,10,23,-1e-06,,10000,842.9683425773909,-3.955180624945897e-14,7.930577708548002e-14
S05_MINUS,5,68,primary,11,25,-1e-06,,7526.608254633538,-1687.748695168002,9.039054151734929e-14,-3.036935183309719e-13
S05_MINUS,5,68,primary,12,28,-1e-06,,10000,-3318.362914818043,3.439120276954304e-15,-4.620250230371788e-13
S05_MINUS,5,68,primary,13,30,-1e-06,,7537.359448849802,-1689.877973726007,6.62814665898955e-14,-2.699642787764339e-13
S05_MINUS,5,68,primary,14,33,-1e-06,,9300.214953751889,824.8986394268134,1.512562652235039e-14,4.622748756693275e-14
S05_MINUS,5,68,primary,15,35,-1e-06,,9299.468631349948,824.8793164733401,6.209265650621807e-15,6.21224341569981e-14
S05_MINUS,5,68,primary,16,37,-1e-06,,9686.797130963583,-1662.667311920126,-1.282751278463983e-13,-2.960456093924127e-13
S05_MINUS,5,68,primary,17,40,-1e-06,,9299.841792550918,-3341.857025819316,-2.615684172363977e-13,6.119070306099621e-14
S05_MINUS,5,68,primary,18,42,-1e-06,,9694.738713735496,-1663.493720336673,-1.88258656992432e-13,-1.47791503891756e-13
S05_MINUS,5,68,primary,19,45,-1e-06,,10000,413.3770302699976,2.190550070978221e-14,-4.480141677890256e-14
S05_MINUS,5,68,primary,20,47,-1e-06,,10000,413.3775766800647,1.360537553255724e-13,2.885136592407548e-14
S05_MINUS,5,68,primary,21,49,-1e-06,,9699.912258606506,-1656.416671265669,-1.352231124763413e-13,6.581565540144683e-14
S05_MINUS,5,68,primary,22,52,-1e-06,,10000,-1665.008854135172,7.384928718441713e-15,4.382979382255128e-14
S05_MINUS,5,68,primary,23,54,-1e-06,,9699.93144821086,-1656.418896892956,7.112346759434358e-15,1.735354951628953e-13
S06_PLUS,6,72,secondary,1,57,1e-06,-0.0001000418124961301,10010.66530162112,-1004.339898547601,2.097355317860521e-13,-1.557503813336711e-13
S06_PLUS,6,72,secondary,2,60,1e-06,-0.0001003574287586809,10045.30434856012,-1671.974940541775,2.023739821829043e-14,1.046861362824062e-13
S06_PLUS,6,72,secondary,3,64,1e-06,-0.0001003574287587919,10045.30434856567,-1671.974940541575,1.437890350395439e-13,-3.74086324358757e-14
S06_PLUS,6,72,secondary,4,61,1e-06,-0.0001000418124961301,10010.66530161187,-1004.339898547889,-8.563655176503913e-14,-2.210491259782197e-13
S06_PLUS,6,72,secondary,5,68,1e-06,-0.0001003133680553335,10027.98482508947,4013.544269396498,-6.978397210057864e-14,6.4117325124945e-13
S06_PLUS,6,72,secondary,6,72,1e-06,-0.0001006107531349427,10045.3043485629,6694.264730415545,1.162193643665591e-13,5.662248193920877e-13
S06_PLUS,6,72,secondary,7,76,1e-06,-0.0001003133680551115,10027.98482508576,4013.544269394409,-2.032214600180943e-13,5.134506114242657e-13
S06_PLUS,6,72,secondary,8,69,1e-06,-0.0001002028142518885,10010.6653016165,4011.402348686458,-1.399143431150494e-13,3.578223508789267e-13
S06_PLUS,6,72,secondary,9,78,1e-06,-0.0001000418124961301,10010.66530162575,-669.5599323663746,-4.863666334597415e-14,4.984329511000604e-14
S06_PLUS,6,72,secondary,10,80,1e-06,-0.0001000418124961301,10010.6653016239,-669.559932366396,-2.028640357438137e-13,-4.268265099851797e-14
S06_PLUS,6,72,secondary,11,83,1e-06,-0.0001003133680555556,10027.98482509409,2675.696179601426,2.63186938356119e-13,-7.206993662904125e-14
S06_PLUS,6,72,secondary,12,85,1e-06,-0.0001002028142518885,10010.66530162483,2674.268232461118,7.624600279335305e-14,-9.404694587773252e-14
