case	metric	value
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_pointwise_relative_index	1
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	-1.884789082711e+03
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	-1.884789987823e+03
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_absolute_difference_index	1
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_absolute_difference_actual	-1.884789082711e+03
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_absolute_difference_reference	-1.884789987823e+03
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_zero_reference_count	0
b127_cax8rt_finite_creep	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_stress_tensor_relative_l2	3.321054001956e-07
b127_cax8rt_finite_creep	rz_stress_tensor_relative_absolute_peak	4.796707587961e-07
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_pointwise_relative	4.796707587961e-07
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_pointwise_relative_index	6
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_pointwise_actual_norm	6.052134479074e+08
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_pointwise_reference_norm	6.052137382108e+08
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_difference_index	6
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_absolute_group_difference	2.903033330414e+02
b127_cax8rt_finite_creep	rz_stress_tensor_zero_reference_count	0
b127_cax8rt_finite_creep	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_elastic_tensor_relative_l2	3.321353629695e-07
b127_cax8rt_finite_creep	rz_elastic_tensor_relative_absolute_peak	4.796659089558e-07
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_pointwise_relative	4.796659089558e-07
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_pointwise_relative_index	7
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_pointwise_actual_norm	3.287150417486e-03
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_pointwise_reference_norm	3.287151994221e-03
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_difference_index	7
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_absolute_group_difference	1.576734749184e-09
b127_cax8rt_finite_creep	rz_elastic_tensor_zero_reference_count	0
b127_cax8rt_finite_creep	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_plastic_tensor_zero_reference_count	20
b127_cax8rt_finite_creep	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_creep_tensor_relative_l2	9.615951752351e-08
b127_cax8rt_finite_creep	rz_creep_tensor_relative_absolute_peak	1.654628954246e-07
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_pointwise_relative	2.096709248034e-07
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_pointwise_relative_index	5
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_pointwise_actual_norm	8.480431211712e-03
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_pointwise_reference_norm	8.480429433613e-03
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_difference_index	5
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_absolute_group_difference	1.778099482075e-09
b127_cax8rt_finite_creep	rz_creep_tensor_zero_reference_count	0
b127_cax8rt_finite_creep	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_equivalent_plastic_strain_absolute_l2	0.000000000000e+00
b127_cax8rt_finite_creep	rz_equivalent_plastic_strain_absolute_peak	0.000000000000e+00
b127_cax8rt_finite_creep	rz_equivalent_plastic_strain_maximum_pointwise_absolute	0.000000000000e+00
b127_cax8rt_finite_creep	rz_equivalent_plastic_strain_zero_reference_count	20
b127_cax8rt_finite_creep	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_relative_l2	9.615951100671e-08
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_relative_absolute_peak	1.818684111551e-08
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_pointwise_relative	2.096709238399e-07
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_pointwise_relative_index	5
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_pointwise_relative_actual	6.924243089156e-03
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_pointwise_relative_reference	6.924241637344e-03
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_absolute_difference_index	5
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_absolute_difference_actual	6.924243089156e-03
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_absolute_difference_reference	6.924241637344e-03
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_zero_reference_count	0
b127_cax8rt_finite_creep	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b127_cax8rt_finite_creep	rz_accepted_frames	5
b1211_cax8rt_finite_thermal	rz_temperature_relative_l2	1.515021048921e-16
b1211_cax8rt_finite_thermal	rz_temperature_relative_absolute_peak	1.624097681737e-16
b1211_cax8rt_finite_thermal	rz_temperature_maximum_pointwise_relative	1.833658672929e-16
b1211_cax8rt_finite_thermal	rz_temperature_maximum_pointwise_relative_index	3
b1211_cax8rt_finite_thermal	rz_temperature_maximum_pointwise_relative_actual	6.200000000000e+02
b1211_cax8rt_finite_thermal	rz_temperature_maximum_pointwise_relative_reference	6.200000000000e+02
b1211_cax8rt_finite_thermal	rz_temperature_maximum_absolute_difference_index	3
b1211_cax8rt_finite_thermal	rz_temperature_maximum_absolute_difference_actual	6.200000000000e+02
b1211_cax8rt_finite_thermal	rz_temperature_maximum_absolute_difference_reference	6.200000000000e+02
b1211_cax8rt_finite_thermal	rz_temperature_zero_reference_count	0
b1211_cax8rt_finite_thermal	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_displacement_relative_l2	9.215097617387e-15
b1211_cax8rt_finite_thermal	rz_displacement_relative_absolute_peak	7.832783144586e-15
b1211_cax8rt_finite_thermal	rz_displacement_maximum_pointwise_relative	1.965859293506e-14
b1211_cax8rt_finite_thermal	rz_displacement_maximum_pointwise_relative_index	9
b1211_cax8rt_finite_thermal	rz_displacement_maximum_pointwise_actual_norm	5.213546409772e-06
b1211_cax8rt_finite_thermal	rz_displacement_maximum_pointwise_reference_norm	5.213546409772e-06
b1211_cax8rt_finite_thermal	rz_displacement_maximum_difference_index	9
b1211_cax8rt_finite_thermal	rz_displacement_maximum_absolute_group_difference	1.024909866178e-19
b1211_cax8rt_finite_thermal	rz_displacement_zero_reference_count	15
b1211_cax8rt_finite_thermal	rz_displacement_maximum_zero_reference_absolute_difference	5.379104972242e-21
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_relative_l2	1.694711965178e-14
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_relative_absolute_peak	1.015456066824e-14
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative	3.169471998905e-14
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative_index	1
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	2.539548578902e+03
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	2.539548578902e+03
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_absolute_difference_index	2
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_absolute_difference_actual	3.829182949917e+03
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_absolute_difference_reference	3.829182949917e+03
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_zero_reference_count	0
b1211_cax8rt_finite_thermal	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_stress_tensor_relative_l2	3.910987522691e-14
b1211_cax8rt_finite_thermal	rz_stress_tensor_relative_absolute_peak	3.490337675272e-14
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_pointwise_relative	7.826242489746e-14
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_pointwise_relative_index	4
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_pointwise_actual_norm	8.000000000000e+08
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_pointwise_reference_norm	8.000000000000e+08
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_difference_index	8
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_absolute_group_difference	6.980675350544e-05
b1211_cax8rt_finite_thermal	rz_stress_tensor_zero_reference_count	0
b1211_cax8rt_finite_thermal	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_elastic_tensor_relative_l2	1.670782785252e-14
b1211_cax8rt_finite_thermal	rz_elastic_tensor_relative_absolute_peak	1.440008800371e-14
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_pointwise_relative	3.364044394049e-14
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_pointwise_relative_index	4
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_pointwise_actual_norm	4.345112196480e-03
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_pointwise_reference_norm	4.345112196480e-03
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_difference_index	8
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_absolute_group_difference	1.564249950383e-16
b1211_cax8rt_finite_thermal	rz_elastic_tensor_zero_reference_count	0
b1211_cax8rt_finite_thermal	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_plastic_tensor_zero_reference_count	20
b1211_cax8rt_finite_thermal	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_creep_tensor_zero_reference_count	20
b1211_cax8rt_finite_thermal	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_plastic_strain_absolute_l2	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_plastic_strain_absolute_peak	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_plastic_strain_maximum_pointwise_absolute	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_plastic_strain_zero_reference_count	20
b1211_cax8rt_finite_thermal	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_equivalent_creep_strain_zero_reference_count	20
b1211_cax8rt_finite_thermal	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1211_cax8rt_finite_thermal	rz_accepted_frames	5
b1210_cax8rt_small_thermal	rz_temperature_relative_l2	5.563216490965e-16
b1210_cax8rt_small_thermal	rz_temperature_relative_absolute_peak	8.120488408687e-16
b1210_cax8rt_small_thermal	rz_temperature_maximum_pointwise_relative	8.120488408687e-16
b1210_cax8rt_small_thermal	rz_temperature_maximum_pointwise_relative_index	32
b1210_cax8rt_small_thermal	rz_temperature_maximum_pointwise_relative_actual	7.000000000000e+02
b1210_cax8rt_small_thermal	rz_temperature_maximum_pointwise_relative_reference	7.000000000000e+02
b1210_cax8rt_small_thermal	rz_temperature_maximum_absolute_difference_index	32
b1210_cax8rt_small_thermal	rz_temperature_maximum_absolute_difference_actual	7.000000000000e+02
b1210_cax8rt_small_thermal	rz_temperature_maximum_absolute_difference_reference	7.000000000000e+02
b1210_cax8rt_small_thermal	rz_temperature_zero_reference_count	0
b1210_cax8rt_small_thermal	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_displacement_relative_l2	4.462574131732e-15
b1210_cax8rt_small_thermal	rz_displacement_relative_absolute_peak	5.212510444642e-15
b1210_cax8rt_small_thermal	rz_displacement_maximum_pointwise_relative	5.212510444642e-15
b1210_cax8rt_small_thermal	rz_displacement_maximum_pointwise_relative_index	33
b1210_cax8rt_small_thermal	rz_displacement_maximum_pointwise_actual_norm	1.300000000000e-05
b1210_cax8rt_small_thermal	rz_displacement_maximum_pointwise_reference_norm	1.300000000000e-05
b1210_cax8rt_small_thermal	rz_displacement_maximum_difference_index	33
b1210_cax8rt_small_thermal	rz_displacement_maximum_absolute_group_difference	6.776263578034e-20
b1210_cax8rt_small_thermal	rz_displacement_zero_reference_count	15
b1210_cax8rt_small_thermal	rz_displacement_maximum_zero_reference_absolute_difference	4.803494908372e-21
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_relative_l2	7.550725059622e-15
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_relative_absolute_peak	6.948027720146e-15
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative	1.194192264400e-14
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative_index	1
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative_actual	2.513274122872e+03
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_pointwise_relative_reference	2.513274122872e+03
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_absolute_difference_index	3
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_absolute_difference_actual	5.026548245744e+03
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_absolute_difference_reference	5.026548245744e+03
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_zero_reference_count	0
b1210_cax8rt_small_thermal	rz_bottom_axial_reaction_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_stress_tensor_relative_l2	8.049807559618e-15
b1210_cax8rt_small_thermal	rz_stress_tensor_relative_absolute_peak	8.668419930277e-15
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_pointwise_relative	2.619115418627e-14
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_pointwise_relative_index	0
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_pointwise_actual_norm	4.000000000000e+08
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_pointwise_reference_norm	4.000000000000e+08
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_difference_index	13
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_absolute_group_difference	1.733683986055e-05
b1210_cax8rt_small_thermal	rz_stress_tensor_zero_reference_count	0
b1210_cax8rt_small_thermal	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_elastic_tensor_relative_l2	4.976102283855e-15
b1210_cax8rt_small_thermal	rz_elastic_tensor_relative_absolute_peak	5.190212965591e-15
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_pointwise_relative	9.789098986001e-15
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_pointwise_relative_index	0
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_pointwise_actual_norm	2.172556098240e-03
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_pointwise_reference_norm	2.172556098240e-03
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_difference_index	19
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_absolute_group_difference	5.638014414780e-17
b1210_cax8rt_small_thermal	rz_elastic_tensor_zero_reference_count	0
b1210_cax8rt_small_thermal	rz_elastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_plastic_tensor_zero_reference_count	20
b1210_cax8rt_small_thermal	rz_plastic_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_creep_tensor_zero_reference_count	20
b1210_cax8rt_small_thermal	rz_creep_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_plastic_strain_absolute_l2	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_plastic_strain_absolute_peak	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_plastic_strain_maximum_pointwise_absolute	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_plastic_strain_zero_reference_count	20
b1210_cax8rt_small_thermal	rz_equivalent_plastic_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_creep_strain_absolute_l2	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_creep_strain_absolute_peak	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_creep_strain_maximum_pointwise_absolute	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_equivalent_creep_strain_zero_reference_count	20
b1210_cax8rt_small_thermal	rz_equivalent_creep_strain_maximum_zero_reference_absolute_difference	0.000000000000e+00
b1210_cax8rt_small_thermal	rz_accepted_frames	5
b122_cax8rt_small_contact	rz_temperature_relative_l2	7.563575580424e-17
b122_cax8rt_small_contact	rz_temperature_relative_absolute_peak	0.000000000000e+00
b122_cax8rt_small_contact	rz_temperature_maximum_pointwise_relative	1.755458523643e-16
b122_cax8rt_small_contact	rz_temperature_maximum_pointwise_relative_index	8
b122_cax8rt_small_contact	rz_temperature_maximum_pointwise_relative_actual	6.476190476190e+02
b122_cax8rt_small_contact	rz_temperature_maximum_pointwise_relative_reference	6.476190476190e+02
b122_cax8rt_small_contact	rz_temperature_maximum_absolute_difference_index	8
b122_cax8rt_small_contact	rz_temperature_maximum_absolute_difference_actual	6.476190476190e+02
b122_cax8rt_small_contact	rz_temperature_maximum_absolute_difference_reference	6.476190476190e+02
b122_cax8rt_small_contact	rz_temperature_zero_reference_count	0
b122_cax8rt_small_contact	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_displacement_relative_l2	4.089517485632e-14
b122_cax8rt_small_contact	rz_displacement_relative_absolute_peak	3.828588921589e-14
b122_cax8rt_small_contact	rz_displacement_maximum_pointwise_relative	1.017050377773e-13
b122_cax8rt_small_contact	rz_displacement_maximum_pointwise_relative_index	7
b122_cax8rt_small_contact	rz_displacement_maximum_pointwise_actual_norm	9.369369369370e-07
b122_cax8rt_small_contact	rz_displacement_maximum_pointwise_reference_norm	9.369369369369e-07
b122_cax8rt_small_contact	rz_displacement_maximum_difference_index	8
b122_cax8rt_small_contact	rz_displacement_maximum_absolute_group_difference	1.914294460795e-19
b122_cax8rt_small_contact	rz_displacement_zero_reference_count	3
b122_cax8rt_small_contact	rz_displacement_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_stress_tensor_relative_l2	1.000636562217e-13
b122_cax8rt_small_contact	rz_stress_tensor_relative_absolute_peak	1.016999969723e-13
b122_cax8rt_small_contact	rz_stress_tensor_maximum_pointwise_relative	1.016999969723e-13
b122_cax8rt_small_contact	rz_stress_tensor_maximum_pointwise_relative_index	5
b122_cax8rt_small_contact	rz_stress_tensor_maximum_pointwise_actual_norm	2.949676674549e+06
b122_cax8rt_small_contact	rz_stress_tensor_maximum_pointwise_reference_norm	2.949676674548e+06
b122_cax8rt_small_contact	rz_stress_tensor_maximum_difference_index	5
b122_cax8rt_small_contact	rz_stress_tensor_maximum_absolute_group_difference	2.999821088708e-07
b122_cax8rt_small_contact	rz_stress_tensor_zero_reference_count	0
b122_cax8rt_small_contact	rz_stress_tensor_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_pressure_relative_l2	1.970620827130e-12
b122_cax8rt_small_contact	rz_contact_pressure_relative_absolute_peak	1.972281773173e-12
b122_cax8rt_small_contact	rz_contact_pressure_maximum_pointwise_relative	1.972281773173e-12
b122_cax8rt_small_contact	rz_contact_pressure_maximum_pointwise_relative_index	0
b122_cax8rt_small_contact	rz_contact_pressure_maximum_pointwise_relative_actual	2.522522522521e+06
b122_cax8rt_small_contact	rz_contact_pressure_maximum_pointwise_relative_reference	2.522522522526e+06
b122_cax8rt_small_contact	rz_contact_pressure_maximum_absolute_difference_index	0
b122_cax8rt_small_contact	rz_contact_pressure_maximum_absolute_difference_actual	2.522522522521e+06
b122_cax8rt_small_contact	rz_contact_pressure_maximum_absolute_difference_reference	2.522522522526e+06
b122_cax8rt_small_contact	rz_contact_pressure_zero_reference_count	0
b122_cax8rt_small_contact	rz_contact_pressure_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_gap_relative_l2	1.719234873511e-12
b122_cax8rt_small_contact	rz_contact_gap_relative_absolute_peak	1.719234873511e-12
b122_cax8rt_small_contact	rz_contact_gap_maximum_pointwise_relative	1.719234873511e-12
b122_cax8rt_small_contact	rz_contact_gap_maximum_pointwise_relative_index	0
b122_cax8rt_small_contact	rz_contact_gap_maximum_pointwise_relative_actual	-2.522522522521e-07
b122_cax8rt_small_contact	rz_contact_gap_maximum_pointwise_relative_reference	-2.522522522526e-07
b122_cax8rt_small_contact	rz_contact_gap_maximum_absolute_difference_index	0
b122_cax8rt_small_contact	rz_contact_gap_maximum_absolute_difference_actual	-2.522522522521e-07
b122_cax8rt_small_contact	rz_contact_gap_maximum_absolute_difference_reference	-2.522522522526e-07
b122_cax8rt_small_contact	rz_contact_gap_zero_reference_count	0
b122_cax8rt_small_contact	rz_contact_gap_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_relative_l2	1.964209907806e-12
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_relative_absolute_peak	1.962238667076e-12
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_pointwise_relative	1.979218285426e-12
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_pointwise_relative_index	0
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_pointwise_relative_actual	5.283158816845e+00
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_pointwise_relative_reference	5.283158816856e+00
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_absolute_difference_index	2
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_absolute_difference_actual	1.584947645054e+01
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_absolute_difference_reference	1.584947645057e+01
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_zero_reference_count	0
b122_cax8rt_small_contact	rz_contact_nodal_normal_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_normal_force_relative_l2	1.967319476968e-12
b122_cax8rt_small_contact	rz_contact_normal_force_relative_absolute_peak	1.967319476968e-12
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_pointwise_relative	1.967319476968e-12
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_pointwise_relative_index	0
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_pointwise_relative_actual	2.377421467580e+01
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_pointwise_relative_reference	2.377421467585e+01
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_absolute_difference_index	0
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_absolute_difference_actual	2.377421467580e+01
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_absolute_difference_reference	2.377421467585e+01
b122_cax8rt_small_contact	rz_contact_normal_force_zero_reference_count	0
b122_cax8rt_small_contact	rz_contact_normal_force_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_heat_rate_relative_l2	1.286357671170e-14
b122_cax8rt_small_contact	rz_contact_heat_rate_relative_absolute_peak	1.286357671170e-14
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_pointwise_relative	1.286357671170e-14
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_pointwise_relative_index	0
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_pointwise_relative_actual	4.487989505128e+00
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_pointwise_relative_reference	4.487989505128e+00
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_absolute_difference_index	0
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_absolute_difference_actual	4.487989505128e+00
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_absolute_difference_reference	4.487989505128e+00
b122_cax8rt_small_contact	rz_contact_heat_rate_zero_reference_count	0
b122_cax8rt_small_contact	rz_contact_heat_rate_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_recovered_pressure_relative_l2	1.970620827130e-12
b122_cax8rt_small_contact	rz_contact_recovered_pressure_relative_absolute_peak	1.972281773173e-12
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_pointwise_relative	1.972281773173e-12
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_pointwise_relative_index	0
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_pointwise_relative_actual	2.522522522521e+06
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_pointwise_relative_reference	2.522522522526e+06
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_absolute_difference_index	0
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_absolute_difference_actual	2.522522522521e+06
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_absolute_difference_reference	2.522522522526e+06
b122_cax8rt_small_contact	rz_contact_recovered_pressure_zero_reference_count	0
b122_cax8rt_small_contact	rz_contact_recovered_pressure_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_recovered_shear_absolute_l2	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_recovered_shear_absolute_peak	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_recovered_shear_maximum_pointwise_absolute	0.000000000000e+00
b122_cax8rt_small_contact	rz_contact_recovered_shear_zero_reference_count	3
b122_cax8rt_small_contact	rz_contact_recovered_shear_maximum_zero_reference_absolute_difference	0.000000000000e+00
b122_cax8rt_small_contact	rz_accepted_frames	1
b123_cax8rt_finite_contact	rz_temperature_relative_l2	2.398682910293e-13
b123_cax8rt_finite_contact	rz_temperature_relative_absolute_peak	0.000000000000e+00
b123_cax8rt_finite_contact	rz_temperature_maximum_pointwise_relative	3.642576425341e-13
b123_cax8rt_finite_contact	rz_temperature_maximum_pointwise_relative_index	8
b123_cax8rt_finite_contact	rz_temperature_maximum_pointwise_relative_actual	6.476190496131e+02
b123_cax8rt_finite_contact	rz_temperature_maximum_pointwise_relative_reference	6.476190496134e+02
b123_cax8rt_finite_contact	rz_temperature_maximum_absolute_difference_index	2
b123_cax8rt_finite_contact	rz_temperature_maximum_absolute_difference_actual	6.523809503869e+02
b123_cax8rt_finite_contact	rz_temperature_maximum_absolute_difference_reference	6.523809503866e+02
b123_cax8rt_finite_contact	rz_temperature_zero_reference_count	0
b123_cax8rt_finite_contact	rz_temperature_maximum_zero_reference_absolute_difference	0.000000000000e+00
b123_cax8rt_finite_contact	rz_displacement_relative_l2	1.498707234469e-12
